"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","tokens_no_stopwords_and_stemmed_formatted","processed","likes","reply_count","created_time_formatted","is_pinned","is_reply","user_verified","comment_language","sentiment_label"
"fhrlafrzl’s comment: giliran kena masalah di luar negri bkin vidio mnta tolong bapak presiden 😁😄","giliran kena masalah di luar negri bkin vidio mnta tolong bapak presiden 😁😄","giliran kena masalah di luar negri bkin vidio mnta tolong bapak presiden","giliran kena masalah di luar negri bkin vidio mnta tolong bapak presiden","['gilir', 'kena', 'negri', 'bkin', 'vidio', 'mnta', 'tolong', 'presiden']","[gilir, kena, negri, bkin, vidio, mnta, tolong, presiden]","gilir kena negri bkin vidio mnta tolong presiden","0","0","2025-02-14 11:36:33","False","True","False","id","negatif"
"☣️’s comment: #bodoamat ga ada masa depan di konoha yg miskin tmbah miskin yg kaya makin kaya","#bodoamat ga ada masa depan di konoha yg miskin tmbah miskin yg kaya makin kaya","ga ada masa depan di konoha yg miskin tmbah miskin yg kaya makin kaya","tidak ada masa depan di konoha yang miskin tmbah miskin yang kaya makin kaya","['konoha', 'miskin', 'tmbah', 'miskin', 'kaya', 'kaya']","[konoha, miskin, tmbah, miskin, kaya, kaya]","konoha miskin tmbah miskin kaya kaya","0","0","2025-02-17 17:43:53","False","True","False","id","negatif"
"tahun ini semoga, Aamiin.","tahun ini semoga, Aamiin.","tahun ini semoga aamiin","tahun ini semoga aamiin","['moga', 'aamiin']","[moga, aamiin]","moga aamiin","1","0","2025-02-12 09:37:40","False","True","False","id","netral"
"Mayyaa’s comment: Jiwaku nasionalisme bngt pak, tpi apkh negri ini cinta sm saya sbgi rakyat?. Aku belain kerja ke LN krn di indo bnyk bgt persyaratan gk masuk akal bngt pak😌","Jiwaku nasionalisme bngt pak, tpi apkh negri ini cinta sm saya sbgi rakyat?. Aku belain kerja ke LN krn di indo bnyk bgt persyaratan gk masuk akal bngt pak😌","jiwaku nasionalisme bngt pak tpi apkh negri ini cinta sm saya sbgi rakyat aku belain kerja ke ln krn di indo bnyk bgt persyaratan gk masuk akal bngt pak","jiwaku nasionalisme banget pak tpi apkh negri ini cinta sama saya sbgi rakyat saya belain kerja ke ln karena di indonesia bnyk banget persyaratan tidak masuk akal banget pak","['jiwa', 'nasionalisme', 'banget', 'tpi', 'apkh', 'negri', 'cinta', 'sbgi', 'rakyat', 'bain', 'kerja', 'ln', 'indonesia', 'bnyk', 'banget', 'syarat', 'masuk', 'akal', 'banget']","[jiwa, nasionalisme, banget, tpi, apkh, negri, cinta, sbgi, rakyat, bain, kerja, ln, indonesia, bnyk, banget, syarat, masuk, akal, banget]","jiwa nasionalisme banget tpi apkh negri cinta sbgi rakyat bain kerja ln indonesia bnyk banget syarat masuk akal banget","2","0","2025-02-13 08:29:51","False","True","False","id","positif"
"AR’s comment: jaman skrg ga kaya dulu kalau mau ke LN agak susah, Skrang mah bnyak informasi kenapa ga ke LN dari pada d dalam negeri jadi karyawan swasta tua dikit Uda kalah seleksi","jaman skrg ga kaya dulu kalau mau ke LN agak susah, Skrang mah bnyak informasi kenapa ga ke LN dari pada d dalam negeri jadi karyawan swasta tua dikit Uda kalah seleksi","jaman skrg ga kaya dulu kalau mau ke ln agak susah skrang mah bnyak informasi kenapa ga ke ln dari pada d dalam negeri jadi karyawan swasta tua dikit uda kalah seleksi","jaman sekarang tidak kaya dulu kalau mau ke ln agak susah sekarang mah bnyak informasi kenapa tidak ke ln dari pada d dalam negeri jadi karyawan swasta tua dikit uda kalah seleksi","['jaman', 'kaya', 'ln', 'susah', 'bnyak', 'informasi', 'ln', 'negeri', 'karyawan', 'swasta', 'tua', 'dikit', 'uda', 'kalah', 'seleksi']","[jaman, kaya, ln, susah, bnyak, informasi, ln, negeri, karyawan, swasta, tua, dikit, uda, kalah, seleksi]","jaman kaya ln susah bnyak informasi ln negeri karyawan swasta tua dikit uda kalah seleksi","0","0","2025-02-14 16:25:17","False","True","False","id","positif"
"doain aku juga dong mas semoga bisa nyusul juga gak harus jepang kok 🙂","doain aku juga dong mas semoga bisa nyusul juga gak harus jepang kok 🙂","doain aku juga dong mas semoga bisa nyusul juga gak harus jepang kok","doakan saya juga dong mas semoga bisa nyusul juga tidak harus jepang kok","['doa', 'mas', 'moga', 'nyusul', 'jepang']","[doa, mas, moga, nyusul, jepang]","doa mas moga nyusul jepang","0","0","2025-02-10 06:54:40","False","True","False","id","positif"
"My Venom’s comment: awas aja lu klo kedapatan keluar negri jln²","awas aja lu klo kedapatan keluar negri jln²","awas aja lu klo kedapatan keluar negri jln²","awas aja kamu kalau kedapatan keluar negri jln²","['awas', 'aja', 'dapat', 'negri']","[awas, aja, dapat, negri]","awas aja dapat negri","2","1","2025-02-23 04:24:59","False","True","False","id","negatif"
"r’s comment: Soon!!!!","Soon!!!!","soon","soon","['soon']","[soon]","soon","0","0","2025-02-15 13:37:55","False","True","False","en","positif"
"Keyyy.’s comment: #KaburAjaDulu 🔥🔥🔥","#KaburAjaDulu 🔥🔥🔥","","","[]","[]","","0","0","2025-02-19 09:44:53","False","True","False","id","positif"
"FRyrx’s comment: negara lain meraih mimpi, indonesia? hanya minpi😹😹","negara lain meraih mimpi, indonesia? hanya minpi😹😹","negara lain meraih mimpi indonesia hanya minpi","negara lain meraih mimpi indonesia hanya minpi","['negara', 'raih', 'mimpi', 'indonesia', 'minpi']","[negara, raih, mimpi, indonesia, minpi]","negara raih mimpi indonesia minpi","0","0","2025-02-17 06:47:12","False","True","False","id","positif"
"mangkanyaaaa pemerintahh YG BENERRRR NGURUS NEGARA NYA","mangkanyaaaa pemerintahh YG BENERRRR NGURUS NEGARA NYA","mangkanyaaaa pemerintahh yg benerrrr ngurus negara nya","mangkanya pemerintahh yang benar ngurus negara nya","['mangkanya', 'pemerintahh', 'ngurus', 'negara']","[mangkanya, pemerintahh, ngurus, negara]","mangkanya pemerintahh ngurus negara","1","0","2025-02-13 14:20:56","False","True","False","id","negatif"
"chikboy in here’s comment: bahas nasionalisme tpi duit negara di makan sama teman teman ente🥺😂","bahas nasionalisme tpi duit negara di makan sama teman teman ente🥺😂","bahas nasionalisme tpi duit negara di makan sama teman teman ente","bahas nasionalisme tpi duit negara di makan sama teman teman ente","['bahas', 'nasionalisme', 'tpi', 'duit', 'negara', 'makan', 'teman', 'teman', 'ente']","[bahas, nasionalisme, tpi, duit, negara, makan, teman, teman, ente]","bahas nasionalisme tpi duit negara makan teman teman ente","0","0","2025-02-20 11:10:19","False","True","False","id","negatif"
"kga ngajak"" bang","kga ngajak"" bang","kga ngajak bang","kga ngajak bang","['kga', 'ngajak', 'bang']","[kga, ngajak, bang]","kga ngajak bang","1","0","2025-02-16 06:04:50","False","True","False","id","positif"
"Kipot150’s comment: nasionalisme nanti dulu sekarang mentingin kesejahteraan hidup dulu","nasionalisme nanti dulu sekarang mentingin kesejahteraan hidup dulu","nasionalisme nanti dulu sekarang mentingin kesejahteraan hidup dulu","nasionalisme nanti dulu sekarang mentingin kesejahteraan hidup dulu","['nasionalisme', 'mentingin', 'sejahtera', 'hidup']","[nasionalisme, mentingin, sejahtera, hidup]","nasionalisme mentingin sejahtera hidup","0","0","2025-02-16 13:39:18","False","True","False","id","negatif"
"bahan gabutan’s comment: jika di negara kita tidak dihargai, maka solusinya pergi dimana kita di hargai di negara orang, tapi tetep ingin sama tanah kelahiran kita semua☺","jika di negara kita tidak dihargai, maka solusinya pergi dimana kita di hargai di negara orang, tapi tetep ingin sama tanah kelahiran kita semua☺","jika di negara kita tidak dihargai maka solusinya pergi dimana kita di hargai di negara orang tapi tetep ingin sama tanah kelahiran kita semua","jika di negara kita tidak dihargai maka solusinya pergi dimana kita di hargai di negara orang tapi tetep ingin sama tanah kelahiran kita semua","['negara', 'harga', 'solusi', 'pergi', 'mana', 'harga', 'negara', 'orang', 'tetep', 'tanah', 'lahir']","[negara, harga, solusi, pergi, mana, harga, negara, orang, tetep, tanah, lahir]","negara harga solusi pergi mana harga negara orang tetep tanah lahir","1","0","2025-02-18 13:46:03","False","True","False","id","netral"
"sya ingin pindah k makkah","sya ingin pindah k makkah","sya ingin pindah k makkah","sya ingin pindah ke makkah","['sya', 'pindah', 'makkah']","[sya, pindah, makkah]","sya pindah makkah","1","1","2025-02-15 06:34:42","False","True","False","ms","negatif"
"bukan pindah negara lo pak, pindah gajiannnnnnnnn .","bukan pindah negara lo pak, pindah gajiannnnnnnnn .","bukan pindah negara lo pak pindah gajiannnnnnnnn","bukan pindah negara kamu pak pindah gajian","['pindah', 'negara', 'pindah', 'gaji']","[pindah, negara, pindah, gaji]","pindah negara pindah gaji","0","0","2025-02-19 12:08:35","False","True","False","id","negatif"
"sap sip’s comment: pemerintah dulu sama sekarang GK beda jauh","pemerintah dulu sama sekarang GK beda jauh","pemerintah dulu sama sekarang gk beda jauh","pemerintah dulu sama sekarang tidak beda jauh","['perintah', 'beda']","[perintah, beda]","perintah beda","1","0","2025-02-12 10:35:12","False","True","False","id","negatif"
"TEMAN GABUD👥’s comment: ka, berar ti indonesia ga ada harapan untuk beberapa tahun ke depan -kesejahteraan,😆😁","ka, berar ti indonesia ga ada harapan untuk beberapa tahun ke depan -kesejahteraan,😆😁","ka berar ti indonesia ga ada harapan untuk beberapa tahun ke depan kesejahteraan","ka berar ti indonesia tidak ada harapan untuk beberapa tahun ke depan kesejahteraan","['ka', 'berar', 'ti', 'indonesia', 'harap', 'sejahtera']","[ka, berar, ti, indonesia, harap, sejahtera]","ka berar ti indonesia harap sejahtera","0","0","2025-02-17 14:40:47","False","True","False","id","negatif"
"kalo misal punya modal dan ada networking juga mending di LN aja timbang susah di negara sendiri.","kalo misal punya modal dan ada networking juga mending di LN aja timbang susah di negara sendiri.","kalo misal punya modal dan ada networking juga mending di ln aja timbang susah di negara sendiri","kalau misal punya modal dan ada networking juga mending di ln aja timbang susah di negara sendiri","['modal', 'networking', 'mending', 'ln', 'aja', 'timbang', 'susah', 'negara']","[modal, networking, mending, ln, aja, timbang, susah, negara]","modal networking mending ln aja timbang susah negara","0","0","2025-02-14 14:45:59","False","True","False","id","positif"
"TangMan_Nur01’s comment: sekarang pun beli gas susah negara macam apa ini","sekarang pun beli gas susah negara macam apa ini","sekarang pun beli gas susah negara macam apa ini","sekarang pun beli gas susah negara macam apa ini","['beli', 'gas', 'susah', 'negara']","[beli, gas, susah, negara]","beli gas susah negara","2","0","2025-02-17 18:23:49","False","True","False","ms","negatif"
"syarat elit gaji sulit😂","syarat elit gaji sulit😂","syarat elit gaji sulit","syarat elit gaji sulit","['syarat', 'elit', 'gaji', 'sulit']","[syarat, elit, gaji, sulit]","syarat elit gaji sulit","1","0","2025-02-17 12:26:06","False","True","False","id","negatif"
"darulisnaini’s comment: anakku 2.
cita2nya yg besar pingin pindah ke Australia. yg kecil pingin pindah ke Swiss.
aku aamiin-in. semoga tercapai cita-cita nya","anakku 2.
cita2nya yg besar pingin pindah ke Australia. yg kecil pingin pindah ke Swiss.
aku aamiin-in. semoga tercapai cita-cita nya","anakku 2 cita2nya yg besar pingin pindah ke australia yg kecil pingin pindah ke swiss aku aamiinin semoga tercapai citacita nya","anakku 2 cita2nya yang besar ingin pindah ke australia yang kecil ingin pindah ke swiss saya aamiinin semoga tercapai citacita nya","['anak', 'pindah', 'australia', 'pindah', 'swiss', 'aamiinin', 'moga', 'capai', 'citacita']","[anak, pindah, australia, pindah, swiss, aamiinin, moga, capai, citacita]","anak pindah australia pindah swiss aamiinin moga capai citacita","525","17","2025-02-12 07:08:54","True","True","False","id","positif"
"chloedodo’s comment: npd","npd","npd","npd","['npd']","[npd]","npd","0","0","2025-02-10 14:32:42","False","True","False","ms","negatif"
"laah emang disini ada??","laah emang disini ada??","laah emang disini ada","laah memang disini ada","['laah']","[laah]","laah","0","0","2025-02-16 05:13:29","False","True","False","id","netral"
"yrhand20’s comment: mentri 🗿","mentri 🗿","mentri","mentri","['tri']","[tri]","tri","0","0","2025-02-17 14:43:39","False","True","False","co","netral"
"ceu Leni’s comment: jgn cm merantau mending sklian pindah","jgn cm merantau mending sklian pindah","jgn cm merantau mending sklian pindah","jgn cm merantau mending sklian pindah","['jgn', 'cm', 'rantau', 'mending', 'sklian', 'pindah']","[jgn, cm, rantau, mending, sklian, pindah]","jgn cm rantau mending sklian pindah","0","0","2025-02-17 03:13:12","False","True","False","id","positif"
"realistis aja di indo nyari kerja susah kalo ada pun gajinya rendah,","realistis aja di indo nyari kerja susah kalo ada pun gajinya rendah,","realistis aja di indo nyari kerja susah kalo ada pun gajinya rendah","realistis aja di indonesia mencari kerja susah kalau ada pun gajinya rendah","['realistis', 'aja', 'indonesia', 'cari', 'kerja', 'susah', 'gaji', 'rendah']","[realistis, aja, indonesia, cari, kerja, susah, gaji, rendah]","realistis aja indonesia cari kerja susah gaji rendah","1","0","2025-02-14 00:46:43","False","True","False","id","negatif"
"Si Amang’s comment: kita ndak makan nasionalisme😅😂","kita ndak makan nasionalisme😅😂","kita ndak makan nasionalisme","kita ndak makan nasionalisme","['ndak', 'makan', 'nasionalisme']","[ndak, makan, nasionalisme]","ndak makan nasionalisme","11","0","2025-02-12 09:48:37","False","True","False","id","negatif"
"Reza bae lahh’s comment: ngelamar kerja sulit gajih sedikit itulah negara kita✌️😂","ngelamar kerja sulit gajih sedikit itulah negara kita✌️😂","ngelamar kerja sulit gajih sedikit itulah negara kita","ngelamar kerja sulit gajih sedikit itulah negara kita","['ngelamar', 'kerja', 'sulit', 'gajih', 'negara']","[ngelamar, kerja, sulit, gajih, negara]","ngelamar kerja sulit gajih negara","0","0","2025-02-18 11:36:39","False","True","False","id","negatif"
"inieannabell’s comment: diindo persyaratan kerja segunung gaji cuma seitil.","diindo persyaratan kerja segunung gaji cuma seitil.","diindo persyaratan kerja segunung gaji cuma seitil","diindo persyaratan kerja segunung gaji cuma seitil","['diindo', 'syarat', 'kerja', 'gunung', 'gaji', 'itil']","[diindo, syarat, kerja, gunung, gaji, itil]","diindo syarat kerja gunung gaji itil","1","0","2025-02-20 03:58:11","False","True","False","id","negatif"
"ThreeEr’s comment: menurut ka vina gimana ka?","menurut ka vina gimana ka?","menurut ka vina gimana ka","menurut ka vina bagaimana ka","['ka', 'vina', 'ka']","[ka, vina, ka]","ka vina ka","0","0","2025-02-14 11:33:31","False","True","False","id","netral"
"ada apa dengan negara Konoha ini, gw lama pindah ini akan berkurang pemuda Indonesia, yg penting #KaburAjaDulu","ada apa dengan negara Konoha ini, gw lama pindah ini akan berkurang pemuda Indonesia, yg penting #KaburAjaDulu","ada apa dengan negara konoha ini gw lama pindah ini akan berkurang pemuda indonesia yg penting","ada apa dengan negara konoha ini saya lama pindah ini akan berkurang pemuda indonesia yang penting","['negara', 'konoha', 'pindah', 'kurang', 'pemuda', 'indonesia']","[negara, konoha, pindah, kurang, pemuda, indonesia]","negara konoha pindah kurang pemuda indonesia","1","0","2025-02-12 15:58:49","False","True","False","id","positif"
"ftr’s comment: pgn gini tp ga bkl di bolehin ortu pasti😭","pgn gini tp ga bkl di bolehin ortu pasti😭","pgn gini tp ga bkl di bolehin ortu pasti","ingin gini tp tidak bkl di bolehin ortu pasti","['gin', 'tp', 'bkl', 'bolehin', 'ortu']","[gin, tp, bkl, bolehin, ortu]","gin tp bkl bolehin ortu","1","0","2025-02-24 11:37:15","False","True","False","id","positif"
"k’s comment: bahas nasionalisme dia guys😹","bahas nasionalisme dia guys😹","bahas nasionalisme dia guys","bahas nasionalisme dia guys","['bahas', 'nasionalisme']","[bahas, nasionalisme]","bahas nasionalisme","1","0","2025-02-12 16:43:13","False","True","False","id","negatif"
"fyp mas😭🗿🔥","fyp mas😭🗿🔥","fyp mas","fyp mas","['mas']","[mas]","mas","0","0","2025-02-19 12:25:55","False","True","False","id","netral"
"baby Arfan’s comment: yaa malah ak pgen bgt krja dluar negri, gaji 1 BLN cuma 2 jt, badan dh rontok","yaa malah ak pgen bgt krja dluar negri, gaji 1 BLN cuma 2 jt, badan dh rontok","yaa malah ak pgen bgt krja dluar negri gaji 1 bln cuma 2 jt badan dh rontok","yaa malah ak pgen banget krja dluar negri gaji 1 bulan cuma 2 juta badan sudah rontok","['yaa', 'ak', 'pgen', 'banget', 'krja', 'dluar', 'negri', 'gaji', 'juta', 'badan', 'rontok']","[yaa, ak, pgen, banget, krja, dluar, negri, gaji, juta, badan, rontok]","yaa ak pgen banget krja dluar negri gaji juta badan rontok","0","0","2025-02-19 08:50:24","False","True","False","id","positif"
"rama ingin bertobat’s comment: MENUJU INDONESIA CEMAS😝""
#KABURAJADULU","MENUJU INDONESIA CEMAS😝""
#KABURAJADULU","menuju indonesia cemas","menuju indonesia cemas","['indonesia', 'cemas']","[indonesia, cemas]","indonesia cemas","0","0","2025-02-12 12:12:11","False","True","False","id","negatif"
"syintya’s comment: gelang nya beli dmna kak?? bagus😂😂😂","gelang nya beli dmna kak?? bagus😂😂😂","gelang nya beli dmna kak bagus","gelang nya beli dmna kak bagus","['gelang', 'beli', 'dmna', 'kak', 'bagus']","[gelang, beli, dmna, kak, bagus]","gelang beli dmna kak bagus","0","0","2025-02-23 10:42:00","False","True","False","id","positif"
"lovaivaa’s comment: i love this country, but this country doesn't love me back 💔. kalo w punya duit mah gue mending kabur","i love this country, but this country doesn't love me back 💔. kalo w punya duit mah gue mending kabur","i love this country but this country doesnt love me back kalo w punya duit mah gue mending kabur","i love this country but this country doesnt love me back kalau saya punya duit mah gue mending kabur","['love', 'this', 'country', 'but', 'this', 'country', 'doesnt', 'love', 'me', 'back', 'duit', 'gue', 'mending', 'kabur']","[love, this, country, but, this, country, doesnt, love, me, back, duit, gue, mending, kabur]","love this country but this country doesnt love me back duit gue mending kabur","10","0","2025-02-12 07:28:23","False","True","False","id","positif"
"Tsuhe tiktoker’s comment: yg lagi kabur aku doakan sukses dunia akhirat,, yg masih di Indonesia maap belum ada modal,, bertahan dulu ✌✌✌","yg lagi kabur aku doakan sukses dunia akhirat,, yg masih di Indonesia maap belum ada modal,, bertahan dulu ✌✌✌","yg lagi kabur aku doakan sukses dunia akhirat yg masih di indonesia maap belum ada modal bertahan dulu","yang lagi kabur saya doakan sukses dunia akhirat yang masih di indonesia maap belum ada modal bertahan dulu","['kabur', 'doa', 'sukses', 'dunia', 'akhirat', 'indonesia', 'maap', 'modal', 'tahan']","[kabur, doa, sukses, dunia, akhirat, indonesia, maap, modal, tahan]","kabur doa sukses dunia akhirat indonesia maap modal tahan","0","0","2025-02-19 02:10:50","False","True","False","id","positif"
"aku bakal posting ulang ini kalau itu kejadian di aku kak. doain 😭","aku bakal posting ulang ini kalau itu kejadian di aku kak. doain 😭","aku bakal posting ulang ini kalau itu kejadian di aku kak doain","saya bakal posting ulang ini kalau itu kejadian di saya kak doakan","['posting', 'ulang', 'jadi', 'kak', 'doa']","[posting, ulang, jadi, kak, doa]","posting ulang jadi kak doa","0","1","2025-02-11 21:37:39","False","True","False","id","netral"
"Lalu dmn rasa nasionalisme nya pejabat yg KKN?","Lalu dmn rasa nasionalisme nya pejabat yg KKN?","lalu dmn rasa nasionalisme nya pejabat yg kkn","lalu dmn rasa nasionalisme nya pejabat yang kkn","['dmn', 'nasionalisme', 'jabat', 'kkn']","[dmn, nasionalisme, jabat, kkn]","dmn nasionalisme jabat kkn","0","0","2025-02-17 07:56:09","False","True","False","id","negatif"
"kami juga meragukan nasionalisme pejabat seperti kalian.... yg tidak becus membuat hukum untuk koruptor yg berat!!!","kami juga meragukan nasionalisme pejabat seperti kalian.... yg tidak becus membuat hukum untuk koruptor yg berat!!!","kami juga meragukan nasionalisme pejabat seperti kalian yg tidak becus membuat hukum untuk koruptor yg berat","kami juga meragukan nasionalisme pejabat seperti kalian yang tidak becus membuat hukum untuk koruptor yang berat","['ragu', 'nasionalisme', 'jabat', 'becus', 'hukum', 'koruptor', 'berat']","[ragu, nasionalisme, jabat, becus, hukum, koruptor, berat]","ragu nasionalisme jabat becus hukum koruptor berat","0","0","2025-02-16 09:47:34","False","True","False","id","negatif"
"nara’s comment: @yaksha tahun depan yaa","@yaksha tahun depan yaa","tahun depan yaa","tahun depan yaa","['yaa']","[yaa]","yaa","0","1","2025-02-13 23:59:05","False","True","False","id","netral"
"YAN..’s comment: kamu ya enak kak dari ank org kaya, cablenya juga kencang","kamu ya enak kak dari ank org kaya, cablenya juga kencang","kamu ya enak kak dari ank org kaya cablenya juga kencang","kamu ya enak kak dari ank orang kaya cablenya juga kencang","['enak', 'kak', 'ank', 'orang', 'kaya', 'cablenya', 'kencang']","[enak, kak, ank, orang, kaya, cablenya, kencang]","enak kak ank orang kaya cablenya kencang","0","0","2025-02-14 17:01:26","False","True","False","id","positif"
"F-1 Cagaret’s comment: nasionalis tpi duit rakyat di colong mulu, masa mau hidup susah demi membuat pejabat makin kaya dan makmur🤣","nasionalis tpi duit rakyat di colong mulu, masa mau hidup susah demi membuat pejabat makin kaya dan makmur🤣","nasionalis tpi duit rakyat di colong mulu masa mau hidup susah demi membuat pejabat makin kaya dan makmur","nasionalis tpi duit rakyat di colong mulu masa mau hidup susah demi membuat pejabat makin kaya dan makmur","['nasionalis', 'tpi', 'duit', 'rakyat', 'colong', 'mulu', 'hidup', 'susah', 'jabat', 'kaya', 'makmur']","[nasionalis, tpi, duit, rakyat, colong, mulu, hidup, susah, jabat, kaya, makmur]","nasionalis tpi duit rakyat colong mulu hidup susah jabat kaya makmur","1","0","2025-02-12 22:57:08","False","True","False","id","negatif"
"one piece’s comment: yakinlah Mau kabur kemana pun di kirainya enak kali ya😂😂..padahal hidup di indonesia itu paling enak dan nyaman lo..asalkan kita kaya raya","yakinlah Mau kabur kemana pun di kirainya enak kali ya😂😂..padahal hidup di indonesia itu paling enak dan nyaman lo..asalkan kita kaya raya","yakinlah mau kabur kemana pun di kirainya enak kali yapadahal hidup di indonesia itu paling enak dan nyaman loasalkan kita kaya raya","yakinlah mau kabur kemana pun di kirainya enak kali yapadahal hidup di indonesia itu paling enak dan nyaman loasalkan kita kaya raya","['yakin', 'kabur', 'mana', 'kirai', 'enak', 'kali', 'yapadahal', 'hidup', 'indonesia', 'enak', 'nyaman', 'loasalkan', 'kaya', 'raya']","[yakin, kabur, mana, kirai, enak, kali, yapadahal, hidup, indonesia, enak, nyaman, loasalkan, kaya, raya]","yakin kabur mana kirai enak kali yapadahal hidup indonesia enak nyaman loasalkan kaya raya","45","24","2025-02-13 14:04:42","False","True","False","id","negatif"
"switzz’s comment: peduli naon","peduli naon","peduli naon","peduli naon","['peduli', 'naon']","[peduli, naon]","peduli naon","1","0","2025-02-16 12:20:36","False","True","False","id","negatif"
"Widia Amelia’s comment: Gk tau bingung, masih mikir lowongan pekerjaan","Gk tau bingung, masih mikir lowongan pekerjaan","gk tau bingung masih mikir lowongan pekerjaan","tidak tau bingung masih mikir lowongan pekerjaan","['tau', 'bingung', 'mikir', 'lowong', 'kerja']","[tau, bingung, mikir, lowong, kerja]","tau bingung mikir lowong kerja","0","0","2025-02-16 10:13:32","False","True","False","id","netral"
"frrell’s comment: TETAP KBUR AJ DLU","TETAP KBUR AJ DLU","tetap kbur aj dlu","tetap kabur aj dlu","['kabur', 'aj', 'dlu']","[kabur, aj, dlu]","kabur aj dlu","0","0","2025-02-18 13:04:42","False","True","False","id","positif"
"kan pak Prabowo duluan yang pindah ke luar negeri dulu tahun 1998, kita kan ngikutin arahan pusat.","kan pak Prabowo duluan yang pindah ke luar negeri dulu tahun 1998, kita kan ngikutin arahan pusat.","kan pak prabowo duluan yang pindah ke luar negeri dulu tahun 1998 kita kan ngikutin arahan pusat","kan pak prabowo duluan yang pindah ke luar negeri dulu tahun 1998 kita kan ngikutin arahan pusat","['prabowo', 'duluan', 'pindah', 'negeri', 'ngikutin', 'arah', 'pusat']","[prabowo, duluan, pindah, negeri, ngikutin, arah, pusat]","prabowo duluan pindah negeri ngikutin arah pusat","0","0","2025-02-17 08:39:40","False","True","False","id","netral"
"elidacieallagan’s comment: gak usah ngomong nasionalisme pak,org butuh kerja","gak usah ngomong nasionalisme pak,org butuh kerja","gak usah ngomong nasionalisme pakorg butuh kerja","tidak usah ngomong nasionalisme pakorg butuh kerja","['ngomong', 'nasionalisme', 'pakorg', 'butuh', 'kerja']","[ngomong, nasionalisme, pakorg, butuh, kerja]","ngomong nasionalisme pakorg butuh kerja","0","0","2025-02-19 13:29:39","False","True","False","id","negatif"
"bukan nyari loker sulit tapi persyaratan nglamarnya nya yang dipersulit 😂","bukan nyari loker sulit tapi persyaratan nglamarnya nya yang dipersulit 😂","bukan nyari loker sulit tapi persyaratan nglamarnya nya yang dipersulit","bukan mencari loker sulit tapi persyaratan nglamarnya nya yang dipersulit","['cari', 'loker', 'sulit', 'syarat', 'nglamarnya', 'sulit']","[cari, loker, sulit, syarat, nglamarnya, sulit]","cari loker sulit syarat nglamarnya sulit","0","0","2025-02-16 03:05:49","False","True","False","id","negatif"
"DIDIWooshh’s comment: Pak Bahlil tau apa? Tau nya cuma ngomong doang🤣 ente aja pindah keluar negri blm tentu bisa🤭","Pak Bahlil tau apa? Tau nya cuma ngomong doang🤣 ente aja pindah keluar negri blm tentu bisa🤭","pak bahlil tau apa tau nya cuma ngomong doang ente aja pindah keluar negri blm tentu bisa","pak bahlil tau apa tau nya cuma ngomong doang ente aja pindah keluar negri belum tentu bisa","['bahlil', 'tau', 'tau', 'ngomong', 'doang', 'ente', 'aja', 'pindah', 'negri']","[bahlil, tau, tau, ngomong, doang, ente, aja, pindah, negri]","bahlil tau tau ngomong doang ente aja pindah negri","1","0","2025-02-12 16:59:01","False","True","False","id","negatif"
"franz’s comment: up","up","up","up","['up']","[up]","up","0","0","2025-02-19 06:35:24","False","True","False","en","netral"
"bukan mslh nasionalisme.. pmerintah tinggal sediakan lapangan kerja yg bnyak dan gk patokkan umur dan brpenampilan menarik, tinggi dll..","bukan mslh nasionalisme.. pmerintah tinggal sediakan lapangan kerja yg bnyak dan gk patokkan umur dan brpenampilan menarik, tinggi dll..","bukan mslh nasionalisme pmerintah tinggal sediakan lapangan kerja yg bnyak dan gk patokkan umur dan brpenampilan menarik tinggi dll","bukan mslh nasionalisme pmerintah tinggal sediakan lapangan kerja yang bnyak dan tidak patokkan umur dan brpenampilan menarik tinggi dll","['mslh', 'nasionalisme', 'pmerintah', 'tinggal', 'sedia', 'lapang', 'kerja', 'bnyak', 'patok', 'umur', 'brpenampilan', 'tarik']","[mslh, nasionalisme, pmerintah, tinggal, sedia, lapang, kerja, bnyak, patok, umur, brpenampilan, tarik]","mslh nasionalisme pmerintah tinggal sedia lapang kerja bnyak patok umur brpenampilan tarik","325","6","2025-02-12 01:32:10","False","True","False","id","negatif"
"alasan gw lebih milih tinggal di Indonesia karena gw ga punya uang buat ke luar negri","alasan gw lebih milih tinggal di Indonesia karena gw ga punya uang buat ke luar negri","alasan gw lebih milih tinggal di indonesia karena gw ga punya uang buat ke luar negri","alasan saya lebih milih tinggal di indonesia karena saya tidak punya uang buat ke luar negri","['alas', 'milih', 'tinggal', 'indonesia', 'uang', 'negri']","[alas, milih, tinggal, indonesia, uang, negri]","alas milih tinggal indonesia uang negri","1","0","2025-02-13 03:00:00","False","True","False","id","negatif"
"akagami254’s comment: yg katanya wakil rakyat.rakyat yg mana hayoo🗿","yg katanya wakil rakyat.rakyat yg mana hayoo🗿","yg katanya wakil rakyatrakyat yg mana hayoo","yang katanya wakil rakyatrakyat yang mana hayoo","['wakil', 'rakyatrakyat', 'hayoo']","[wakil, rakyatrakyat, hayoo]","wakil rakyatrakyat hayoo","2","0","2025-02-12 09:29:59","False","True","False","id","negatif"
