"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","processed","sentiment_label","likes","reply_count","created_time_formatted"
"senku's gf’s comment: mana yang lebih nasionalis? mereka yg ngerusak dari dalam atau mereka yg memperbaiki dari luar? 😌","mana yang lebih nasionalis? mereka yg ngerusak dari dalam atau mereka yg memperbaiki dari luar? 😌","mana yang lebih nasionalis mereka yg ngerusak dari dalam atau mereka yg memperbaiki dari luar","mana yang lebih nasionalis mereka yang ngerusak dari dalam atau mereka yang memperbaiki dari luar","['nasionalis', 'ngerusak', 'baik']","nasionalis ngerusak baik","negatif","1","0","2025-02-13 02:47:44"
"Mio pLat BG’s comment: APA GUNANYA nenek moyang mati Matian Ngerebut negara ini... kalo cucu² nya cicit² nya malah kabur ke luar negeri 🙂🙃","APA GUNANYA nenek moyang mati Matian Ngerebut negara ini... kalo cucu² nya cicit² nya malah kabur ke luar negeri 🙂🙃","apa gunanya nenek moyang mati matian ngerebut negara ini kalo cucu² nya cicit² nya malah kabur ke luar negeri","apa gunanya nenek moyang mati matian ngerebut negara ini kalau cucu² nya cicit² nya malah kabur ke luar negeri","['guna', 'nenek', 'moyang', 'mati', 'mati', 'ngerebut', 'negara', 'kabur', 'negeri']","guna nenek moyang mati mati ngerebut negara kabur negeri","negatif","0","0","2025-02-19 16:16:21"
"Rara’s comment: Baru tamat kuliah ngelamar kerja ditanya pengalaman 😏","Baru tamat kuliah ngelamar kerja ditanya pengalaman 😏","baru tamat kuliah ngelamar kerja ditanya pengalaman","baru tamat kuliah ngelamar kerja ditanya pengalaman","['tamat', 'kuliah', 'ngelamar', 'kerja', 'alam']","tamat kuliah ngelamar kerja alam","negatif","1","1","2025-02-20 07:22:07"
"sarsis’s comment: dhuhhhh thengillll bgt menteri yg satu ini....","dhuhhhh thengillll bgt menteri yg satu ini....","dhuhhhh thengillll bgt menteri yg satu ini","dhuh thengil banget menteri yang satu ini","['dhuh', 'thengil', 'banget', 'menteri']","dhuh thengil banget menteri","negatif","0","0","2025-02-17 23:54:00"
"Yg korupsi gmn nasionalismenya?","Yg korupsi gmn nasionalismenya?","yg korupsi gmn nasionalismenya","yang korupsi bagaimana nasionalismenya","['korupsi', 'nasionalisme']","korupsi nasionalisme","negatif","0","0","2025-02-16 09:44:28"
"___Marrz★™’s comment: Indonesia sedang tidak baik-baik saja saat ini. apakah ini akan berlanjut terus jika pemerintah tidak memperhatikan wargax sendiri. jika hal itu terjadi jangan salahkan wargax tapi salahkan pemerintah","Indonesia sedang tidak baik-baik saja saat ini. apakah ini akan berlanjut terus jika pemerintah tidak memperhatikan wargax sendiri. jika hal itu terjadi jangan salahkan wargax tapi salahkan pemerintah","indonesia sedang tidak baikbaik saja saat ini apakah ini akan berlanjut terus jika pemerintah tidak memperhatikan wargax sendiri jika hal itu terjadi jangan salahkan wargax tapi salahkan pemerintah","indonesia sedang tidak baikbaik saja saat ini apakah ini akan berlanjut terus jika pemerintah tidak memperhatikan wargax sendiri jika hal itu terjadi jangan salahkan wargax tapi salahkan pemerintah","['indonesia', 'baikbaik', 'lanjut', 'perintah', 'perhati', 'wargax', 'salah', 'wargax', 'salah', 'perintah']","indonesia baikbaik lanjut perintah perhati wargax salah wargax salah perintah","negatif","0","0","2025-02-17 07:37:35"
"Gw kl ada kesempatan dan tawaran yg menarik gw juga mau pindah keluar negri #kaburajadulu","Gw kl ada kesempatan dan tawaran yg menarik gw juga mau pindah keluar negri #kaburajadulu","gw kl ada kesempatan dan tawaran yg menarik gw juga mau pindah keluar negri","saya kalau ada kesempatan dan tawaran yang menarik saya juga mau pindah keluar negri","['sempat', 'tawar', 'tarik', 'pindah', 'negri']","sempat tawar tarik pindah negri","positif","8","1","2025-02-12 15:11:20"
"biru kuning’s comment: kumenangis banget akhir akhir ini","kumenangis banget akhir akhir ini","kumenangis banget akhir akhir ini","kumenangis banget akhir akhir ini","['menang', 'banget']","menang banget","netral","0","0","2025-02-15 12:23:48"
"KalerengSusu’s comment: nasionalisme pejabat aja gaada dikit pun wkowkwow","nasionalisme pejabat aja gaada dikit pun wkowkwow","nasionalisme pejabat aja gaada dikit pun wkowkwow","nasionalisme pejabat aja gaada dikit pun wkowkwow","['nasionalisme', 'jabat', 'aja', 'gaada', 'dikit', 'wkowkwow']","nasionalisme jabat aja gaada dikit wkowkwow","negatif","2","0","2025-02-12 06:10:59"
"nandira putri TkwHongkong’s comment: @mafia mancing @YENNY tkw hongkong @yunitkwHongkongLTD","@mafia mancing @YENNY tkw hongkong @yunitkwHongkongLTD","mancing tkw hongkong","mancing tkw hongkong","['mancing', 'tkw', 'hongkong']","mancing tkw hongkong","netral","0","0","2025-02-18 23:44:51"
"Hiro’s comment: kerja di Indonesia: 15 tahun
umur maksimal : 25 tahun
gen millenial/x
bisa menguasai 7 elemen dunia
good looking
gaji minimal : 500.000","kerja di Indonesia: 15 tahun
umur maksimal : 25 tahun
gen millenial/x
bisa menguasai 7 elemen dunia
good looking
gaji minimal : 500.000","kerja di indonesia 15 tahun umur maksimal 25 tahun gen millenialx bisa menguasai 7 elemen dunia good looking gaji minimal 500000","kerja di indonesia 15 tahun umur maksimal 25 tahun gen millenialx bisa menguasai 7 elemen dunia good looking gaji minimal 50","['kerja', 'indonesia', 'umur', 'maksimal', 'gen', 'millenialx', 'kuasa', 'elemen', 'dunia', 'good', 'looking', 'gaji', 'minimal']","kerja indonesia umur maksimal gen millenialx kuasa elemen dunia good looking gaji minimal","negatif","0","0","2025-02-17 10:43:58"
"Bahlil b nya apa gays😹","Bahlil b nya apa gays😹","bahlil b nya apa gays","bahlil b nya apa gays","['bahlil', 'gays']","bahlil gays","netral","1","0","2025-02-17 08:14:14"
"jangan pindah malaysia🙏","jangan pindah malaysia🙏","jangan pindah malaysia","jangan pindah malaysia","['pindah', 'malaysia']","pindah malaysia","negatif","9","0","2025-02-19 10:41:14"
"user5314138126956’s comment: mau makan nasioisme ,,,,,???????????😁😁😁😁🔥🔥🔥🔥🔥🔥🔥","mau makan nasioisme ,,,,,???????????😁😁😁😁🔥🔥🔥🔥🔥🔥🔥","mau makan nasioisme","mau makan nasioisme","['makan', 'nasioisme']","makan nasioisme","netral","0","0","2025-02-16 05:56:12"
"nda05125’s comment: Luuul bahluuuul","Luuul bahluuuul","luuul bahluuuul","lul bahlul","['lul', 'bahlul']","lul bahlul","positif","1","0","2025-02-12 09:12:39"
"btw KK nyaa ngk kbur ke jerman😅😅😅?","btw KK nyaa ngk kbur ke jerman😅😅😅?","btw kk nyaa ngk kbur ke jerman","ngomong-ngomong kk nya ngk kabur ke jerman","['kk', 'ngk', 'kabur', 'jerman']","kk ngk kabur jerman","netral","0","0","2025-02-14 16:38:18"
"tetep cinta indonesia bang soale devisa pindah ke luar negeri juga jadi pendapatan negara soalnya negara juga untung buat bayar tunjangan DPR yang bertriliyunan itu","tetep cinta indonesia bang soale devisa pindah ke luar negeri juga jadi pendapatan negara soalnya negara juga untung buat bayar tunjangan DPR yang bertriliyunan itu","tetep cinta indonesia bang soale devisa pindah ke luar negeri juga jadi pendapatan negara soalnya negara juga untung buat bayar tunjangan dpr yang bertriliyunan itu","tetep cinta indonesia bang soale devisa pindah ke luar negeri juga jadi pendapatan negara soalnya negara juga untung buat bayar tunjangan dpr yang bertriliyunan itu","['tetep', 'cinta', 'indonesia', 'bang', 'soale', 'devisa', 'pindah', 'negeri', 'dapat', 'negara', 'negara', 'untung', 'bayar', 'tunjang', 'dpr', 'bertriliyunan']","tetep cinta indonesia bang soale devisa pindah negeri dapat negara negara untung bayar tunjang dpr bertriliyunan","positif","1","0","2025-02-14 02:09:31"
"bahlil urusin noh gas, bkin kebijakan seenak jidat lu aja, heran😭","bahlil urusin noh gas, bkin kebijakan seenak jidat lu aja, heran😭","bahlil urusin noh gas bkin kebijakan seenak jidat lu aja heran","bahlil urusin noh gas bkin kebijakan seenak jidat kamu aja heran","['bahlil', 'urusin', 'noh', 'gas', 'bkin', 'bijak', 'enak', 'jidat', 'aja', 'heran']","bahlil urusin noh gas bkin bijak enak jidat aja heran","negatif","0","0","2025-02-16 13:24:51"
"bayitirex’s comment: saya cinta indonesia, tp indonesia hanya milik para pejabat. indonesia bukan milik rakyat 😌 mau nuduh apalagi ke rakyat pak bahlil?","saya cinta indonesia, tp indonesia hanya milik para pejabat. indonesia bukan milik rakyat 😌 mau nuduh apalagi ke rakyat pak bahlil?","saya cinta indonesia tp indonesia hanya milik para pejabat indonesia bukan milik rakyat mau nuduh apalagi ke rakyat pak bahlil","saya cinta indonesia tp indonesia hanya milik para pejabat indonesia bukan milik rakyat mau nuduh apalagi ke rakyat pak bahlil","['cinta', 'indonesia', 'tp', 'indonesia', 'milik', 'jabat', 'indonesia', 'milik', 'rakyat', 'nuduh', 'rakyat', 'bahlil']","cinta indonesia tp indonesia milik jabat indonesia milik rakyat nuduh rakyat bahlil","negatif","0","0","2025-02-19 15:01:36"
"Lexxus’s comment: ngejabat untuk memperkaya diri, hebat hebattt PRI🥵","ngejabat untuk memperkaya diri, hebat hebattt PRI🥵","ngejabat untuk memperkaya diri hebat hebattt pri","ngejabat untuk memperkaya diri hebat hebat pri","['ngejabat', 'kaya', 'hebat', 'hebat', 'pri']","ngejabat kaya hebat hebat pri","negatif","1","0","2025-02-13 00:08:40"
"Ran’s comment: kalo udah kabur trs disitu tuh dikasih kerjaan ga sih😞","kalo udah kabur trs disitu tuh dikasih kerjaan ga sih😞","kalo udah kabur trs disitu tuh dikasih kerjaan ga sih","kalau sudah kabur trs disitu tuh dikasih kerjaan tidak sih","['kabur', 'trs', 'situ', 'kasih', 'kerja']","kabur trs situ kasih kerja","negatif","0","0","2025-02-12 09:05:35"
"ᵣₐcᵤₙ.bgₜ’s comment: susah cari kerja gaji kecil kdg ga sesuai job.jam kerja ga tertur","susah cari kerja gaji kecil kdg ga sesuai job.jam kerja ga tertur","susah cari kerja gaji kecil kdg ga sesuai jobjam kerja ga tertur","susah cari kerja gaji kecil kdg tidak sesuai jobjam kerja tidak tertur","['susah', 'cari', 'kerja', 'gaji', 'kdg', 'sesuai', 'jobjam', 'kerja', 'tur']","susah cari kerja gaji kdg sesuai jobjam kerja tur","negatif","0","0","2025-02-15 01:30:35"
"saya cinta indonesia,tapi tidak dengan pemerintahan nya😎","saya cinta indonesia,tapi tidak dengan pemerintahan nya😎","saya cinta indonesiatapi tidak dengan pemerintahan nya","saya cinta indonesiatapi tidak dengan pemerintahan nya","['cinta', 'indonesiatapi', 'perintah']","cinta indonesiatapi perintah","negatif","1","0","2025-02-13 16:01:02"
"Hanin Dhya Almahyra’s comment: sy baru 27 pk dn persyaratan umur buat kerja maksimal 25😭😭😭","sy baru 27 pk dn persyaratan umur buat kerja maksimal 25😭😭😭","sy baru 27 pk dn persyaratan umur buat kerja maksimal 25","saya baru 27 pk dn persyaratan umur buat kerja maksimal 25","['pk', 'dn', 'syarat', 'umur', 'kerja', 'maksimal']","pk dn syarat umur kerja maksimal","negatif","1","0","2025-02-16 10:14:36"
"aigoo😁 mau otw soon nih","aigoo😁 mau otw soon nih","aigoo mau otw soon nih","aigoo mau otw soon nih","['aigoo', 'otw', 'soon']","aigoo otw soon","positif","0","0","2025-02-19 05:21:17"
"ﾒｶﾞペルﾏタサﾘ’s comment: ka cinta kenapa muncul tiba2 siihhh gw jadi inget irfan gofur😭😭😭😭","ka cinta kenapa muncul tiba2 siihhh gw jadi inget irfan gofur😭😭😭😭","ka cinta kenapa muncul tiba2 siihhh gw jadi inget irfan gofur","ka cinta kenapa muncul tiba2 siih saya jadi inget irfan gofur","['ka', 'cinta', 'muncul', 'siih', 'inget', 'irfan', 'gofur']","ka cinta muncul siih inget irfan gofur","netral","0","0","2025-02-15 14:24:04"
"Barudak tangerang’s comment: ngomong mah enak kabur ajah dulu lah kan modal woy 10 Jt ada kali kayak nya 🗿","ngomong mah enak kabur ajah dulu lah kan modal woy 10 Jt ada kali kayak nya 🗿","ngomong mah enak kabur ajah dulu lah kan modal woy 10 jt ada kali kayak nya","ngomong mah enak kabur ajah dulu lah kan modal woy 10 juta ada kali kayak nya","['ngomong', 'enak', 'kabur', 'ajah', 'modal', 'woy', 'juta', 'kali', 'kayak']","ngomong enak kabur ajah modal woy juta kali kayak","positif","1","0","2025-02-13 17:52:25"
"sukaairdrop1’s comment: 2030 bubar","2030 bubar","2030 bubar","2030 bubar","['bubar']","bubar","netral","0","0","2025-02-18 05:29:03"
"pajrrr🤟🤙’s comment: cuma uang nya yang ga ada","cuma uang nya yang ga ada","cuma uang nya yang ga ada","cuma uang nya yang tidak ada","['uang']","uang","negatif","0","0","2025-02-16 06:29:09"
"by.nisaranti’s comment: habis di Indonesia udh susah kehidupan","habis di Indonesia udh susah kehidupan","habis di indonesia udh susah kehidupan","habis di indonesia sudah susah kehidupan","['habis', 'indonesia', 'susah', 'hidup']","habis indonesia susah hidup","negatif","0","0","2025-02-16 04:08:12"
"?’s comment: bye Indonesia welkam Bali","bye Indonesia welkam Bali","bye indonesia welkam bali","bye indonesia welkam bali","['bye', 'indonesia', 'welkam', 'bal']","bye indonesia welkam bal","positif","0","0","2025-02-17 08:12:36"
"AiRa’s comment: negara juga bodo amat sama rakyat😅","negara juga bodo amat sama rakyat😅","negara juga bodo amat sama rakyat","negara juga bodo amat sama rakyat","['negara', 'bodo', 'rakyat']","negara bodo rakyat","negatif","2","0","2025-03-03 10:08:23"
"⭐️leo’s comment: Kabur” lebih sante","Kabur” lebih sante","kabur lebih sante","kabur lebih sante","['kabur', 'sante']","kabur sante","positif","0","0","2025-02-19 21:58:55"
"✪’s comment: terus gimana cara tau rasa nasionalisme terhadap negeri ini😅","terus gimana cara tau rasa nasionalisme terhadap negeri ini😅","terus gimana cara tau rasa nasionalisme terhadap negeri ini","terus bagaimana cara tau rasa nasionalisme terhadap negeri ini","['tau', 'nasionalisme', 'negeri']","tau nasionalisme negeri","negatif","794","5","2025-02-14 11:03:19"
"yang diragukan nasionalismenya itu yg ngerampok sumberdaya alam dan yg menjadi mafia tambang yg minta2 saham","yang diragukan nasionalismenya itu yg ngerampok sumberdaya alam dan yg menjadi mafia tambang yg minta2 saham","yang diragukan nasionalismenya itu yg ngerampok sumberdaya alam dan yg menjadi mafia tambang yg minta2 saham","yang diragukan nasionalismenya itu yang ngerampok sumberdaya alam dan yang menjadi mafia tambang yang minta2 saham","['ragu', 'nasionalisme', 'ngerampok', 'sumberdaya', 'alam', 'mafia', 'tambang', 'saham']","ragu nasionalisme ngerampok sumberdaya alam mafia tambang saham","negatif","2","0","2025-02-12 12:22:36"
"hidup di negara orang meskipun kita bukan pribumi rasanya kita ngerasain apa itu arti keadilan di negeri orang ,tapi tidak di negeri sendiri😄😂","hidup di negara orang meskipun kita bukan pribumi rasanya kita ngerasain apa itu arti keadilan di negeri orang ,tapi tidak di negeri sendiri😄😂","hidup di negara orang meskipun kita bukan pribumi rasanya kita ngerasain apa itu arti keadilan di negeri orang tapi tidak di negeri sendiri","hidup di negara orang meskipun kita bukan pribumi rasanya kita ngerasain apa itu arti keadilan di negeri orang tapi tidak di negeri sendiri","['hidup', 'negara', 'orang', 'pribumi', 'ngerasain', 'arti', 'adil', 'negeri', 'orang', 'negeri']","hidup negara orang pribumi ngerasain arti adil negeri orang negeri","positif","0","0","2025-02-15 17:04:48"
"pengen ikut #kaburajadulu tapi masih smp😹🙏","pengen ikut #kaburajadulu tapi masih smp😹🙏","pengen ikut tapi masih smp","ingin ikut tapi masih smp","['smp']","smp","positif","0","0","2025-02-10 11:36:32"
"Fazzry tidak bercerita’s comment: Nasionalisme hanya untuk timnas 🤪","Nasionalisme hanya untuk timnas 🤪","nasionalisme hanya untuk timnas","nasionalisme hanya untuk timnas","['nasionalisme', 'timnas']","nasionalisme timnas","negatif","1","0","2025-02-12 19:46:58"
"User6852410754’s comment: Kak izin komentar","Kak izin komentar","kak izin komentar","kak izin komentar","['kak', 'izin', 'komentar']","kak izin komentar","netral","1","0","2025-02-13 07:53:16"
"🦋’s comment: kabur dlu aja 10/15 thn,nanti klo dah sukses baru pulang ke Konoha 🤣","kabur dlu aja 10/15 thn,nanti klo dah sukses baru pulang ke Konoha 🤣","kabur dlu aja 1015 thnnanti klo dah sukses baru pulang ke konoha","kabur dlu aja 1015 thnnanti kalau dah sukses baru pulang ke konoha","['kabur', 'dlu', 'aja', 'thnnanti', 'dah', 'sukses', 'pulang', 'konoha']","kabur dlu aja thnnanti dah sukses pulang konoha","positif","1","1","2025-02-13 07:02:53"
"Waraziz’s comment: yang mau kabur silahkan yang mau menetap pun silahkan🤣","yang mau kabur silahkan yang mau menetap pun silahkan🤣","yang mau kabur silahkan yang mau menetap pun silahkan","yang mau kabur silahkan yang mau menetap pun silahkan","['kabur', 'silah', 'tetap', 'silah']","kabur silah tetap silah","netral","0","0","2025-02-14 15:32:03"
"kalau nasionalisme kita dapat apa????????","kalau nasionalisme kita dapat apa????????","kalau nasionalisme kita dapat apa","kalau nasionalisme kita dapat apa","['nasionalisme']","nasionalisme","negatif","50","9","2025-02-12 09:29:48"
"bahlil B nya apa","bahlil B nya apa","bahlil b nya apa","bahlil b nya apa","['bahlil']","bahlil","netral","1","4","2025-02-12 01:58:36"
"JUDAAAA😋’s comment: situ duluan kok.. ya suka suka saya lah","situ duluan kok.. ya suka suka saya lah","situ duluan kok ya suka suka saya lah","situ duluan kok ya suka suka saya lah","['situ', 'duluan', 'suka', 'suka']","situ duluan suka suka","negatif","0","0","2025-02-16 01:17:57"
"pras’s comment: kabur ah","kabur ah","kabur ah","kabur ah","['kabur']","kabur","positif","0","0","2025-02-14 15:19:21"
"rezi azhari’s comment: aku nnti pingin anakku ke luar negri aja, gaji nya lebih masuk akal🤣sekrg aku udh terlnjur punya tooddler","aku nnti pingin anakku ke luar negri aja, gaji nya lebih masuk akal🤣sekrg aku udh terlnjur punya tooddler","aku nnti pingin anakku ke luar negri aja gaji nya lebih masuk akalsekrg aku udh terlnjur punya tooddler","saya nnti ingin anakku ke luar negri aja gaji nya lebih masuk akalsekrg saya sudah terlnjur punya tooddler","['nnti', 'anak', 'negri', 'aja', 'gaji', 'masuk', 'akalsekrg', 'terlnjur', 'tooddler']","nnti anak negri aja gaji masuk akalsekrg terlnjur tooddler","positif","0","0","2025-02-15 03:29:48"
"lu mikir nasionalisme apa hidup itu aja sih emang nasionalisme bisa menghidupi lu🤣","lu mikir nasionalisme apa hidup itu aja sih emang nasionalisme bisa menghidupi lu🤣","lu mikir nasionalisme apa hidup itu aja sih emang nasionalisme bisa menghidupi lu","kamu mikir nasionalisme apa hidup itu aja sih memang nasionalisme bisa menghidupi kamu","['mikir', 'nasionalisme', 'hidup', 'aja', 'nasionalisme', 'hidup']","mikir nasionalisme hidup aja nasionalisme hidup","negatif","1","0","2025-02-12 12:15:30"
"sanZTejii🇵🇦’s comment: berpendidikan tinggi gaji cuma 2-3jt dimana lagi kalo bukan di negara penuh tikus","berpendidikan tinggi gaji cuma 2-3jt dimana lagi kalo bukan di negara penuh tikus","berpendidikan tinggi gaji cuma 23jt dimana lagi kalo bukan di negara penuh tikus","berpendidikan tinggi gaji cuma 23jt dimana lagi kalau bukan di negara penuh tikus","['didik', 'gaji', 'mana', 'negara', 'penuh', 'tikus']","didik gaji mana negara penuh tikus","netral","0","0","2025-02-20 00:46:19"
"Lomom’s comment: aku cinta Indonesia tapi Indonesia enggak cinta sama aku, mending realistis aja gak sih nyari cinta yang setara?","aku cinta Indonesia tapi Indonesia enggak cinta sama aku, mending realistis aja gak sih nyari cinta yang setara?","aku cinta indonesia tapi indonesia enggak cinta sama aku mending realistis aja gak sih nyari cinta yang setara","saya cinta indonesia tapi indonesia tidak cinta sama saya mending realistis aja tidak sih mencari cinta yang setara","['cinta', 'indonesia', 'indonesia', 'cinta', 'mending', 'realistis', 'aja', 'cari', 'cinta', 'tara']","cinta indonesia indonesia cinta mending realistis aja cari cinta tara","positif","0","0","2025-02-14 13:44:35"
"Asepsopian587’s comment: otweew","otweew","otweew","otweew","['otweew']","otweew","netral","0","0","2025-02-19 11:45:35"
"Gus TOM’s comment: suka suka bos...","suka suka bos...","suka suka bos","suka suka bos","['suka', 'suka', 'bos']","suka suka bos","netral","0","0","2025-02-16 07:59:59"
"tanggapan kak @vmuliana gimana soal ini?","tanggapan kak @vmuliana gimana soal ini?","tanggapan kak gimana soal ini","tanggapan kak bagaimana soal ini","['tanggap', 'kak']","tanggap kak","netral","0","0","2025-02-14 11:56:31"
"mau kabur tp usia udh gak bisa😑","mau kabur tp usia udh gak bisa😑","mau kabur tp usia udh gak bisa","mau kabur tp usia sudah tidak bisa","['kabur', 'tp', 'usia']","kabur tp usia","negatif","0","0","2025-02-12 07:40:55"
"vinz XML👊’s comment: siapa suruh korup🗿","siapa suruh korup🗿","siapa suruh korup","siapa suruh korup","['suruh', 'korup']","suruh korup","negatif","0","0","2025-02-18 07:02:43"
"Ikbal’s comment: Apakah tahun depan rezeki saya untuk menikahi orang Jepang","Apakah tahun depan rezeki saya untuk menikahi orang Jepang","apakah tahun depan rezeki saya untuk menikahi orang jepang","apakah tahun depan rezeki saya untuk menikahi orang jepang","['rezeki', 'nikah', 'orang', 'jepang']","rezeki nikah orang jepang","netral","1","0","2025-03-09 13:56:44"
"Teh manis’s comment: Karna mau gimana pun rindu tanah air yg sudah menjadi rumah itu memang se sakit itu. Cuman karna memikirkan kita juga harus melanjutkan hidup dan memilih tinggal d luar negeri.","Karna mau gimana pun rindu tanah air yg sudah menjadi rumah itu memang se sakit itu. Cuman karna memikirkan kita juga harus melanjutkan hidup dan memilih tinggal d luar negeri.","karna mau gimana pun rindu tanah air yg sudah menjadi rumah itu memang se sakit itu cuman karna memikirkan kita juga harus melanjutkan hidup dan memilih tinggal d luar negeri","karena mau bagaimana pun rindu tanah air yang sudah menjadi rumah itu memang se sakit itu cuman karena memikirkan kita juga harus melanjutkan hidup dan memilih tinggal d luar negeri","['rindu', 'tanah', 'air', 'rumah', 'sakit', 'cuman', 'pikir', 'lanjut', 'hidup', 'pilih', 'tinggal', 'negeri']","rindu tanah air rumah sakit cuman pikir lanjut hidup pilih tinggal negeri","positif","0","0","2025-02-14 20:20:25"
"azgul purba’s comment: cinta saya sama negeri ini bertepuk sebelah tangan,lebih baik menjauh dari pada hati ini semakin sakit😂😂😂","cinta saya sama negeri ini bertepuk sebelah tangan,lebih baik menjauh dari pada hati ini semakin sakit😂😂😂","cinta saya sama negeri ini bertepuk sebelah tanganlebih baik menjauh dari pada hati ini semakin sakit","cinta saya sama negeri ini bertepuk sebelah tanganlebih baik menjauh dari pada hati ini semakin sakit","['cinta', 'negeri', 'tepuk', 'belah', 'tanganlebih', 'jauh', 'hati', 'sakit']","cinta negeri tepuk belah tanganlebih jauh hati sakit","positif","1","0","2025-02-14 05:09:25"
"Rakyatmu betah di singapore pak😌","Rakyatmu betah di singapore pak😌","rakyatmu betah di singapore pak","rakyatmu betah di singapore pak","['rakyat', 'betah', 'singapore']","rakyat betah singapore","positif","2","0","2025-02-12 01:16:17"
"user7225084211071’s comment: ini siapa si. saya meragukan kualaitas bapak.","ini siapa si. saya meragukan kualaitas bapak.","ini siapa si saya meragukan kualaitas bapak","ini siapa si saya meragukan kualaitas bapak","['ragu', 'kualaitas']","ragu kualaitas","negatif","0","0","2025-02-19 00:11:55"
"ayu putri’s comment: kalo ada kesempatan dan dana juga pengen pindah😁😁","kalo ada kesempatan dan dana juga pengen pindah😁😁","kalo ada kesempatan dan dana juga pengen pindah","kalau ada kesempatan dan dana juga ingin pindah","['sempat', 'dana', 'pindah']","sempat dana pindah","positif","0","0","2025-02-21 13:44:53"
"user4891774612580’s comment: banyak kok loker tu.. penting ada orang dalam sama duit aja wkwkwkw","banyak kok loker tu.. penting ada orang dalam sama duit aja wkwkwkw","banyak kok loker tu penting ada orang dalam sama duit aja wkwkwkw","banyak kok loker itu penting ada orang dalam sama duit aja wkwkwkw","['loker', 'orang', 'duit', 'aja', 'wkwkwkw']","loker orang duit aja wkwkwkw","netral","0","0","2025-02-15 11:57:13"
"jago’s comment: ya yang ke luar negri juga mikirin ekonomi family ny. emg lu aja pejabat yang bisa mikirin ekonomi family lu","ya yang ke luar negri juga mikirin ekonomi family ny. emg lu aja pejabat yang bisa mikirin ekonomi family lu","ya yang ke luar negri juga mikirin ekonomi family ny emg lu aja pejabat yang bisa mikirin ekonomi family lu","ya yang ke luar negri juga mikirin ekonomi family nya memang kamu aja pejabat yang bisa mikirin ekonomi family kamu","['negri', 'mikirin', 'ekonomi', 'family', 'aja', 'jabat', 'mikirin', 'ekonomi', 'family']","negri mikirin ekonomi family aja jabat mikirin ekonomi family","positif","0","0","2025-02-20 07:33:40"
"Haidar_Jaya_Funiture_89’s comment: ente bahlul","ente bahlul","ente bahlul","ente bahlul","['ente', 'bahlul']","ente bahlul","negatif","0","0","2025-02-19 02:15:27"
"Yoemai’s comment: ""nasionalisme"" tapi uang korup di terima 😂 😂","""nasionalisme"" tapi uang korup di terima 😂 😂","nasionalisme tapi uang korup di terima","nasionalisme tapi uang korup di terima","['nasionalisme', 'uang', 'korup', 'terima']","nasionalisme uang korup terima","negatif","0","0","2025-02-17 08:56:49"
"lahhh ngatur Luh sp kocak udah tua banyak ngatur kocak bet 😂😂😂😂","lahhh ngatur Luh sp kocak udah tua banyak ngatur kocak bet 😂😂😂😂","lahhh ngatur luh sp kocak udah tua banyak ngatur kocak bet","lah ngatur luh sp kocak sudah tua banyak ngatur kocak bet","['ngatur', 'luh', 'sp', 'kocak', 'tua', 'ngatur', 'kocak', 'bet']","ngatur luh sp kocak tua ngatur kocak bet","netral","0","0","2025-02-23 13:15:22"
"ZiaShop’s comment: Indonesia 🔥","Indonesia 🔥","indonesia","indonesia","['indonesia']","indonesia","positif","0","0","2025-02-16 09:17:59"
"hai pemuda indonesia jgn kau pindah kenegara lain klu cuma kerja cari nafkah gak apa2","hai pemuda indonesia jgn kau pindah kenegara lain klu cuma kerja cari nafkah gak apa2","hai pemuda indonesia jgn kau pindah kenegara lain klu cuma kerja cari nafkah gak apa2","hai pemuda indonesia jgn kamu pindah kenegara lain kalau cuma kerja cari nafkah tidak apa2","['hai', 'pemuda', 'indonesia', 'jgn', 'pindah', 'negara', 'kerja', 'cari', 'nafkah']","hai pemuda indonesia jgn pindah negara kerja cari nafkah","negatif","1","0","2025-02-20 02:50:42"
"kris mjl’s comment: Kabur aja dulu gua juga mau gitu tapi mikir balik lagi karena org tua gua gk sekaya mereka kabur ke luar ngeri kan harus ada biaya","Kabur aja dulu gua juga mau gitu tapi mikir balik lagi karena org tua gua gk sekaya mereka kabur ke luar ngeri kan harus ada biaya","kabur aja dulu gua juga mau gitu tapi mikir balik lagi karena org tua gua gk sekaya mereka kabur ke luar ngeri kan harus ada biaya","kabur aja dulu saya juga mau begitu tapi mikir balik lagi karena orang tua saya tidak sekaya mereka kabur ke luar ngeri kan harus ada biaya","['kabur', 'aja', 'mikir', 'orang', 'tua', 'kaya', 'kabur', 'ngeri', 'biaya']","kabur aja mikir orang tua kaya kabur ngeri biaya","positif","0","0","2025-02-17 02:13:01"
"KEPOK KUNING’s comment: Nasionalisme gak bisa beli beras pak… tetep kudu kerjo…","Nasionalisme gak bisa beli beras pak… tetep kudu kerjo…","nasionalisme gak bisa beli beras pak tetep kudu kerjo","nasionalisme tidak bisa beli beras pak tetep kudu kerjo","['nasionalisme', 'beli', 'beras', 'tetep', 'kudu', 'kerjo']","nasionalisme beli beras tetep kudu kerjo","negatif","1","0","2025-02-14 09:19:12"
