"text","extracted_text","cleaned_text","normalized_text","processed","sentiment_label","likes","reply_count","created_time_formatted"
"hay ita ..’s comment: sbenernya ak pengen pindah negara .cuma ga punya duid aja😭","sbenernya ak pengen pindah negara .cuma ga punya duid aja😭","sbenernya ak pengen pindah negara cuma ga punya duid aja","sbenernya ak ingin pindah negara cuma tidak punya duid aja","sbenernya ak pindah negara duid aja","positif","3","0","2025-02-13 05:14:17"
"ᴘᴀɴɪᴛɪᴀ ʜᴀʀɪ ᴋɪᴀᴍᴀᴛ’s comment: negara Bekasi 😂","negara Bekasi 😂","negara bekasi","negara bekasi","negara bekas","negatif","0","0","2025-02-20 10:41:51"
"4lip’s comment: @superrzuperr⚡ sha nu t ciamis?","@superrzuperr⚡ sha nu t ciamis?","sha nu t ciamis","sha nu t ciamis","sha nu ciamis","netral","1","0","2025-02-21 09:41:12"
"pipipuff’s comment: maksud dari ini apasih gue masi bingung bgt pls😭","maksud dari ini apasih gue masi bingung bgt pls😭","maksud dari ini apasih gue masi bingung bgt pls","maksud dari ini apasih gue masi bingung banget pls","maksud apasih gue mas bingung banget pls","netral","0","2","2025-02-12 14:56:56"
"gausah dipertanyakan pak, gapunya nasionalisme juga gapapa yang penting hidup kita bahagia 😭🙏🏻","gausah dipertanyakan pak, gapunya nasionalisme juga gapapa yang penting hidup kita bahagia 😭🙏🏻","gausah dipertanyakan pak gapunya nasionalisme juga gapapa yang penting hidup kita bahagia","gausah dipertanyakan pak gapunya nasionalisme juga gapapa yang penting hidup kita bahagia","gausah gapunya nasionalisme gapapa hidup bahagia","negatif","5","0","2025-02-14 04:44:07"
"khalalapon’s comment: kata Pandji Pragiwaksono, ketika lu gak bisa cari kerja di Indonesia percaya lah lu gak akan dapat kerja diluar","kata Pandji Pragiwaksono, ketika lu gak bisa cari kerja di Indonesia percaya lah lu gak akan dapat kerja diluar","kata pandji pragiwaksono ketika lu gak bisa cari kerja di indonesia percaya lah lu gak akan dapat kerja diluar","kata pandji pragiwaksono ketika kamu tidak bisa cari kerja di indonesia percaya lah kamu tidak akan dapat kerja diluar","pandji pragiwaksono cari kerja indonesia percaya kerja luar","negatif","11","38","2025-02-14 12:45:27"
"GECCA’s comment: tag Gerindra 🤣","tag Gerindra 🤣","tag gerindra","tag gerindra","tag gerindra","netral","0","0","2025-02-17 07:40:54"
"dari pada di Indonesia kepintaran ga di peduliin makanya bnyk orang indo pindah ke luar negeri karena diluar negeri kepintaran berguna banget 😻","dari pada di Indonesia kepintaran ga di peduliin makanya bnyk orang indo pindah ke luar negeri karena diluar negeri kepintaran berguna banget 😻","dari pada di indonesia kepintaran ga di peduliin makanya bnyk orang indo pindah ke luar negeri karena diluar negeri kepintaran berguna banget","dari pada di indonesia kepintaran tidak di peduliin makanya bnyk orang indonesia pindah ke luar negeri karena diluar negeri kepintaran berguna banget","indonesia pintar peduliin bnyk orang indonesia pindah negeri luar negeri pintar guna banget","positif","0","0","2025-02-21 12:39:14"
"srtn12345’s comment: BPK ini pulang j ke Papua jualan Daun Bungkus","BPK ini pulang j ke Papua jualan Daun Bungkus","bpk ini pulang j ke papua jualan daun bungkus","bpk ini pulang j ke papua jualan daun bungkus","bpk pulang papua jual daun bungkus","netral","0","0","2025-02-17 03:57:19"
"Moo’s comment: #KaburAjaDulu ke jepang","#KaburAjaDulu ke jepang","ke jepang","ke jepang","jepang","positif","0","0","2025-02-17 11:56:16"
"Jjje’s comment: Pleasee caranya gimana kerja ke luar, pengen kabur juga 😭","Pleasee caranya gimana kerja ke luar, pengen kabur juga 😭","pleasee caranya gimana kerja ke luar pengen kabur juga","pleasee caranya bagaimana kerja ke luar ingin kabur juga","pleasee kerja kabur","positif","1","0","2025-02-12 18:24:10"
"NARTO SHIPPUDIN’s comment: tim kaburajadulu🔥di Konoha berpatokan dengan umur , good looking,dan tinggi badan","tim kaburajadulu🔥di Konoha berpatokan dengan umur , good looking,dan tinggi badan","tim kaburajaduludi konoha berpatokan dengan umur good lookingdan tinggi badan","tim kaburajaduludi konoha berpatokan dengan umur good lookingdan tinggi badan","tim kaburajaduludi konoha patok umur good lookingdan badan","positif","0","0","2025-02-17 01:36:30"
"DIT FF⚡’s comment: di sini ada aksi bacok SM gangster di Deket pos polisi, tapi polisi nya kmn ya","di sini ada aksi bacok SM gangster di Deket pos polisi, tapi polisi nya kmn ya","di sini ada aksi bacok sm gangster di deket pos polisi tapi polisi nya kmn ya","di sini ada aksi bacok sama gangster di deket pos polisi tapi polisi nya kmn ya","aksi bacok gangster deket pos polisi polisi kmn","positif","0","0","2025-02-18 08:47:18"
"Mas Wily✨’s comment: Ga usah balik aja bang wkwkwkwk.","Ga usah balik aja bang wkwkwkwk.","ga usah balik aja bang wkwkwkwk","tidak usah balik aja bang wkwkwkwk","aja bang wkwkwkwk","negatif","0","0","2025-02-19 04:16:26"
"ArVan Deril Almoko’s comment: Pemerintahnya Bodoh Mba ..Ga Guna ...Ga Mulyon Ga Pak Wowo🥺🙉🐕","Pemerintahnya Bodoh Mba ..Ga Guna ...Ga Mulyon Ga Pak Wowo🥺🙉🐕","pemerintahnya bodoh mba ga guna ga mulyon ga pak wowo","pemerintahnya bodoh mba tidak guna tidak mulyon tidak pak wowo","perintah bodoh mba mulyon wowo","negatif","0","0","2025-02-17 12:34:14"
"zakiakukar’s comment: realistis lebih utama dr pada nasionalis","realistis lebih utama dr pada nasionalis","realistis lebih utama dr pada nasionalis","realistis lebih utama dari pada nasionalis","realistis utama nasionalis","negatif","2","0","2025-02-14 07:51:59"
"Marr Suka Fakta🥶’s comment: p","p","p","p","","netral","0","0","2025-02-22 06:31:12"
"Ilham Speed’s comment: pengapa Klau Yg Kayak Gini Banyak Ngerespon Tapi Mengapa Ketika Anak"" muda Indonesia Punya karya Pada Diam Semua Berarti Gak Pemerintah Dan Rakyat nya sama Aja","pengapa Klau Yg Kayak Gini Banyak Ngerespon Tapi Mengapa Ketika Anak"" muda Indonesia Punya karya Pada Diam Semua Berarti Gak Pemerintah Dan Rakyat nya sama Aja","pengapa klau yg kayak gini banyak ngerespon tapi mengapa ketika anak muda indonesia punya karya pada diam semua berarti gak pemerintah dan rakyat nya sama aja","pengapa klau yang kayak gini banyak ngerespon tapi mengapa ketika anak muda indonesia punya karya pada diam semua berarti tidak pemerintah dan rakyat nya sama aja","apa klau kayak gin ngerespon anak muda indonesia karya diam perintah rakyat aja","netral","0","0","2025-02-14 14:13:37"
"idaafarida88’s comment: bagus mas","bagus mas","bagus mas","bagus mas","bagus mas","positif","0","0","2025-02-18 01:14:08"
"Surya Lesmana’s comment: Orang kaya gini bisa jadi Mentri ya","Orang kaya gini bisa jadi Mentri ya","orang kaya gini bisa jadi mentri ya","orang kaya gini bisa jadi mentri ya","orang kaya gin tri","negatif","0","0","2025-02-16 02:56:10"
"Beliau membakar jiwa gen z💀","Beliau membakar jiwa gen z💀","beliau membakar jiwa gen z","beliau membakar jiwa gen z","beliau bakar jiwa gen","positif","63","0","2025-02-12 07:54:04"
"Araz Mado Laia’s comment: klo di indo harus tinggi badan setinggi tiang bendera baru keterima kerja😂","klo di indo harus tinggi badan setinggi tiang bendera baru keterima kerja😂","klo di indo harus tinggi badan setinggi tiang bendera baru keterima kerja","kalau di indonesia harus tinggi badan setinggi tiang bendera baru keterima kerja","indonesia badan tiang bendera terima kerja","netral","0","0","2025-02-18 16:41:01"
"Nasionalisme di pertanyakan,harusnya pemerintah sadar pengangguran di Indonesia tiap tahun bertambah karena sulitnya mencari pekerjaan,kita butuh makan,butuh hidup layak dan butuh di akui,percuma punya ijazah tp cuma jadi sampah.","Nasionalisme di pertanyakan,harusnya pemerintah sadar pengangguran di Indonesia tiap tahun bertambah karena sulitnya mencari pekerjaan,kita butuh makan,butuh hidup layak dan butuh di akui,percuma punya ijazah tp cuma jadi sampah.","nasionalisme di pertanyakanharusnya pemerintah sadar pengangguran di indonesia tiap tahun bertambah karena sulitnya mencari pekerjaankita butuh makanbutuh hidup layak dan butuh di akuipercuma punya ijazah tp cuma jadi sampah","nasionalisme di pertanyakanharusnya pemerintah sadar pengangguran di indonesia tiap tahun bertambah karena sulitnya mencari pekerjaankita butuh makanbutuh hidup layak dan butuh di akuipercuma punya ijazah tp cuma jadi sampah","nasionalisme pertanyakanharusnya perintah sadar anggur indonesia tambah sulit cari pekerjaankita butuh makanbutuh hidup layak butuh akuipercuma ijazah tp sampah","positif","0","0","2025-02-16 02:01:47"
"DesilaR_’s comment: Gue klau Dibolehin Sama ibu Udah gass aja keluar negri🤭🤭","Gue klau Dibolehin Sama ibu Udah gass aja keluar negri🤭🤭","gue klau dibolehin sama ibu udah gass aja keluar negri","gue klau dibolehin sama ibu sudah gass aja keluar negri","gue klau dibolehin gass aja negri","positif","0","0","2025-02-19 10:13:19"
"rumbia’s comment: beruntung yang sudah bisa kabur...","beruntung yang sudah bisa kabur...","beruntung yang sudah bisa kabur","beruntung yang sudah bisa kabur","untung kabur","positif","1","0","2025-02-17 07:32:18"
"tas kita samaan bg 🗿","tas kita samaan bg 🗿","tas kita samaan bg","tas kita samaan bg","tas sama bg","netral","1","0","2025-02-15 14:04:47"
"IKUTTTTT BANGGGG................","IKUTTTTT BANGGGG................","ikuttttt bangggg","ikut bang","bang","positif","0","0","2025-02-21 03:27:48"
"Tolong dong tutor keluar negri / dapet job diluar guys or make something. Soalnya pajak disini juga udah gak pake logika, seasal asalnya aja","Tolong dong tutor keluar negri / dapet job diluar guys or make something. Soalnya pajak disini juga udah gak pake logika, seasal asalnya aja","tolong dong tutor keluar negri dapet job diluar guys or make something soalnya pajak disini juga udah gak pake logika seasal asalnya aja","tolong dong tutor keluar negri dapet job diluar guys or make something soalnya pajak disini juga sudah tidak pake logika seasal asalnya aja","tolong tutor negri dapet job luar or make something pajak pake logika asal asal aja","positif","0","0","2025-02-17 19:15:48"
"Raffi’s comment: saya masih nasionalisme pak tapi sampai tahun depan aja, karena tabungan udah hampir siap 🤭","saya masih nasionalisme pak tapi sampai tahun depan aja, karena tabungan udah hampir siap 🤭","saya masih nasionalisme pak tapi sampai tahun depan aja karena tabungan udah hampir siap","saya masih nasionalisme pak tapi sampai tahun depan aja karena tabungan sudah hampir siap","nasionalisme aja tabung","positif","1","0","2025-02-15 00:26:16"
"yvxnc’s comment: taq menteri nya 😂😂😂","taq menteri nya 😂😂😂","taq menteri nya","taq menteri nya","taq menteri","negatif","0","0","2025-02-20 14:02:09"
"Serbajualan22’s comment: aku juga mau kaburajadulu semoga rezeki ku آمين يا الله","aku juga mau kaburajadulu semoga rezeki ku آمين يا الله","aku juga mau kaburajadulu semoga rezeki ku آمين يا الله","saya juga mau kaburajadulu semoga rezeki saya آمين يا الله","kaburajadulu moga rezeki   ","positif","0","0","2025-02-26 12:18:44"
"Anak Ketiga 🙎’s comment: ajak aku bang","ajak aku bang","ajak aku bang","ajak saya bang","ajak bang","positif","1","0","2025-02-12 14:20:20"
"dosmons’s comment: gaji 5 thn lo kerja di Indonesia = 1 thn gaji kerja di luar negeri. kerja pake umur yg butuh uang itu cuma anak umur 19-25thn aja, yg di atas itu umur nya cari kerja susah Indonesia.. Indonesia.","gaji 5 thn lo kerja di Indonesia = 1 thn gaji kerja di luar negeri. kerja pake umur yg butuh uang itu cuma anak umur 19-25thn aja, yg di atas itu umur nya cari kerja susah Indonesia.. Indonesia.","gaji 5 thn lo kerja di indonesia 1 thn gaji kerja di luar negeri kerja pake umur yg butuh uang itu cuma anak umur 1925thn aja yg di atas itu umur nya cari kerja susah indonesia indonesia","gaji 5 tahun kamu kerja di indonesia 1 tahun gaji kerja di luar negeri kerja pake umur yang butuh uang itu cuma anak umur 1925thn aja yang di atas itu umur nya cari kerja susah indonesia indonesia","gaji kerja indonesia gaji kerja negeri kerja pake umur butuh uang anak umur aja umur cari kerja susah indonesia indonesia","negatif","0","0","2025-02-16 09:34:09"
"joko47’s comment: aku si ikut b aja","aku si ikut b aja","aku si ikut b aja","saya si ikut b aja","aja","positif","0","0","2025-02-14 14:39:40"
"d.kastani’s comment: Konoha udah g waras bang hukum nya mending d sana aj","Konoha udah g waras bang hukum nya mending d sana aj","konoha udah g waras bang hukum nya mending d sana aj","konoha sudah tidak waras bang hukum nya mending d sana aj","konoha waras bang hukum mending aj","negatif","0","0","2025-02-10 09:02:30"
"Ali Ma'sum’s comment: Ayo2...semangat untuk kalian, walau gak pindah setidaknya kabur dulu aja, saya mah gak mampu","Ayo2...semangat untuk kalian, walau gak pindah setidaknya kabur dulu aja, saya mah gak mampu","ayo2semangat untuk kalian walau gak pindah setidaknya kabur dulu aja saya mah gak mampu","ayo2semangat untuk kalian walau tidak pindah setidaknya kabur dulu aja saya mah tidak mampu","pindah kabur aja","positif","1","0","2025-02-16 16:15:04"
"Qiyuesiyi’s comment: kami cinta indonesia tapi apakah negara cinta sama rakyatnya kami minoritas aja dipandang sebelah mata pak. Kerja diluar tanpa batasan usia di indonesia ada persyaratannya","kami cinta indonesia tapi apakah negara cinta sama rakyatnya kami minoritas aja dipandang sebelah mata pak. Kerja diluar tanpa batasan usia di indonesia ada persyaratannya","kami cinta indonesia tapi apakah negara cinta sama rakyatnya kami minoritas aja dipandang sebelah mata pak kerja diluar tanpa batasan usia di indonesia ada persyaratannya","kami cinta indonesia tapi apakah negara cinta sama rakyatnya kami minoritas aja dipandang sebelah mata pak kerja diluar tanpa batasan usia di indonesia ada persyaratannya","cinta indonesia negara cinta rakyat minoritas aja pandang belah mata kerja luar batas usia indonesia syarat","negatif","0","0","2025-02-16 08:41:48"
"nasionalisme ga bisa buat beli rumah","nasionalisme ga bisa buat beli rumah","nasionalisme ga bisa buat beli rumah","nasionalisme tidak bisa buat beli rumah","nasionalisme beli rumah","negatif","1","0","2025-02-12 06:44:37"
"TOP COMMENT 💰💰💰’s comment: emang bisa makan nasionalisme","emang bisa makan nasionalisme","emang bisa makan nasionalisme","memang bisa makan nasionalisme","makan nasionalisme","negatif","1","0","2025-02-15 07:55:04"
"rico doloksaribu’s comment: #kuy #kabur","#kuy #kabur","","","","netral","0","0","2025-02-17 08:26:13"
"kita disuruh nasionalis ama kapitalis😊","kita disuruh nasionalis ama kapitalis😊","kita disuruh nasionalis ama kapitalis","kita disuruh nasionalis ama kapitalis","suruh nasionalis ama kapitalis","negatif","26","0","2025-02-12 06:51:17"
"saya meragukan kerja pejabat di negara ini","saya meragukan kerja pejabat di negara ini","saya meragukan kerja pejabat di negara ini","saya meragukan kerja pejabat di negara ini","ragu kerja jabat negara","negatif","0","0","2025-02-27 06:24:55"
"ALFIN’s comment: kak kasih tau saya kaya mana cara pindah kewarganegaraan kak🥺","kak kasih tau saya kaya mana cara pindah kewarganegaraan kak🥺","kak kasih tau saya kaya mana cara pindah kewarganegaraan kak","kak kasih tau saya kaya mana cara pindah kewarganegaraan kak","kak kasih tau kaya pindah kewarganegaraan kak","positif","0","0","2025-02-14 11:36:31"
"makanya buka lapangan pekerjaan di Indonesia, dipermudah jangan dipersulit. udah banyak persyaratannya gaji UMR 🤣","makanya buka lapangan pekerjaan di Indonesia, dipermudah jangan dipersulit. udah banyak persyaratannya gaji UMR 🤣","makanya buka lapangan pekerjaan di indonesia dipermudah jangan dipersulit udah banyak persyaratannya gaji umr","makanya buka lapangan pekerjaan di indonesia dipermudah jangan dipersulit sudah banyak persyaratannya gaji umr","buka lapang kerja indonesia mudah sulit syarat gaji umr","negatif","0","1","2025-02-19 16:29:25"
"ᮛᮨᮔ᮪ᮓ᮪ᮚ᮪’s comment: gua dukung kalian ke LN #kaburajadulu, biar saingan gua berkurang 😂","gua dukung kalian ke LN #kaburajadulu, biar saingan gua berkurang 😂","gua dukung kalian ke ln biar saingan gua berkurang","saya dukung kalian ke ln biar saingan saya berkurang","dukung ln biar saing kurang","positif","0","0","2025-02-14 14:39:11"
"HARUSSS REMAKE VIDEO INI","HARUSSS REMAKE VIDEO INI","harusss remake video ini","harus remake video ini","remake","netral","1","0","2025-02-12 16:30:21"
"jebbeng’s comment: emang bahlil yg mau ngasi makan kita² lil lil","emang bahlil yg mau ngasi makan kita² lil lil","emang bahlil yg mau ngasi makan kita² lil lil","memang bahlil yang mau ngasi makan kita² lil lil","bahlil ngasi makan lil lil","negatif","0","0","2025-02-16 16:13:56"
"Renjana anataraya☀️’s comment: ini bukan perihal nasionalisme, kami bangga jdi bangsa Indonesia, tpi ga bangga sm pemerintahan Indonesia😝👊","ini bukan perihal nasionalisme, kami bangga jdi bangsa Indonesia, tpi ga bangga sm pemerintahan Indonesia😝👊","ini bukan perihal nasionalisme kami bangga jdi bangsa indonesia tpi ga bangga sm pemerintahan indonesia","ini bukan perihal nasionalisme kami bangga jadi bangsa indonesia tpi tidak bangga sama pemerintahan indonesia","perihal nasionalisme bangga bangsa indonesia tpi bangga perintah indonesia","negatif","1","0","2025-02-12 05:08:40"
"｡★Awill’s comment: #STOPBAYARPAJAK
ramaikan cuyy","#STOPBAYARPAJAK
ramaikan cuyy","ramaikan cuyy","ramaikan cuyy","ramai cuyy","negatif","0","0","2025-02-18 23:21:36"
"Kapanpun ada kesempatan keluar negeri pasti gw bakal pindah dehh kalo perlu pindah domisili kya @ANGGUN CECASMI","Kapanpun ada kesempatan keluar negeri pasti gw bakal pindah dehh kalo perlu pindah domisili kya @ANGGUN CECASMI","kapanpun ada kesempatan keluar negeri pasti gw bakal pindah dehh kalo perlu pindah domisili kya cecasmi","kapanpun ada kesempatan keluar negeri pasti saya bakal pindah dehh kalau perlu pindah domisili kya cecasmi","sempat negeri pindah dehh pindah domisili kya cecasmi","positif","1","0","2025-02-12 11:31:13"
"enak di indonesia,seng pindah yo pindaho","enak di indonesia,seng pindah yo pindaho","enak di indonesiaseng pindah yo pindaho","enak di indonesiaseng pindah yo pindaho","enak indonesiaseng pindah yo pindaho","positif","0","0","2025-02-16 01:21:33"
"Black_dragon’s comment: siapa lo ngatur2 🤣🤣🤣","siapa lo ngatur2 🤣🤣🤣","siapa lo ngatur2","siapa kamu ngatur2","","negatif","0","0","2025-02-17 11:20:17"
"Rikooooo’s comment: tutor dong bang🙏","tutor dong bang🙏","tutor dong bang","tutor dong bang","tutor bang","netral","0","0","2025-02-16 02:36:58"
"Nurfian Adi Prasaja’s comment: Kalau menurut Kak Vina gimana? Pengen tahu pendapat Kak Vina dengan melihat berbagai permasalahan yang terjadi di Indonesia 😏 Condong ke mana ya opininya 🤭","Kalau menurut Kak Vina gimana? Pengen tahu pendapat Kak Vina dengan melihat berbagai permasalahan yang terjadi di Indonesia 😏 Condong ke mana ya opininya 🤭","kalau menurut kak vina gimana pengen tahu pendapat kak vina dengan melihat berbagai permasalahan yang terjadi di indonesia condong ke mana ya opininya","kalau menurut kak vina bagaimana ingin tahu pendapat kak vina dengan melihat berbagai permasalahan yang terjadi di indonesia condong ke mana ya opininya","kak vina dapat kak vina masalah indonesia condong opini","netral","0","0","2025-02-20 23:14:42"
"#Hayu","#Hayu","","","","netral","0","0","2025-02-11 01:12:23"
"cheemut’s comment: paaak paaak ....saya puyeng dibikin coretax gini aja sdh pengen pindah ke LN, untungnya blm ada jalannya","paaak paaak ....saya puyeng dibikin coretax gini aja sdh pengen pindah ke LN, untungnya blm ada jalannya","paaak paaak saya puyeng dibikin coretax gini aja sdh pengen pindah ke ln untungnya blm ada jalannya","pak pak saya puyeng dibikin coretax gini aja sudah ingin pindah ke ln untungnya belum ada jalannya","puyeng bikin coretax gin aja pindah ln untung jalan","positif","1","0","2025-02-14 03:15:40"
"BISA DI BAYANGKAN JIKA HIDUP DI INDO KHUSUS UNTUK KAUM MULYONO 58% AJA, KITA LIHAT BAKAL JADI APA NEGARA INI, BANSOS DIMANA, PENGEMIS DIMANA” DAN KORUPSI MAKIN BERGEMBIRA🤣","BISA DI BAYANGKAN JIKA HIDUP DI INDO KHUSUS UNTUK KAUM MULYONO 58% AJA, KITA LIHAT BAKAL JADI APA NEGARA INI, BANSOS DIMANA, PENGEMIS DIMANA” DAN KORUPSI MAKIN BERGEMBIRA🤣","bisa di bayangkan jika hidup di indo khusus untuk kaum mulyono 58 aja kita lihat bakal jadi apa negara ini bansos dimana pengemis dimana dan korupsi makin bergembira","bisa di bayangkan jika hidup di indonesia khusus untuk kaum mulyono 58 aja kita lihat bakal jadi apa negara ini bansos dimana pengemis dimana dan korupsi makin bergembira","bayang hidup indonesia khusus kaum mulyono aja lihat negara bansos mana emis mana korupsi gembira","negatif","1","0","2025-02-12 11:43:16"
"Lebih penting hidup makmur sejahtera di negara lain dibanding nasionalisme di tanah air sendiri, biar paham lu pemerintah Indonesia.
#Kabur aja dulu","Lebih penting hidup makmur sejahtera di negara lain dibanding nasionalisme di tanah air sendiri, biar paham lu pemerintah Indonesia.
#Kabur aja dulu","lebih penting hidup makmur sejahtera di negara lain dibanding nasionalisme di tanah air sendiri biar paham lu pemerintah indonesia aja dulu","lebih penting hidup makmur sejahtera di negara lain dibanding nasionalisme di tanah air sendiri biar paham kamu pemerintah indonesia aja dulu","hidup makmur sejahtera negara banding nasionalisme tanah air biar paham perintah indonesia aja","positif","0","0","2025-02-15 15:22:32"
"negara g bakal sejahtera kalau gedung dpr msh bediri","negara g bakal sejahtera kalau gedung dpr msh bediri","negara g bakal sejahtera kalau gedung dpr msh bediri","negara tidak bakal sejahtera kalau gedung dpr msh bediri","negara sejahtera gedung dpr msh bediri","negatif","0","0","2025-02-16 13:48:59"
"___Marrz★™’s comment: Indonesia sedang tidak baik-baik saja saat ini. apakah ini akan berlanjut terus jika pemerintah tidak memperhatikan wargax sendiri. jika hal itu terjadi jangan salahkan wargax tapi salahkan pemerintah","Indonesia sedang tidak baik-baik saja saat ini. apakah ini akan berlanjut terus jika pemerintah tidak memperhatikan wargax sendiri. jika hal itu terjadi jangan salahkan wargax tapi salahkan pemerintah","indonesia sedang tidak baikbaik saja saat ini apakah ini akan berlanjut terus jika pemerintah tidak memperhatikan wargax sendiri jika hal itu terjadi jangan salahkan wargax tapi salahkan pemerintah","indonesia sedang tidak baikbaik saja saat ini apakah ini akan berlanjut terus jika pemerintah tidak memperhatikan wargax sendiri jika hal itu terjadi jangan salahkan wargax tapi salahkan pemerintah","indonesia baikbaik lanjut perintah perhati wargax salah wargax salah perintah","negatif","0","0","2025-02-17 07:37:35"
"wiinnnn___’s comment: Ang Ang Ang Ang Ang","Ang Ang Ang Ang Ang","ang ang ang ang ang","ang ang ang ang ang","ang ang ang ang ang","netral","0","0","2025-02-19 18:23:57"
"–𝑹𝒚𝒖𝒖𝒖`💫’s comment: bro takut kalo kita pindah kan ga ada yg bisa di korupsi nya","bro takut kalo kita pindah kan ga ada yg bisa di korupsi nya","bro takut kalo kita pindah kan ga ada yg bisa di korupsi nya","bro takut kalau kita pindah kan tidak ada yang bisa di korupsi nya","bro takut pindah korupsi","negatif","1","0","2025-02-27 02:36:37"
"𝙃𝙀𝙍𝙔𝙂𝘼𝙂𝘼𝙇𝙆𝙐𝙇𝙄𝘼𝙃’s comment: makan Nasionalisme emang kenyang🤪","makan Nasionalisme emang kenyang🤪","makan nasionalisme emang kenyang","makan nasionalisme memang kenyang","makan nasionalisme kenyang","negatif","0","0","2025-02-16 08:37:46"
"🌙Moon.JM13🌙’s comment: karna aq org nggak pinter dan nggak berduit. jadi aq bertahan di dalam negri. tapi akan ku pastikan anak2 ku bisa keluar negri","karna aq org nggak pinter dan nggak berduit. jadi aq bertahan di dalam negri. tapi akan ku pastikan anak2 ku bisa keluar negri","karna aq org nggak pinter dan nggak berduit jadi aq bertahan di dalam negri tapi akan ku pastikan anak2 ku bisa keluar negri","karena aq orang tidak pinter dan tidak berduit jadi aq bertahan di dalam negri tapi akan saya pastikan anak2 saya bisa keluar negri","aq orang pinter duit aq tahan negri pasti negri","positif","1","0","2025-02-14 22:54:32"
"Fajr’s comment: mau nyaman ga nyaman #kaburajadulu di negri sendiri aja ga nyaman, strees nyari kerja di negri sendiri","mau nyaman ga nyaman #kaburajadulu di negri sendiri aja ga nyaman, strees nyari kerja di negri sendiri","mau nyaman ga nyaman di negri sendiri aja ga nyaman strees nyari kerja di negri sendiri","mau nyaman tidak nyaman di negri sendiri aja tidak nyaman strees mencari kerja di negri sendiri","nyaman nyaman negri aja nyaman strees cari kerja negri","positif","0","0","2025-02-14 17:52:57"
"sho’s comment: @sayang_ceunah🐥 kabur aja dulu","@sayang_ceunah🐥 kabur aja dulu","kabur aja dulu","kabur aja dulu","kabur aja","positif","1","0","2025-02-14 07:23:47"
"adellyn’s comment: ""kalau teman² berpikir"" lah gue bkn teman lu","""kalau teman² berpikir"" lah gue bkn teman lu","kalau teman² berpikir lah gue bkn teman lu","kalau teman² berpikir lah gue bkn teman kamu","pikir gue bkn teman","netral","0","0","2025-02-18 16:42:36"
"mungkin maksudnya nasionalis itu yg korupsi uang rakyat 🤣🤣","mungkin maksudnya nasionalis itu yg korupsi uang rakyat 🤣🤣","mungkin maksudnya nasionalis itu yg korupsi uang rakyat","mungkin maksudnya nasionalis itu yang korupsi uang rakyat","maksud nasionalis korupsi uang rakyat","negatif","0","0","2025-02-20 05:23:36"
"Rafael’s comment: hapus dulu k0rupt0r di Indonesia pak, baru boleh ngomong kek gitu🗿","hapus dulu k0rupt0r di Indonesia pak, baru boleh ngomong kek gitu🗿","hapus dulu k0rupt0r di indonesia pak baru boleh ngomong kek gitu","hapus dulu k0rupt0r di indonesia pak baru boleh ngomong seperti begitu","hapus indonesia ngomong","negatif","0","0","2025-02-18 15:01:33"
"sy dukung pemerintahan Bapak Presiden Prabowo,,tapi klo urusan masa depan,saya SANGAT MENDUKUNG PENUH teman-teman yang mau pindah ke Luar Negeri,,SEMOGA SUKSES 👍👍","sy dukung pemerintahan Bapak Presiden Prabowo,,tapi klo urusan masa depan,saya SANGAT MENDUKUNG PENUH teman-teman yang mau pindah ke Luar Negeri,,SEMOGA SUKSES 👍👍","sy dukung pemerintahan bapak presiden prabowotapi klo urusan masa depansaya sangat mendukung penuh temanteman yang mau pindah ke luar negerisemoga sukses","saya dukung pemerintahan bapak presiden prabowotapi kalau urusan masa depansaya sangat mendukung penuh temanteman yang mau pindah ke luar negerisemoga sukses","dukung perintah presiden prabowotapi urus depansaya dukung penuh temanteman pindah negerisemoga sukses","positif","12","0","2025-02-14 12:25:11"
"seasons’s comment: sekarang syarat kerja di Konoha ga masuk akal,makanya banyak kerja di luar negeri","sekarang syarat kerja di Konoha ga masuk akal,makanya banyak kerja di luar negeri","sekarang syarat kerja di konoha ga masuk akalmakanya banyak kerja di luar negeri","sekarang syarat kerja di konoha tidak masuk akalmakanya banyak kerja di luar negeri","syarat kerja konoha masuk akalmakanya kerja negeri","positif","0","0","2025-02-14 11:25:20"
"RIJAL` SETORE 77’s comment: udah habis lebaran gue terbang 😁","udah habis lebaran gue terbang 😁","udah habis lebaran gue terbang","sudah habis lebaran gue terbang","habis lebaran gue terbang","positif","0","0","2025-02-15 14:17:30"
"MuhZain.MWA’s comment: Berasa di map livik pubg","Berasa di map livik pubg","berasa di map livik pubg","berasa di map livik pubg","asa map livik pubg","netral","1","0","2025-02-12 04:54:13"
"🤣🤣🤣krja. gaji ku 10 ht. wooiiii. aku di Indonesia tenaga ku tampang ku ga laku 🤣","🤣🤣🤣krja. gaji ku 10 ht. wooiiii. aku di Indonesia tenaga ku tampang ku ga laku 🤣","krja gaji ku 10 ht wooiiii aku di indonesia tenaga ku tampang ku ga laku","krja gaji saya 10 ht wooi saya di indonesia tenaga saya tampang saya tidak laku","krja gaji ht wooi indonesia tenaga tampang laku","positif","0","0","2025-02-20 01:51:37"
