"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","tokens_no_stopwords_and_stemmed_formatted","processed","likes","reply_count","created_time_formatted","is_pinned","is_reply","user_verified","comment_language","sentiment_label"
"abiganteng’s comment: kerja serius gaji misterius🗿🗿
#kaburajadulu","kerja serius gaji misterius🗿🗿
#kaburajadulu","kerja serius gaji misterius","kerja serius gaji misterius","['kerja', 'serius', 'gaji', 'misterius']","[kerja, serius, gaji, misterius]","kerja serius gaji misterius","0","0","2025-02-17 09:13:40","False","True","False","id","negatif"
"putra’s comment: yang mau kabur ya silahkan yg mau disini ya silahkan gitu kok ribet pake acara hastag segala","yang mau kabur ya silahkan yg mau disini ya silahkan gitu kok ribet pake acara hastag segala","yang mau kabur ya silahkan yg mau disini ya silahkan gitu kok ribet pake acara hastag segala","yang mau kabur ya silahkan yang mau disini ya silahkan begitu kok ribet pake acara hastag segala","['kabur', 'silah', 'silah', 'ribet', 'pake', 'acara', 'hastag']","[kabur, silah, silah, ribet, pake, acara, hastag]","kabur silah silah ribet pake acara hastag","0","0","2025-02-18 15:15:04","False","True","False","id","positif"
"Lebih penting hidup makmur sejahtera di negara lain dibanding nasionalisme di tanah air sendiri, biar paham lu pemerintah Indonesia.
#Kabur aja dulu","Lebih penting hidup makmur sejahtera di negara lain dibanding nasionalisme di tanah air sendiri, biar paham lu pemerintah Indonesia.
#Kabur aja dulu","lebih penting hidup makmur sejahtera di negara lain dibanding nasionalisme di tanah air sendiri biar paham lu pemerintah indonesia aja dulu","lebih penting hidup makmur sejahtera di negara lain dibanding nasionalisme di tanah air sendiri biar paham kamu pemerintah indonesia aja dulu","['hidup', 'makmur', 'sejahtera', 'negara', 'banding', 'nasionalisme', 'tanah', 'air', 'biar', 'paham', 'perintah', 'indonesia', 'aja']","[hidup, makmur, sejahtera, negara, banding, nasionalisme, tanah, air, biar, paham, perintah, indonesia, aja]","hidup makmur sejahtera negara banding nasionalisme tanah air biar paham perintah indonesia aja","0","0","2025-02-15 15:22:32","False","True","False","id","negatif"
"yasiiin’s comment: dan kami meragukan kemimpinan anda","dan kami meragukan kemimpinan anda","dan kami meragukan kemimpinan anda","dan kami meragukan kemimpinan anda","['ragu', 'kemimpinan']","[ragu, kemimpinan]","ragu kemimpinan","0","0","2025-02-18 04:01:59","False","True","False","id","negatif"
"Orang senang’s comment: Yg pilih bahlil jadi menteri siapa","Yg pilih bahlil jadi menteri siapa","yg pilih bahlil jadi menteri siapa","yang pilih bahlil jadi menteri siapa","['pilih', 'bahlil', 'menteri']","[pilih, bahlil, menteri]","pilih bahlil menteri","70690","575","2025-02-12 01:35:55","True","True","False","id","negatif"
"Muh.Dzaky25’s comment: hal baik apa yg sudah di lakukan bahlil untuk indonesia ????","hal baik apa yg sudah di lakukan bahlil untuk indonesia ????","hal baik apa yg sudah di lakukan bahlil untuk indonesia","hal baik apa yang sudah di lakukan bahlil untuk indonesia","['laku', 'bahlil', 'indonesia']","[laku, bahlil, indonesia]","laku bahlil indonesia","0","0","2025-02-19 05:55:50","False","True","False","id","negatif"
"MSEO🌟’s comment: ""meragukan nasionalisme""
lu mah udah kaya","""meragukan nasionalisme""
lu mah udah kaya","meragukan nasionalisme lu mah udah kaya","meragukan nasionalisme kamu mah sudah kaya","['ragu', 'nasionalisme', 'kaya']","[ragu, nasionalisme, kaya]","ragu nasionalisme kaya","1","0","2025-02-16 05:46:53","False","True","False","id","negatif"
"panak sesetan’s comment: australia aja","australia aja","australia aja","australia aja","['australia', 'aja']","[australia, aja]","australia aja","0","0","2025-02-17 06:34:54","False","True","False","id","positif"
"⭐{^~^meessssyyyaaa^~^}⭐’s comment: pov:di Indonesia kerja serius gaji ntar dulu di luar negeri kerja bercanda gaji serius POV ya😋","pov:di Indonesia kerja serius gaji ntar dulu di luar negeri kerja bercanda gaji serius POV ya😋","povdi indonesia kerja serius gaji ntar dulu di luar negeri kerja bercanda gaji serius pov ya","povdi indonesia kerja serius gaji ntar dulu di luar negeri kerja bercanda gaji serius pov ya","['povdi', 'indonesia', 'kerja', 'serius', 'gaji', 'ntar', 'negeri', 'kerja', 'canda', 'gaji', 'serius', 'pov']","[povdi, indonesia, kerja, serius, gaji, ntar, negeri, kerja, canda, gaji, serius, pov]","povdi indonesia kerja serius gaji ntar negeri kerja canda gaji serius pov","0","0","2025-02-22 13:21:11","False","True","False","id","positif"
"fahriani_aulia_’s comment: ya Allah pengen banget...🥺🤲","ya Allah pengen banget...🥺🤲","ya allah pengen banget","ya allah ingin banget","['allah', 'banget']","[allah, banget]","allah banget","0","0","2025-02-28 01:21:22","False","True","False","id","positif"
"Mujiati Anggita noufal’s comment: kejepang kaburnya ..disana, lagi kekurangan jumlah penduduk yaa😁byk rumah kosong juga","kejepang kaburnya ..disana, lagi kekurangan jumlah penduduk yaa😁byk rumah kosong juga","kejepang kaburnya disana lagi kekurangan jumlah penduduk yaabyk rumah kosong juga","kejepang kaburnya disana lagi kekurangan jumlah penduduk yaabyk rumah kosong juga","['kejepang', 'kabur', 'sana', 'kurang', 'duduk', 'yaabyk', 'rumah', 'kosong']","[kejepang, kabur, sana, kurang, duduk, yaabyk, rumah, kosong]","kejepang kabur sana kurang duduk yaabyk rumah kosong","0","0","2025-02-20 08:45:22","False","True","False","id","positif"
"Mawar Hitam’s comment: terus kenapa bapak TDK meragukan nasionalisme para k0rup. aku punya banyak uang mau pindah jugalah pak.","terus kenapa bapak TDK meragukan nasionalisme para k0rup. aku punya banyak uang mau pindah jugalah pak.","terus kenapa bapak tdk meragukan nasionalisme para k0rup aku punya banyak uang mau pindah jugalah pak","terus kenapa bapak tidak meragukan nasionalisme para k0rup saya punya banyak uang mau pindah jugalah pak","['ragu', 'nasionalisme', 'uang', 'pindah', 'juga']","[ragu, nasionalisme, uang, pindah, juga]","ragu nasionalisme uang pindah juga","1","0","2025-02-14 10:14:49","False","True","False","id","negatif"
"WDY’s comment: Indonesia isinya pejabat koruptor mulu","Indonesia isinya pejabat koruptor mulu","indonesia isinya pejabat koruptor mulu","indonesia isinya pejabat koruptor mulu","['indonesia', 'isi', 'jabat', 'koruptor', 'mulu']","[indonesia, isi, jabat, koruptor, mulu]","indonesia isi jabat koruptor mulu","0","0","2025-02-19 13:48:05","False","True","False","id","negatif"
"RynnLyy24’s comment: doain teman teman habis lebaran aku mau ke jepang😭","doain teman teman habis lebaran aku mau ke jepang😭","doain teman teman habis lebaran aku mau ke jepang","doakan teman teman habis lebaran saya mau ke jepang","['doa', 'teman', 'teman', 'habis', 'lebaran', 'jepang']","[doa, teman, teman, habis, lebaran, jepang]","doa teman teman habis lebaran jepang","0","0","2025-02-16 03:27:31","False","True","False","id","positif"
"D O S’s comment: tapi bnyk juga yg kabur keluar negri. kmaren kmaren rame tuh minta tolong di pulangkan Ama pak Prabowo 🗿🗿🗿","tapi bnyk juga yg kabur keluar negri. kmaren kmaren rame tuh minta tolong di pulangkan Ama pak Prabowo 🗿🗿🗿","tapi bnyk juga yg kabur keluar negri kmaren kmaren rame tuh minta tolong di pulangkan ama pak prabowo","tapi bnyk juga yang kabur keluar negri kmaren kmaren rame tuh minta tolong di pulangkan ama pak prabowo","['bnyk', 'kabur', 'negri', 'kmaren', 'kmaren', 'rame', 'tolong', 'pulang', 'ama', 'prabowo']","[bnyk, kabur, negri, kmaren, kmaren, rame, tolong, pulang, ama, prabowo]","bnyk kabur negri kmaren kmaren rame tolong pulang ama prabowo","0","0","2025-02-20 05:04:00","False","True","False","id","negatif"
"cari kerja disini susah, minimal pendidikan s1, pengalaman 2 tahun, maksimal umur 25 tahun, gaji ga seberapa kerja ga kira kira, belum lagi harus BERPENAMPILAN MENARIK, menguasai 5 elemen","cari kerja disini susah, minimal pendidikan s1, pengalaman 2 tahun, maksimal umur 25 tahun, gaji ga seberapa kerja ga kira kira, belum lagi harus BERPENAMPILAN MENARIK, menguasai 5 elemen","cari kerja disini susah minimal pendidikan s1 pengalaman 2 tahun maksimal umur 25 tahun gaji ga seberapa kerja ga kira kira belum lagi harus berpenampilan menarik menguasai 5 elemen","cari kerja disini susah minimal pendidikan s1 pengalaman 2 tahun maksimal umur 25 tahun gaji tidak seberapa kerja tidak kira kira belum lagi harus berpenampilan menarik menguasai 5 elemen","['cari', 'kerja', 'susah', 'minimal', 'didik', 'alam', 'maksimal', 'umur', 'gaji', 'kerja', 'tampil', 'tarik', 'kuasa', 'elemen']","[cari, kerja, susah, minimal, didik, alam, maksimal, umur, gaji, kerja, tampil, tarik, kuasa, elemen]","cari kerja susah minimal didik alam maksimal umur gaji kerja tampil tarik kuasa elemen","6","0","2025-02-14 11:35:06","False","True","False","id","negatif"
"Happyyy key’s comment: Sbnrnya aku cinta Indonesia tpi Indonesia gk cinta akuuu... realistis aja ges cari cinta yg setaraaa😌","Sbnrnya aku cinta Indonesia tpi Indonesia gk cinta akuuu... realistis aja ges cari cinta yg setaraaa😌","sbnrnya aku cinta indonesia tpi indonesia gk cinta akuuu realistis aja ges cari cinta yg setaraaa","sbnrnya saya cinta indonesia tpi indonesia tidak cinta saya realistis aja ges cari cinta yang setara","['sbnrnya', 'cinta', 'indonesia', 'tpi', 'indonesia', 'cinta', 'realistis', 'aja', 'ges', 'cari', 'cinta', 'tara']","[sbnrnya, cinta, indonesia, tpi, indonesia, cinta, realistis, aja, ges, cari, cinta, tara]","sbnrnya cinta indonesia tpi indonesia cinta realistis aja ges cari cinta tara","0","0","2025-02-17 06:39:36","False","True","False","id","positif"
"ngelamar jadi OB aja syarat nya udah kaya ngelamar jadi model🤣","ngelamar jadi OB aja syarat nya udah kaya ngelamar jadi model🤣","ngelamar jadi ob aja syarat nya udah kaya ngelamar jadi model","ngelamar jadi ob aja syarat nya sudah kaya ngelamar jadi model","['ngelamar', 'ob', 'aja', 'syarat', 'kaya', 'ngelamar', 'model']","[ngelamar, ob, aja, syarat, kaya, ngelamar, model]","ngelamar ob aja syarat kaya ngelamar model","1","0","2025-02-17 13:05:43","False","True","False","id","negatif"
"💫’s comment: Pengen ikut tren #kaburajadulu tapi gabisa basa enggresss😭","Pengen ikut tren #kaburajadulu tapi gabisa basa enggresss😭","pengen ikut tren tapi gabisa basa enggresss","ingin ikut tren tapi gabisa basa enggres","['tren', 'gabisa', 'basa', 'enggres']","[tren, gabisa, basa, enggres]","tren gabisa basa enggres","0","0","2025-02-14 14:12:15","False","True","False","id","netral"
"beb’s comment: Soon","Soon","soon","soon","['soon']","[soon]","soon","0","0","2025-02-17 02:25:54","False","True","False","en","positif"
"petantangggpetenteng’s comment: Goksss","Goksss","goksss","goks","['goks']","[goks]","goks","1","0","2025-02-12 03:22:36","False","True","False","id","netral"
"knp harus bawa² nasionalisme pak..nyari makan tuh bebas mau di mana aja juga klo ada rejeki di luar indonesia.. why not..??? 🤔🤔","knp harus bawa² nasionalisme pak..nyari makan tuh bebas mau di mana aja juga klo ada rejeki di luar indonesia.. why not..??? 🤔🤔","knp harus bawa² nasionalisme paknyari makan tuh bebas mau di mana aja juga klo ada rejeki di luar indonesia why not","knp harus bawa² nasionalisme paknyari makan tuh bebas mau di mana aja juga kalau ada rejeki di luar indonesia why not","['knp', 'nasionalisme', 'paknyari', 'makan', 'bebas', 'aja', 'rejeki', 'indonesia', 'why', 'not']","[knp, nasionalisme, paknyari, makan, bebas, aja, rejeki, indonesia, why, not]","knp nasionalisme paknyari makan bebas aja rejeki indonesia why not","0","0","2025-02-19 11:45:56","False","True","False","id","positif"
"Cancer’s comment: caranya kabur gimn gua kepengin kabur kesana","caranya kabur gimn gua kepengin kabur kesana","caranya kabur gimn gua kepengin kabur kesana","caranya kabur gimn saya kepengin kabur kesana","['kabur', 'gimn', 'pengin', 'kabur', 'kesana']","[kabur, gimn, pengin, kabur, kesana]","kabur gimn pengin kabur kesana","0","0","2025-02-20 06:27:41","False","True","False","id","positif"
"YogaMaster’s comment: Rakyat cinta indonesia dan nasinalisme yang sangat tinggi tidak dengan penjabat","Rakyat cinta indonesia dan nasinalisme yang sangat tinggi tidak dengan penjabat","rakyat cinta indonesia dan nasinalisme yang sangat tinggi tidak dengan penjabat","rakyat cinta indonesia dan nasinalisme yang sangat tinggi tidak dengan penjabat","['rakyat', 'cinta', 'indonesia', 'nasinalisme', 'jabat']","[rakyat, cinta, indonesia, nasinalisme, jabat]","rakyat cinta indonesia nasinalisme jabat","0","0","2025-02-20 14:12:47","False","True","False","id","negatif"
"Qiirenn1’s comment: sebenarnya lapangan kerja ga minim tapi persyaratan masuk kerja nya yg ga abis pikirr, mana pake minimal tinggi badan ini lah itulahhh beda sama negara lain prinsip mereka selagi bs kerja yah gas","sebenarnya lapangan kerja ga minim tapi persyaratan masuk kerja nya yg ga abis pikirr, mana pake minimal tinggi badan ini lah itulahhh beda sama negara lain prinsip mereka selagi bs kerja yah gas","sebenarnya lapangan kerja ga minim tapi persyaratan masuk kerja nya yg ga abis pikirr mana pake minimal tinggi badan ini lah itulahhh beda sama negara lain prinsip mereka selagi bs kerja yah gas","sebenarnya lapangan kerja tidak minim tapi persyaratan masuk kerja nya yang tidak abis pikirr mana pake minimal tinggi badan ini lah itulah beda sama negara lain prinsip mereka selagi bisa kerja yah gas","['lapang', 'kerja', 'minim', 'syarat', 'masuk', 'kerja', 'abis', 'pikirr', 'pake', 'minimal', 'badan', 'beda', 'negara', 'prinsip', 'selagi', 'kerja', 'gas']","[lapang, kerja, minim, syarat, masuk, kerja, abis, pikirr, pake, minimal, badan, beda, negara, prinsip, selagi, kerja, gas]","lapang kerja minim syarat masuk kerja abis pikirr pake minimal badan beda negara prinsip selagi kerja gas","245","11","2025-02-14 12:29:49","False","True","False","id","netral"
"DONY’s comment: semangat bang semoga bisa kek abang😁😁😁","semangat bang semoga bisa kek abang😁😁😁","semangat bang semoga bisa kek abang","semangat bang semoga bisa seperti abang","['semangat', 'bang', 'moga', 'abang']","[semangat, bang, moga, abang]","semangat bang moga abang","0","0","2025-02-16 15:33:37","False","True","False","id","positif"
"5420’s comment: Bahlil sama Budi arie adalah manusia paling ga berguna buat negara titipan partai🔥","Bahlil sama Budi arie adalah manusia paling ga berguna buat negara titipan partai🔥","bahlil sama budi arie adalah manusia paling ga berguna buat negara titipan partai","bahlil sama budi arie adalah manusia paling tidak berguna buat negara titipan partai","['bahlil', 'budi', 'arie', 'manusia', 'guna', 'negara', 'titip', 'partai']","[bahlil, budi, arie, manusia, guna, negara, titip, partai]","bahlil budi arie manusia guna negara titip partai","1","0","2025-02-12 03:52:57","False","True","False","id","negatif"
"ka percuma aku bkin cv ikutin kata kk tp ujung""nya disuruh byr adm calo 30jt sedih banyak preman gapunya hati disini","ka percuma aku bkin cv ikutin kata kk tp ujung""nya disuruh byr adm calo 30jt sedih banyak preman gapunya hati disini","ka percuma aku bkin cv ikutin kata kk tp ujungnya disuruh byr adm calo 30jt sedih banyak preman gapunya hati disini","ka percuma saya bkin cv ikutin kata kk tp ujungnya disuruh byr adm calo 30jt sedih banyak preman gapunya hati disini","['ka', 'bkin', 'cv', 'ikutin', 'kk', 'tp', 'ujung', 'suruh', 'byr', 'adm', 'calo', 'sedih', 'preman', 'gapunya', 'hati']","[ka, bkin, cv, ikutin, kk, tp, ujung, suruh, byr, adm, calo, sedih, preman, gapunya, hati]","ka bkin cv ikutin kk tp ujung suruh byr adm calo sedih preman gapunya hati","0","0","2025-02-16 02:15:01","False","True","False","id","positif"
"GAZA’s comment: Ke jepang cocok sih yok gas""","Ke jepang cocok sih yok gas""","ke jepang cocok sih yok gas","ke jepang cocok sih yok gas","['jepang', 'cocok', 'yok', 'gas']","[jepang, cocok, yok, gas]","jepang cocok yok gas","0","0","2025-02-15 05:03:48","False","True","False","id","positif"
"khhrtnur’s comment: Cari kerja di Indo susah umur max 25 belum nikah , ada pengalaman , menyusahkan org . mau cari kerja syaratnya di luar nalar","Cari kerja di Indo susah umur max 25 belum nikah , ada pengalaman , menyusahkan org . mau cari kerja syaratnya di luar nalar","cari kerja di indo susah umur max 25 belum nikah ada pengalaman menyusahkan org mau cari kerja syaratnya di luar nalar","cari kerja di indonesia susah umur max 25 belum nikah ada pengalaman menyusahkan orang mau cari kerja syaratnya di luar nalar","['cari', 'kerja', 'indonesia', 'susah', 'umur', 'max', 'nikah', 'alam', 'susah', 'orang', 'cari', 'kerja', 'syarat', 'nalar']","[cari, kerja, indonesia, susah, umur, max, nikah, alam, susah, orang, cari, kerja, syarat, nalar]","cari kerja indonesia susah umur max nikah alam susah orang cari kerja syarat nalar","0","0","2025-02-18 05:13:52","False","True","False","id","negatif"
"otw ngikut suami (haechan) ke korea","otw ngikut suami (haechan) ke korea","otw ngikut suami haechan ke korea","otw ngikut suami haechan ke korea","['otw', 'ngikut', 'suami', 'haechan', 'korea']","[otw, ngikut, suami, haechan, korea]","otw ngikut suami haechan korea","1","0","2025-02-13 16:40:13","False","True","False","id","positif"
"sy dukung pemerintahan Bapak Presiden Prabowo,,tapi klo urusan masa depan,saya SANGAT MENDUKUNG PENUH teman-teman yang mau pindah ke Luar Negeri,,SEMOGA SUKSES 👍👍","sy dukung pemerintahan Bapak Presiden Prabowo,,tapi klo urusan masa depan,saya SANGAT MENDUKUNG PENUH teman-teman yang mau pindah ke Luar Negeri,,SEMOGA SUKSES 👍👍","sy dukung pemerintahan bapak presiden prabowotapi klo urusan masa depansaya sangat mendukung penuh temanteman yang mau pindah ke luar negerisemoga sukses","saya dukung pemerintahan bapak presiden prabowotapi kalau urusan masa depansaya sangat mendukung penuh temanteman yang mau pindah ke luar negerisemoga sukses","['dukung', 'perintah', 'presiden', 'prabowotapi', 'urus', 'depansaya', 'dukung', 'penuh', 'temanteman', 'pindah', 'negerisemoga', 'sukses']","[dukung, perintah, presiden, prabowotapi, urus, depansaya, dukung, penuh, temanteman, pindah, negerisemoga, sukses]","dukung perintah presiden prabowotapi urus depansaya dukung penuh temanteman pindah negerisemoga sukses","12","0","2025-02-14 12:25:11","False","True","False","id","positif"
"sandikalaku’s comment: nasionalisme apaan, kalau ad yg modalin mau aku tuh pindah sekeluarga.","nasionalisme apaan, kalau ad yg modalin mau aku tuh pindah sekeluarga.","nasionalisme apaan kalau ad yg modalin mau aku tuh pindah sekeluarga","nasionalisme apaan kalau ad yang modalin mau saya tuh pindah sekeluarga","['nasionalisme', 'ad', 'modalin', 'pindah', 'keluarga']","[nasionalisme, ad, modalin, pindah, keluarga]","nasionalisme ad modalin pindah keluarga","2","0","2025-02-12 04:51:27","False","True","False","id","positif"
"deydey000208’s comment: I want this too","I want this too","i want this too","i want this too","['want', 'this', 'too']","[want, this, too]","want this too","0","0","2025-02-13 06:10:06","False","True","False","en","positif"
"cakeinajaid8’s comment: pejabat yang korupsi aja saya juga meragukan nasionalisme mereka 🤔🤔","pejabat yang korupsi aja saya juga meragukan nasionalisme mereka 🤔🤔","pejabat yang korupsi aja saya juga meragukan nasionalisme mereka","pejabat yang korupsi aja saya juga meragukan nasionalisme mereka","['jabat', 'korupsi', 'aja', 'ragu', 'nasionalisme']","[jabat, korupsi, aja, ragu, nasionalisme]","jabat korupsi aja ragu nasionalisme","0","0","2025-02-21 00:53:57","False","True","False","id","negatif"
"dimas putra’s comment: @dimas putra:gini kinerja pemerintah katanya kepuasan masyarakat rating tembus 80,9% guys 😅😂","@dimas putra:gini kinerja pemerintah katanya kepuasan masyarakat rating tembus 80,9% guys 😅😂","putragini kinerja pemerintah katanya kepuasan masyarakat rating tembus 809 guys","putragini kinerja pemerintah katanya kepuasan masyarakat rating tembus 809 guys","['putragini', 'kerja', 'perintah', 'puas', 'masyarakat', 'rating', 'tembus']","[putragini, kerja, perintah, puas, masyarakat, rating, tembus]","putragini kerja perintah puas masyarakat rating tembus","1","0","2025-02-16 01:30:52","False","True","False","id","negatif"
"Di Indonesia sekolah tinggi2 tapi susah dapat pekerjaan","Di Indonesia sekolah tinggi2 tapi susah dapat pekerjaan","di indonesia sekolah tinggi2 tapi susah dapat pekerjaan","di indonesia sekolah tinggi2 tapi susah dapat pekerjaan","['indonesia', 'sekolah', 'susah', 'kerja']","[indonesia, sekolah, susah, kerja]","indonesia sekolah susah kerja","0","0","2025-02-18 12:07:27","False","True","False","id","negatif"
"ILHAM MAXMAN’s comment: vina sedang mengetik, cv dapat membantu mu masuk kerja 😂","vina sedang mengetik, cv dapat membantu mu masuk kerja 😂","vina sedang mengetik cv dapat membantu mu masuk kerja","vina sedang mengetik cv dapat membantu mu masuk kerja","['vina', 'etik', 'cv', 'bantu', 'masuk', 'kerja']","[vina, etik, cv, bantu, masuk, kerja]","vina etik cv bantu masuk kerja","0","0","2025-02-17 05:13:00","False","True","False","id","netral"
"A9N35’s comment: Amin 😇","Amin 😇","amin","amin","['amin']","[amin]","amin","0","0","2025-02-11 05:15:52","False","True","False","az","positif"
"TAN-tri’s comment: terus yg stay dindonesia jadi pjabat makan uang rakyat, itu sangat nasionalisme!!!???","terus yg stay dindonesia jadi pjabat makan uang rakyat, itu sangat nasionalisme!!!???","terus yg stay dindonesia jadi pjabat makan uang rakyat itu sangat nasionalisme","terus yang stay dindonesia jadi pjabat makan uang rakyat itu sangat nasionalisme","['stay', 'dindonesia', 'pjabat', 'makan', 'uang', 'rakyat', 'nasionalisme']","[stay, dindonesia, pjabat, makan, uang, rakyat, nasionalisme]","stay dindonesia pjabat makan uang rakyat nasionalisme","0","0","2025-02-21 08:09:45","False","True","False","id","negatif"
"nggi’s comment: kata dia ""Lah bodo amat bebanin negara aja"" pasti gitu 🗿🗿🗿🗿🗿🗿","kata dia ""Lah bodo amat bebanin negara aja"" pasti gitu 🗿🗿🗿🗿🗿🗿","kata dia lah bodo amat bebanin negara aja pasti gitu","kata dia lah bodo amat bebanin negara aja pasti begitu","['bodo', 'bebanin', 'negara', 'aja']","[bodo, bebanin, negara, aja]","bodo bebanin negara aja","0","0","2025-02-16 06:40:55","False","True","False","id","negatif"
"ARKIKU’s comment: mau kabur anak gua udah 2 gimana dong pengen bngt lagi😭😭","mau kabur anak gua udah 2 gimana dong pengen bngt lagi😭😭","mau kabur anak gua udah 2 gimana dong pengen bngt lagi","mau kabur anak saya sudah 2 bagaimana dong ingin banget lagi","['kabur', 'anak', 'banget']","[kabur, anak, banget]","kabur anak banget","0","0","2025-02-20 07:24:41","False","True","False","id","negatif"
"Neoy’s comment: #kaburajadulu belajar dari pa prabowo yg pernah ke afganistan..yayayayyyy","#kaburajadulu belajar dari pa prabowo yg pernah ke afganistan..yayayayyyy","belajar dari pa prabowo yg pernah ke afganistanyayayayyyy","belajar dari pa prabowo yang pernah ke afganistanyayayay","['ajar', 'pa', 'prabowo', 'afganistanyayayay']","[ajar, pa, prabowo, afganistanyayayay]","ajar pa prabowo afganistanyayayay","0","0","2025-02-16 02:54:48","False","True","False","id","positif"
"ABDURRACHMAN BEN ZAKARIA’s comment: Semangat buat WNI yang memiliki profesi dan berkarya di luar negeri, semoga bisa lebih meningkatkan kesejahteraan","Semangat buat WNI yang memiliki profesi dan berkarya di luar negeri, semoga bisa lebih meningkatkan kesejahteraan","semangat buat wni yang memiliki profesi dan berkarya di luar negeri semoga bisa lebih meningkatkan kesejahteraan","semangat buat wni yang memiliki profesi dan berkarya di luar negeri semoga bisa lebih meningkatkan kesejahteraan","['semangat', 'wni', 'milik', 'profesi', 'karya', 'negeri', 'moga', 'tingkat', 'sejahtera']","[semangat, wni, milik, profesi, karya, negeri, moga, tingkat, sejahtera]","semangat wni milik profesi karya negeri moga tingkat sejahtera","0","0","2025-02-17 19:15:59","False","True","False","id","positif"
"steko_225🦂’s comment: B nya Bahlil apa Bahlul?","B nya Bahlil apa Bahlul?","b nya bahlil apa bahlul","b nya bahlil apa bahlul","['bahlil', 'bahlul']","[bahlil, bahlul]","bahlil bahlul","0","0","2025-02-20 11:59:19","False","True","False","id","netral"
"Mau PINDAHHHHH🥺","Mau PINDAHHHHH🥺","mau pindahhhhh","mau pindah","['pindah']","[pindah]","pindah","2","5","2025-02-12 11:12:17","False","True","False","id","positif"
"Ef Yief’s comment: Lah Bapak benderanya banyak tu dibelakang, udah berapa negara yang dikunjungin ? 🤗 woilah mantapp Bg, lanjuuut di Indonesia diajak kin Nikahh ntar ... bahaya 🤫","Lah Bapak benderanya banyak tu dibelakang, udah berapa negara yang dikunjungin ? 🤗 woilah mantapp Bg, lanjuuut di Indonesia diajak kin Nikahh ntar ... bahaya 🤫","lah bapak benderanya banyak tu dibelakang udah berapa negara yang dikunjungin woilah mantapp bg lanjuuut di indonesia diajak kin nikahh ntar bahaya","lah bapak benderanya banyak itu dibelakang sudah berapa negara yang dikunjungin woilah mantapp bg lanjut di indonesia diajak kin nikahh ntar bahaya","['bendera', 'belakang', 'negara', 'dikunjungin', 'woilah', 'mantapp', 'bg', 'indonesia', 'ajak', 'kin', 'nikahh', 'ntar', 'bahaya']","[bendera, belakang, negara, dikunjungin, woilah, mantapp, bg, indonesia, ajak, kin, nikahh, ntar, bahaya]","bendera belakang negara dikunjungin woilah mantapp bg indonesia ajak kin nikahh ntar bahaya","0","0","2025-03-02 15:09:43","False","True","False","id","negatif"
"Pay’s comment: Ya seharusnya pemerintah introspeksi, kenapa bbrp masyarakat mempunyai pikiran seperti itu, kenapa ? ada apa?. Masyarakat yg memiliki pemikiran seperti itu, pasti dia punya keresahan yg amat mendalam, yg telah mereka rasakan dengan negara ini, berarti ya memang ada yg salah dengan negara ini. Gak perlu dipertanyakan soal nasionalismenya; bila perlu simpan saja doktrin kalian soal cinta tanah air, bila masih banyak masyarakat kelas bawah yg hak hidupnya masih belum layak.","Ya seharusnya pemerintah introspeksi, kenapa bbrp masyarakat mempunyai pikiran seperti itu, kenapa ? ada apa?. Masyarakat yg memiliki pemikiran seperti itu, pasti dia punya keresahan yg amat mendalam, yg telah mereka rasakan dengan negara ini, berarti ya memang ada yg salah dengan negara ini. Gak perlu dipertanyakan soal nasionalismenya; bila perlu simpan saja doktrin kalian soal cinta tanah air, bila masih banyak masyarakat kelas bawah yg hak hidupnya masih belum layak.","ya seharusnya pemerintah introspeksi kenapa bbrp masyarakat mempunyai pikiran seperti itu kenapa ada apa masyarakat yg memiliki pemikiran seperti itu pasti dia punya keresahan yg amat mendalam yg telah mereka rasakan dengan negara ini berarti ya memang ada yg salah dengan negara ini gak perlu dipertanyakan soal nasionalismenya bila perlu simpan saja doktrin kalian soal cinta tanah air bila masih banyak masyarakat kelas bawah yg hak hidupnya masih belum layak","ya seharusnya pemerintah introspeksi kenapa bbrp masyarakat mempunyai pikiran seperti itu kenapa ada apa masyarakat yang memiliki pemikiran seperti itu pasti dia punya keresahan yang amat mendalam yang telah mereka rasakan dengan negara ini berarti ya memang ada yang salah dengan negara ini tidak perlu dipertanyakan soal nasionalismenya bila perlu simpan saja doktrin kalian soal cinta tanah air bila masih banyak masyarakat kelas bawah yang hak hidupnya masih belum layak","['perintah', 'introspeksi', 'bbrp', 'masyarakat', 'pikir', 'masyarakat', 'milik', 'pikir', 'resah', 'dalam', 'rasa', 'negara', 'salah', 'negara', 'nasionalisme', 'simpan', 'doktrin', 'cinta', 'tanah', 'air', 'masyarakat', 'kelas', 'hak', 'hidup', 'layak']","[perintah, introspeksi, bbrp, masyarakat, pikir, masyarakat, milik, pikir, resah, dalam, rasa, negara, salah, negara, nasionalisme, simpan, doktrin, cinta, tanah, air, masyarakat, kelas, hak, hidup, layak]","perintah introspeksi bbrp masyarakat pikir masyarakat milik pikir resah dalam rasa negara salah negara nasionalisme simpan doktrin cinta tanah air masyarakat kelas hak hidup layak","1","0","2025-02-13 08:52:24","False","True","False","id","positif"
