"text","extracted_text","cleaned_text","normalized_text","processed","sentiment_label","likes","reply_count","created_time_formatted"
"Dikzz suka somebody's pleasure’s comment: pengen ke Australia🥵🥵","pengen ke Australia🥵🥵","pengen ke australia","ingin ke australia","australia","positif","2","0","2025-02-14 06:46:16"
"momorrrangs’s comment: pingin ikut ah nanti, kabur aja dulu","pingin ikut ah nanti, kabur aja dulu","pingin ikut ah nanti kabur aja dulu","ingin ikut ah nanti kabur aja dulu","kabur aja","netral","1","0","2025-02-12 20:40:09"
"bahlil=hama😹","bahlil=hama😹","bahlilhama","bahlilhama","bahlilhama","negatif","1","0","2025-02-14 11:53:49"
"ngapain di indonesia pemerintahan nya aja kayak tikus","ngapain di indonesia pemerintahan nya aja kayak tikus","ngapain di indonesia pemerintahan nya aja kayak tikus","ngapain di indonesia pemerintahan nya aja kayak tikus","ngapain indonesia perintah aja kayak tikus","positif","0","0","2025-02-19 09:48:42"
"nirwana’s comment: padahal yang memadamkan rasa nasionalisme orang orang indo adalah, negara indonesia sendiri😅😅😅 sehat sehat dah indonesia","padahal yang memadamkan rasa nasionalisme orang orang indo adalah, negara indonesia sendiri😅😅😅 sehat sehat dah indonesia","padahal yang memadamkan rasa nasionalisme orang orang indo adalah negara indonesia sendiri sehat sehat dah indonesia","padahal yang memadamkan rasa nasionalisme orang orang indonesia adalah negara indonesia sendiri sehat sehat dah indonesia","madam nasionalisme orang orang indonesia negara indonesia sehat sehat dah indonesia","negatif","0","0","2025-02-17 06:17:06"
"🐣waty🐣’s comment: alah kita di suruh cintai negara tapi negara nggak cinta rakyatnya semua di persulit","alah kita di suruh cintai negara tapi negara nggak cinta rakyatnya semua di persulit","alah kita di suruh cintai negara tapi negara nggak cinta rakyatnya semua di persulit","alah kita di suruh cintai negara tapi negara tidak cinta rakyatnya semua di persulit","alah suruh cinta negara negara cinta rakyat sulit","negatif","0","0","2025-02-20 07:33:20"
"tegar suka jajan'🐳’s comment: bismillah bismillah bismillah bismillah😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻💗💗💗 @ip ✭","bismillah bismillah bismillah bismillah😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻💗💗💗 @ip ✭","bismillah bismillah bismillah bismillah","bismillah bismillah bismillah bismillah","bismillah bismillah bismillah bismillah","netral","2","1","2025-02-20 23:02:10"
"mutiara senja’s comment: kbur aj dulu adlh sbuah pikiran putus asa dan brusaha lr dr k adaan,","kbur aj dulu adlh sbuah pikiran putus asa dan brusaha lr dr k adaan,","kbur aj dulu adlh sbuah pikiran putus asa dan brusaha lr dr k adaan","kabur aj dulu adlh sbuah pikiran putus asa dan brusaha lr dari ke adaan","kabur aj adlh sbuah pikir putus asa brusaha lr ada","negatif","0","0","2025-02-17 03:01:32"
"serah kalian lah, pada aneh"" bae
teman gw yg ke France bawa dana 130 juta malah ga cukup dlm sebulan + kerjaan ga dapat.
MASYARAKAT INDONESIA=FOMO","serah kalian lah, pada aneh"" bae
teman gw yg ke France bawa dana 130 juta malah ga cukup dlm sebulan + kerjaan ga dapat.
MASYARAKAT INDONESIA=FOMO","serah kalian lah pada aneh bae teman gw yg ke france bawa dana 130 juta malah ga cukup dlm sebulan kerjaan ga dapat masyarakat indonesiafomo","serah kalian lah pada aneh bae teman saya yang ke france bawa dana 130 juta malah tidak cukup dlm sebulan kerjaan tidak dapat masyarakat indonesiafomo","serah aneh bae teman france bawa dana juta dlm bulan kerja masyarakat indonesiafomo","netral","0","0","2025-02-22 09:41:50"
"fariid’s comment: SINI SINI SAYA BANTU KERJA KE JEPANG 🇯🇵🇯🇵🇯🇵","SINI SINI SAYA BANTU KERJA KE JEPANG 🇯🇵🇯🇵🇯🇵","sini sini saya bantu kerja ke jepang","sini sini saya bantu kerja ke jepang","bantu kerja jepang","positif","0","0","2025-02-14 19:25:05"
"mr_dedy’s comment: disini kerja sfenga mati gaji cuma 3 jtaann,,,,,","disini kerja sfenga mati gaji cuma 3 jtaann,,,,,","disini kerja sfenga mati gaji cuma 3 jtaann","disini kerja sfenga mati gaji cuma 3 jtaann","kerja sfenga mati gaji jtaann","negatif","0","0","2025-02-14 15:10:36"
"biarin ga nasionalisme yang penting ga hidup susah,krna hidup dibawah kemiskinan ga ditanggung negara pa","biarin ga nasionalisme yang penting ga hidup susah,krna hidup dibawah kemiskinan ga ditanggung negara pa","biarin ga nasionalisme yang penting ga hidup susahkrna hidup dibawah kemiskinan ga ditanggung negara pa","biarin tidak nasionalisme yang penting tidak hidup susahkrna hidup dibawah kemiskinan tidak ditanggung negara pa","biarin nasionalisme hidup susahkrna hidup bawah miskin tanggung negara pa","negatif","0","0","2025-02-19 23:18:46"
"gerai jessika’s comment: klo negara isinya pemerintah aja ga ada rakyat gmn ya?meski ga mungkin, coba bayangin 🤣","klo negara isinya pemerintah aja ga ada rakyat gmn ya?meski ga mungkin, coba bayangin 🤣","klo negara isinya pemerintah aja ga ada rakyat gmn yameski ga mungkin coba bayangin","kalau negara isinya pemerintah aja tidak ada rakyat bagaimana yameski tidak mungkin coba bayangin","negara isi perintah aja rakyat yameski coba bayangin","netral","0","0","2025-02-20 12:00:54"
"Munakaaa’s comment: haishhh shibbal saekkiyyaaaaaa 🔥🔥🔥🔥","haishhh shibbal saekkiyyaaaaaa 🔥🔥🔥🔥","haishhh shibbal saekkiyyaaaaaa","haish shibbal saekkiyya","haish shibbal saekkiyya","negatif","0","0","2025-02-22 01:13:01"
"Munyanyo’s comment: yang penting jangan ke malaysia ya","yang penting jangan ke malaysia ya","yang penting jangan ke malaysia ya","yang penting jangan ke malaysia ya","malaysia","negatif","0","0","2025-02-19 05:32:13"
"𝕽 𝖊 𝖌 𝖆’s comment: US i'm coming!!! #kaburajadulu","US i'm coming!!! #kaburajadulu","us im coming","us im coming","us im coming","positif","1","0","2025-02-13 00:50:17"
"okeebre’s comment: saya pribadi memilih tetap di indo,namun Gaji/penghasilan usd/usdt","saya pribadi memilih tetap di indo,namun Gaji/penghasilan usd/usdt","saya pribadi memilih tetap di indonamun gajipenghasilan usdusdt","saya pribadi memilih tetap di indonamun gajipenghasilan usdusdt","pribadi pilih indonamun gajipenghasilan usdusdt","negatif","0","0","2025-02-15 01:24:28"
"asikk well🤙🏻😂","asikk well🤙🏻😂","asikk well","asikk well","asikk well","positif","0","0","2025-02-21 05:59:46"
"nurutin nasionalisme gak makan pak","nurutin nasionalisme gak makan pak","nurutin nasionalisme gak makan pak","nurutin nasionalisme tidak makan pak","nurutin nasionalisme makan","negatif","0","0","2025-02-20 05:20:01"
"Bestiana benstiani’s comment: Untungnya nasionalisme apaan ngantri gas ? 😘","Untungnya nasionalisme apaan ngantri gas ? 😘","untungnya nasionalisme apaan ngantri gas","untungnya nasionalisme apaan ngantri gas","untung nasionalisme ngantri gas","negatif","1","0","2025-02-12 18:37:12"
"cah bagus’s comment: orang yg sering triak2 nasionalis malah kabur ke luar negeri ngak pulang2","orang yg sering triak2 nasionalis malah kabur ke luar negeri ngak pulang2","orang yg sering triak2 nasionalis malah kabur ke luar negeri ngak pulang2","orang yang sering triak2 nasionalis malah kabur ke luar negeri ngak pulang2","orang nasionalis kabur negeri ngak","negatif","0","0","2025-02-17 05:59:46"
"🌸🌻🌸🌻’s comment: Klo dlu aku ngimpinya cuma jalan2 aja, eh malah tinggal da mau 5 taun 🗿","Klo dlu aku ngimpinya cuma jalan2 aja, eh malah tinggal da mau 5 taun 🗿","klo dlu aku ngimpinya cuma jalan2 aja eh malah tinggal da mau 5 taun","kalau dlu saya ngimpinya cuma jalan2 aja eh malah tinggal da mau 5 tahun","dlu ngimpinya aja tinggal da","positif","0","1","2025-02-14 01:26:53"
"bantuin gua kabur plis 😭","bantuin gua kabur plis 😭","bantuin gua kabur plis","bantuin saya kabur plis","bantuin kabur plis","positif","3","0","2025-02-14 03:33:40"
"Sir zai’s comment: yang menengah kebawah pada kabur
yang atas takut yang bawah kabur 😂","yang menengah kebawah pada kabur
yang atas takut yang bawah kabur 😂","yang menengah kebawah pada kabur yang atas takut yang bawah kabur","yang menengah kebawah pada kabur yang atas takut yang bawah kabur","tengah bawah kabur takut kabur","positif","0","0","2025-02-14 16:55:34"
"@nanadd: yaAllah, oneday","@nanadd: yaAllah, oneday","yaallah oneday","yaallah oneday","yaallah oneday","positif","0","0","2025-03-04 13:44:12"
"bang ikutt bang dah muakk gue bang di Indonesia😓","bang ikutt bang dah muakk gue bang di Indonesia😓","bang ikutt bang dah muakk gue bang di indonesia","bang ikutt bang dah muakk gue bang di indonesia","bang ikutt bang dah muakk gue bang indonesia","negatif","2","0","2025-02-21 18:48:56"
"denn_prtm★★’s comment: emang indo ada salju😹😹","emang indo ada salju😹😹","emang indo ada salju","memang indonesia ada salju","indonesia salju","netral","1","0","2025-02-16 10:31:43"
"iqbalherdiansyah94’s comment: Indonesia emas, emas nya pada lari 😅","Indonesia emas, emas nya pada lari 😅","indonesia emas emas nya pada lari","indonesia emas emas nya pada lari","indonesia emas emas lari","negatif","0","0","2025-02-13 15:35:59"
"kennnnn’s comment: yang mau kabur aja dulu semoga sukses dan terima kasih sudah menjadi penyumbang devisa untuk Indonesia, anak saya pengen banget ke Jerman, mohon do'a nya ya guys","yang mau kabur aja dulu semoga sukses dan terima kasih sudah menjadi penyumbang devisa untuk Indonesia, anak saya pengen banget ke Jerman, mohon do'a nya ya guys","yang mau kabur aja dulu semoga sukses dan terima kasih sudah menjadi penyumbang devisa untuk indonesia anak saya pengen banget ke jerman mohon doa nya ya guys","yang mau kabur aja dulu semoga sukses dan terima kasih sudah menjadi penyumbang devisa untuk indonesia anak saya ingin banget ke jerman mohon doa nya ya guys","kabur aja moga sukses terima kasih sumbang devisa indonesia anak banget jerman mohon doa","positif","0","0","2025-02-19 14:40:46"
"gass full’s comment: cuma di era Soeharto aja para menteri cerdas cerdas 😂😂😂","cuma di era Soeharto aja para menteri cerdas cerdas 😂😂😂","cuma di era soeharto aja para menteri cerdas cerdas","cuma di era soeharto aja para menteri cerdas cerdas","era soeharto aja menteri cerdas cerdas","negatif","0","0","2025-03-05 23:24:52"
"Rynnx7’s comment: gk usah bilang nasionalisme kalau korupsi gk di hukum mati","gk usah bilang nasionalisme kalau korupsi gk di hukum mati","gk usah bilang nasionalisme kalau korupsi gk di hukum mati","tidak usah bilang nasionalisme kalau korupsi tidak di hukum mati","bilang nasionalisme korupsi hukum mati","negatif","2","1","2025-02-12 21:44:15"
"Alam Indonesia sangat kaya, tapi kenapa rakyat Indonesia sengsara? diluar negeri lebih sejahtera hidupnya, timbang disini.","Alam Indonesia sangat kaya, tapi kenapa rakyat Indonesia sengsara? diluar negeri lebih sejahtera hidupnya, timbang disini.","alam indonesia sangat kaya tapi kenapa rakyat indonesia sengsara diluar negeri lebih sejahtera hidupnya timbang disini","alam indonesia sangat kaya tapi kenapa rakyat indonesia sengsara diluar negeri lebih sejahtera hidupnya timbang disini","alam indonesia kaya rakyat indonesia sengsara luar negeri sejahtera hidup timbang","positif","1","0","2025-02-13 04:53:06"
"XOT HIROHITO’s comment: gw ga mau ngikutin trend #kaburajadulu","gw ga mau ngikutin trend #kaburajadulu","gw ga mau ngikutin trend","saya tidak mau ngikutin trend","ngikutin trend","negatif","1","2","2025-03-01 05:06:50"
"Lazari Ramadhan’s comment: lamaran kerja di dalam negeri harus menguasai banyak elemen
harus bisa jinakin naga
dan harus bisa kenal sama orang dalam
ga punya uang gabisa kerja
gausah protes ini fakta","lamaran kerja di dalam negeri harus menguasai banyak elemen
harus bisa jinakin naga
dan harus bisa kenal sama orang dalam
ga punya uang gabisa kerja
gausah protes ini fakta","lamaran kerja di dalam negeri harus menguasai banyak elemen harus bisa jinakin naga dan harus bisa kenal sama orang dalam ga punya uang gabisa kerja gausah protes ini fakta","lamaran kerja di dalam negeri harus menguasai banyak elemen harus bisa jinakin naga dan harus bisa kenal sama orang dalam tidak punya uang gabisa kerja gausah protes ini fakta","lamar kerja negeri kuasa elemen jinakin naga kenal orang uang gabisa kerja gausah protes fakta","negatif","0","0","2025-02-17 00:25:47"
"info video pertama bang","info video pertama bang","info video pertama bang","info video pertama bang","info bang","netral","0","0","2025-02-18 04:54:10"
"hfizhprtma’s comment: realistis sih, saya juga kalo banyak duit mending tinggal di luar negeri","realistis sih, saya juga kalo banyak duit mending tinggal di luar negeri","realistis sih saya juga kalo banyak duit mending tinggal di luar negeri","realistis sih saya juga kalau banyak duit mending tinggal di luar negeri","realistis duit mending tinggal negeri","positif","2","0","2025-02-13 15:53:29"
"Rizkirona21’s comment: nasionalisme bah, sejahterahkan dulu rakyat baru bisa cakap nasionalisme","nasionalisme bah, sejahterahkan dulu rakyat baru bisa cakap nasionalisme","nasionalisme bah sejahterahkan dulu rakyat baru bisa cakap nasionalisme","nasionalisme bah sejahterahkan dulu rakyat baru bisa cakap nasionalisme","nasionalisme bah sejahterahkan rakyat cakap nasionalisme","negatif","1","0","2025-02-18 08:57:53"
"user603446555062’s comment: Konoha banyak koruptor gak bakalan maju","Konoha banyak koruptor gak bakalan maju","konoha banyak koruptor gak bakalan maju","konoha banyak koruptor tidak bakalan maju","konoha koruptor maju","negatif","0","0","2025-02-21 13:55:07"
"indonesia tidak sadar diri hancur masa depanmu ditinggal anak2 muda yang sadar penjajahn yang tua tinggal jadi bangka karena gak ada penerus","indonesia tidak sadar diri hancur masa depanmu ditinggal anak2 muda yang sadar penjajahn yang tua tinggal jadi bangka karena gak ada penerus","indonesia tidak sadar diri hancur masa depanmu ditinggal anak2 muda yang sadar penjajahn yang tua tinggal jadi bangka karena gak ada penerus","indonesia tidak sadar diri hancur masa depanmu ditinggal anak2 muda yang sadar penjajahn yang tua tinggal jadi bangka karena tidak ada penerus","indonesia sadar hancur depan tinggal muda sadar penjajahn tua tinggal bangka terus","negatif","0","0","2025-02-11 02:07:01"
"Maisadipta~’s comment: klo ada kesempatan si syaa mau kaburr ka vina","klo ada kesempatan si syaa mau kaburr ka vina","klo ada kesempatan si syaa mau kaburr ka vina","kalau ada kesempatan si syaa mau kaburr ka vina","sempat syaa kaburr ka vina","positif","0","0","2025-02-15 11:15:49"
"Multitalentaserbabisa’s comment: Cari kerja susah di negeri sendiri 👌","Cari kerja susah di negeri sendiri 👌","cari kerja susah di negeri sendiri","cari kerja susah di negeri sendiri","cari kerja susah negeri","positif","0","0","2025-02-16 01:57:12"
"Cucu Thanos’s comment: wkwk gw supervisor tpi gaji kecil cma umr lebih dkt.
kyk jomplang sama jobdesk dan pengeluaran, lekas membaik","wkwk gw supervisor tpi gaji kecil cma umr lebih dkt.
kyk jomplang sama jobdesk dan pengeluaran, lekas membaik","wkwk gw supervisor tpi gaji kecil cma umr lebih dkt kyk jomplang sama jobdesk dan pengeluaran lekas membaik","wkwk saya supervisor tpi gaji kecil cma umr lebih dkt kayak jomplang sama jobdesk dan pengeluaran lekas membaik","wkwk supervisor tpi gaji cma umr dkt kayak jomplang jobdesk keluar lekas baik","netral","0","0","2025-02-15 04:25:56"
"Arif Daniel’s comment: Intinya gini kalau orang memilih keluar dari Indonesia karena pilihan gaji tidak ada yang bagus kalau ada yang bagus Kenapa kita mau jauh dari keluarga?","Intinya gini kalau orang memilih keluar dari Indonesia karena pilihan gaji tidak ada yang bagus kalau ada yang bagus Kenapa kita mau jauh dari keluarga?","intinya gini kalau orang memilih keluar dari indonesia karena pilihan gaji tidak ada yang bagus kalau ada yang bagus kenapa kita mau jauh dari keluarga","intinya gini kalau orang memilih keluar dari indonesia karena pilihan gaji tidak ada yang bagus kalau ada yang bagus kenapa kita mau jauh dari keluarga","inti gin orang pilih indonesia pilih gaji bagus bagus keluarga","negatif","0","1","2025-02-17 09:15:52"
"nola’s comment: bismillah jepang 2026😍. walau belajar bahasanya dh muak","bismillah jepang 2026😍. walau belajar bahasanya dh muak","bismillah jepang 2026 walau belajar bahasanya dh muak","bismillah jepang 2026 walau belajar bahasanya sudah muak","bismillah jepang ajar bahasa muak","positif","0","0","2025-02-12 01:44:29"
"hmmm begini yang perjuangin para pejuang kah?","hmmm begini yang perjuangin para pejuang kah?","hmmm begini yang perjuangin para pejuang kah","hm begini yang perjuangin para pejuang kah","perjuangin juang kah","negatif","0","0","2025-02-18 04:37:13"
"トリちゃん’s comment: Ambil resiko atau akan begini aja 😌","Ambil resiko atau akan begini aja 😌","ambil resiko atau akan begini aja","ambil resiko atau akan begini aja","ambil resiko aja","netral","0","0","2025-02-15 02:33:18"
"wawan61159’s comment: saya heran dengan orang ini yang ngomong nasionalisme, padahal nasionalisme orang Indonesia itu dalam hati, bukan dari mulut 🚮","saya heran dengan orang ini yang ngomong nasionalisme, padahal nasionalisme orang Indonesia itu dalam hati, bukan dari mulut 🚮","saya heran dengan orang ini yang ngomong nasionalisme padahal nasionalisme orang indonesia itu dalam hati bukan dari mulut","saya heran dengan orang ini yang ngomong nasionalisme padahal nasionalisme orang indonesia itu dalam hati bukan dari mulut","heran orang ngomong nasionalisme nasionalisme orang indonesia hati mulut","negatif","0","0","2025-02-24 07:18:57"
"menyala🔥abang kuuu","menyala🔥abang kuuu","menyalaabang kuuu","menyalaabang saya","menyalaabang","netral","3","0","2025-02-12 07:03:43"
"jahemerah99’s comment: terus di mana letak nasionalis pemerintah,
yg dari mentri sampai kepada desa
melihat orang tua jompo kekurangan makanan, anak yatim piatu,orang disabilitas,odgj tidak diurus, nasionalis?","terus di mana letak nasionalis pemerintah,
yg dari mentri sampai kepada desa
melihat orang tua jompo kekurangan makanan, anak yatim piatu,orang disabilitas,odgj tidak diurus, nasionalis?","terus di mana letak nasionalis pemerintah yg dari mentri sampai kepada desa melihat orang tua jompo kekurangan makanan anak yatim piatuorang disabilitasodgj tidak diurus nasionalis","terus di mana letak nasionalis pemerintah yang dari mentri sampai kepada desa melihat orang tua jompo kekurangan makanan anak yatim piatuorang disabilitasodgj tidak diurus nasionalis","letak nasionalis perintah tri desa orang tua jompo kurang makan anak yatim piatuorang disabilitasodgj urus nasionalis","negatif","1","0","2025-02-14 15:14:00"
"Justru klo dia jadi menteri, gua meragukan jiwa kemanusiannya🗿","Justru klo dia jadi menteri, gua meragukan jiwa kemanusiannya🗿","justru klo dia jadi menteri gua meragukan jiwa kemanusiannya","justru kalau dia jadi menteri saya meragukan jiwa kemanusiannya","menteri ragu jiwa kemanusiannya","netral","0","0","2025-02-19 08:19:30"
"Ayyy🧚🏻’s comment: Doain yah manteman smoga adekku tahun ini kerja di jepang smoga dpat job disana😇🤲🏻 #kaburajadulu","Doain yah manteman smoga adekku tahun ini kerja di jepang smoga dpat job disana😇🤲🏻 #kaburajadulu","doain yah manteman smoga adekku tahun ini kerja di jepang smoga dpat job disana","doakan yah manteman smoga adekku tahun ini kerja di jepang smoga dpat job disana","doa manteman smoga adekku kerja jepang smoga dpat job sana","positif","0","0","2025-02-20 12:08:27"
"DanzzCatt😹’s comment: meragukan nasionalisme or takut GK dapet jatah lagi nihhh?😹","meragukan nasionalisme or takut GK dapet jatah lagi nihhh?😹","meragukan nasionalisme or takut gk dapet jatah lagi nihhh","meragukan nasionalisme or takut tidak dapet jatah lagi nih","ragu nasionalisme or takut dapet jatah","negatif","0","0","2025-02-19 11:11:04"
"ⁱ ᵃᵐ ℒ𝑒𝑜’s comment: secintanya kita kalo ga dihargai ya lama2 mati rasa","secintanya kita kalo ga dihargai ya lama2 mati rasa","secintanya kita kalo ga dihargai ya lama2 mati rasa","secintanya kita kalau tidak dihargai ya lama2 mati rasa","cinta harga mati","negatif","0","0","2025-02-19 02:40:28"
"Krogos’s comment: gak nasionalis -pejabat yg suka korup","gak nasionalis -pejabat yg suka korup","gak nasionalis pejabat yg suka korup","tidak nasionalis pejabat yang suka korup","nasionalis jabat suka korup","negatif","0","0","2025-02-17 14:11:36"
"𝕐𝕦_𝔸𝕪𝕪𝕦’s comment: @fine luar negri tu indah, dan gajinya juga melimpah😭🙏🏻🤣","@fine luar negri tu indah, dan gajinya juga melimpah😭🙏🏻🤣","fine luar negri tu indah dan gajinya juga melimpah","fine luar negri itu indah dan gajinya juga melimpah","fine negri indah gaji limpah","positif","0","0","2025-02-22 04:08:18"
"Teh manis’s comment: Sebenarnya andai kalau kita bisa bekerja selayaknya dan berpenghasilan memenuhi semua kebutuhan dan tidak semua tentang orang dalam mungkin kita akan betah di indonesia.","Sebenarnya andai kalau kita bisa bekerja selayaknya dan berpenghasilan memenuhi semua kebutuhan dan tidak semua tentang orang dalam mungkin kita akan betah di indonesia.","sebenarnya andai kalau kita bisa bekerja selayaknya dan berpenghasilan memenuhi semua kebutuhan dan tidak semua tentang orang dalam mungkin kita akan betah di indonesia","sebenarnya andai kalau kita bisa bekerja selayaknya dan berpenghasilan memenuhi semua kebutuhan dan tidak semua tentang orang dalam mungkin kita akan betah di indonesia","andai layak hasil penuh butuh orang betah indonesia","positif","0","0","2025-02-14 20:18:00"
"RYEP’s comment: hanya mulut orang kaya dan hidupnya sejahtera yang menolak kaburajadulu","hanya mulut orang kaya dan hidupnya sejahtera yang menolak kaburajadulu","hanya mulut orang kaya dan hidupnya sejahtera yang menolak kaburajadulu","hanya mulut orang kaya dan hidupnya sejahtera yang menolak kaburajadulu","mulut orang kaya hidup sejahtera tolak kaburajadulu","negatif","0","0","2025-02-14 14:52:07"
"minsuga😽’s comment: gua juga kalau punya modal mah mau gua ke luar negri","gua juga kalau punya modal mah mau gua ke luar negri","gua juga kalau punya modal mah mau gua ke luar negri","saya juga kalau punya modal mah mau saya ke luar negri","modal negri","positif","1","0","2025-02-15 03:02:24"
"rose’s comment: saya malah selalu motivasi anak sejak dulu..bahwa currency asing/$ lebih tggi, sementara banyak ortu yang di tinggal keluar kota aja kaya gak rela.","saya malah selalu motivasi anak sejak dulu..bahwa currency asing/$ lebih tggi, sementara banyak ortu yang di tinggal keluar kota aja kaya gak rela.","saya malah selalu motivasi anak sejak dulubahwa currency asing lebih tggi sementara banyak ortu yang di tinggal keluar kota aja kaya gak rela","saya malah selalu motivasi anak sejak dulubahwa currency asing lebih tggi sementara banyak ortu yang di tinggal keluar kota aja kaya tidak rela","motivasi anak dulubahwa currency asing tggi ortu tinggal kota aja kaya rela","netral","1","0","2025-02-13 01:42:02"
"👹dony benzema👹’s comment: mending kalo sudah pindah jgn balik lagi mumet","mending kalo sudah pindah jgn balik lagi mumet","mending kalo sudah pindah jgn balik lagi mumet","mending kalau sudah pindah jgn balik lagi mumet","mending pindah jgn mumet","negatif","0","0","2025-02-17 03:20:00"
"suryanaanimelovers23’s comment: Saya ex japan. dan sekarang sedang les bahasa baru lagi buat bisa bekerja di eropa. Udah muak dengan pemerintah #kaburjadulu","Saya ex japan. dan sekarang sedang les bahasa baru lagi buat bisa bekerja di eropa. Udah muak dengan pemerintah #kaburjadulu","saya ex japan dan sekarang sedang les bahasa baru lagi buat bisa bekerja di eropa udah muak dengan pemerintah","saya ex japan dan sekarang sedang les bahasa baru lagi buat bisa bekerja di eropa sudah muak dengan pemerintah","ex japan les bahasa eropa muak perintah","positif","0","0","2025-03-13 16:49:18"
"rcanon’s comment: 3btahun kerja di indo dapat hikmah..3 tahun kerja di Korea dapat 1 truk,carry sama bisnis ayam petelur aman sampai sekarang jalan","3btahun kerja di indo dapat hikmah..3 tahun kerja di Korea dapat 1 truk,carry sama bisnis ayam petelur aman sampai sekarang jalan","3btahun kerja di indo dapat hikmah3 tahun kerja di korea dapat 1 trukcarry sama bisnis ayam petelur aman sampai sekarang jalan","3btahun kerja di indonesia dapat hikmah3 tahun kerja di korea dapat 1 trukcarry sama bisnis ayam petelur aman sampai sekarang jalan","kerja indonesia kerja korea trukcarry bisnis ayam telur aman jalan","positif","0","0","2025-02-20 05:25:10"
"sinopall’s comment: aku tim #kaburajadulu ke surga, doa in ya gays biar lancar🥰","aku tim #kaburajadulu ke surga, doa in ya gays biar lancar🥰","aku tim ke surga doa in ya gays biar lancar","saya tim ke surga doa in ya gays biar lancar","tim surga doa in gays biar lancar","positif","0","0","2025-02-15 11:02:00"
"Sarimii🎧ྀི’s comment: enaknya ke mana yaa😋","enaknya ke mana yaa😋","enaknya ke mana yaa","enaknya ke mana yaa","enak yaa","positif","0","1","2025-02-17 08:38:09"
"milo’s comment: kl aku ad peluang buat pindah, aku jg lebih pilih pindah heheh","kl aku ad peluang buat pindah, aku jg lebih pilih pindah heheh","kl aku ad peluang buat pindah aku jg lebih pilih pindah heheh","kalau saya ad peluang buat pindah saya jg lebih pilih pindah heheh","ad peluang pindah jg pilih pindah heheh","positif","66","2","2025-02-14 13:11:46"
"she(f)’s comment: mauu ikut kaburr jg aslinya","mauu ikut kaburr jg aslinya","mauu ikut kaburr jg aslinya","mauu ikut kaburr jg aslinya","mauu kaburr jg asli","positif","0","0","2025-02-13 13:45:15"
"HASNA juky’s comment: hahaha yang punya peluang untuk ke luar negeri gasss","hahaha yang punya peluang untuk ke luar negeri gasss","hahaha yang punya peluang untuk ke luar negeri gasss","hahaha yang punya peluang untuk ke luar negeri gas","hahaha peluang negeri gas","positif","1","0","2025-02-12 14:21:55"
"rakyat pintar cmn lama tinggal di konoha
pindah atau keluar negri bukan brrti tdk nasionalisme
tp justru takut terpuruk n hancur di negara sendiri
mkx mereka kluar agar mengurangi beban negara🤣","rakyat pintar cmn lama tinggal di konoha
pindah atau keluar negri bukan brrti tdk nasionalisme
tp justru takut terpuruk n hancur di negara sendiri
mkx mereka kluar agar mengurangi beban negara🤣","rakyat pintar cmn lama tinggal di konoha pindah atau keluar negri bukan brrti tdk nasionalisme tp justru takut terpuruk n hancur di negara sendiri mkx mereka kluar agar mengurangi beban negara","rakyat pintar cmn lama tinggal di konoha pindah atau keluar negri bukan brrti tidak nasionalisme tp justru takut terpuruk n hancur di negara sendiri mkx mereka kluar agar mengurangi beban negara","rakyat pintar cmn tinggal konoha pindah negri brrti nasionalisme tp takut puruk hancur negara mkx kluar kurang beban negara","positif","0","0","2025-02-19 09:39:29"
"Aya NadhirA azzahra’s comment: Tanyakan sama diri bpk sendiri apa yg udh bpk perbuat untuk menghargai tenaga dan otak kami, ngelawak pak.. Salam dari timur tengah #kaburajadulu","Tanyakan sama diri bpk sendiri apa yg udh bpk perbuat untuk menghargai tenaga dan otak kami, ngelawak pak.. Salam dari timur tengah #kaburajadulu","tanyakan sama diri bpk sendiri apa yg udh bpk perbuat untuk menghargai tenaga dan otak kami ngelawak pak salam dari timur tengah","tanyakan sama diri bpk sendiri apa yang sudah bpk perbuat untuk menghargai tenaga dan otak kami ngelawak pak salam dari timur tengah","bpk bpk buat harga tenaga otak ngelawak salam timur","negatif","2","0","2025-02-12 05:39:29"
"🎋Leo🎋’s comment: lagi banyak PHK masal gini pengangguran makin banyak, wajar sih makin Banyak peminat yg ingin pindah negara/jadi tki.
Sunggal awal tahun yg menyedihkan 🥺","lagi banyak PHK masal gini pengangguran makin banyak, wajar sih makin Banyak peminat yg ingin pindah negara/jadi tki.
Sunggal awal tahun yg menyedihkan 🥺","lagi banyak phk masal gini pengangguran makin banyak wajar sih makin banyak peminat yg ingin pindah negarajadi tki sunggal awal tahun yg menyedihkan","lagi banyak phk masal gini pengangguran makin banyak wajar sih makin banyak peminat yang ingin pindah negarajadi tki sunggal awal tahun yang menyedihkan","phk masal gin anggur wajar minat pindah negarajadi tki sunggal sedih","negatif","0","0","2025-02-17 14:42:56"
