text,extracted_text,cleaned_text,normalized_text,tokens_no_stopwords_and_stemmed,tokens_no_stopwords_and_stemmed_formatted,processed,likes,reply_count,created_time_formatted,is_pinned,is_reply,user_verified,comment_language
"LilihRahma_’s comment: saya dan suami akan ttp di Indonesia. tidak dengan putra2 kami, kami biarkan mereka hidup di luar negeri sukses bahagia","saya dan suami akan ttp di Indonesia. tidak dengan putra2 kami, kami biarkan mereka hidup di luar negeri sukses bahagia",saya dan suami akan ttp di indonesia tidak dengan putra2 kami kami biarkan mereka hidup di luar negeri sukses bahagia,saya dan suami akan ttp di indonesia tidak dengan putra2 kami kami biarkan mereka hidup di luar negeri sukses bahagia,"['suami', 'ttp', 'indonesia', 'biar', 'hidup', 'negeri', 'sukses', 'bahagia']","[suami, ttp, indonesia, biar, hidup, negeri, sukses, bahagia]",suami ttp indonesia biar hidup negeri sukses bahagia,1,0,2025-02-16 14:36:19,False,True,False,id
Sao’s comment: kalo pemerintahan bisa menjamin kesejahteraan warga negaranya hal ini tidak akan pernah terjadi,kalo pemerintahan bisa menjamin kesejahteraan warga negaranya hal ini tidak akan pernah terjadi,kalo pemerintahan bisa menjamin kesejahteraan warga negaranya hal ini tidak akan pernah terjadi,kalau pemerintahan bisa menjamin kesejahteraan warga negaranya hal ini tidak akan pernah terjadi,"['perintah', 'jamin', 'sejahtera', 'warga', 'negara']","[perintah, jamin, sejahtera, warga, negara]",perintah jamin sejahtera warga negara,2,0,2025-02-14 08:04:16,False,True,False,id
Tungau Balangau’s comment: mentri gak punya solusi bisanya mencaci..,mentri gak punya solusi bisanya mencaci..,mentri gak punya solusi bisanya mencaci,mentri tidak punya solusi bisanya mencaci,"['tri', 'solusi', 'bisa', 'caci']","[tri, solusi, bisa, caci]",tri solusi bisa caci,1,0,2025-03-01 04:59:54,False,True,False,id
"Clowy Estrop’s comment: Saya mau pindah WNI 10tahun ngurus malah ngeluarin duit doang banyak , gimana banyak orang ga mau pindah ke luar ? 😏","Saya mau pindah WNI 10tahun ngurus malah ngeluarin duit doang banyak , gimana banyak orang ga mau pindah ke luar ? 😏",saya mau pindah wni 10tahun ngurus malah ngeluarin duit doang banyak gimana banyak orang ga mau pindah ke luar,saya mau pindah wni 10tahun ngurus malah ngeluarin duit doang banyak bagaimana banyak orang tidak mau pindah ke luar,"['pindah', 'wni', 'ngurus', 'ngeluarin', 'duit', 'doang', 'orang', 'pindah']","[pindah, wni, ngurus, ngeluarin, duit, doang, orang, pindah]",pindah wni ngurus ngeluarin duit doang orang pindah,2,0,2025-02-15 06:10:17,False,True,False,id
Nano_sezukee✨✨✨’s comment: persiapan jepang,persiapan jepang,persiapan jepang,persiapan jepang,"['siap', 'jepang']","[siap, jepang]",siap jepang,0,0,2025-02-14 20:04:01,False,True,False,id
"Hey, this is Nuhzaa!’s comment: Tergantung pak, kami sayang negeri kami pertanyaan nya apakah negeri ini sayang rakyatnya?","Tergantung pak, kami sayang negeri kami pertanyaan nya apakah negeri ini sayang rakyatnya?",tergantung pak kami sayang negeri kami pertanyaan nya apakah negeri ini sayang rakyatnya,tergantung pak kami sayang negeri kami pertanyaan nya apakah negeri ini sayang rakyatnya,"['gantung', 'sayang', 'negeri', 'negeri', 'sayang', 'rakyat']","[gantung, sayang, negeri, negeri, sayang, rakyat]",gantung sayang negeri negeri sayang rakyat,5668,39,2025-02-12 03:56:36,True,True,False,id
.’s comment: ikut,ikut,ikut,ikut,[],[],,0,0,2025-02-14 11:01:00,False,True,False,id
Alfascale-x’s comment: bismillah jepang #kaburajadulu,bismillah jepang #kaburajadulu,bismillah jepang,bismillah jepang,"['bismillah', 'jepang']","[bismillah, jepang]",bismillah jepang,0,0,2025-02-10 14:16:38,False,True,False,id
"Alprazolam’s comment: Kami cinta indonesia, tapi indonesia cinta kami gak? Negara kok memperkaya orang kaya dan mempermisikin orang miskin.","Kami cinta indonesia, tapi indonesia cinta kami gak? Negara kok memperkaya orang kaya dan mempermisikin orang miskin.",kami cinta indonesia tapi indonesia cinta kami gak negara kok memperkaya orang kaya dan mempermisikin orang miskin,kami cinta indonesia tapi indonesia cinta kami tidak negara kok memperkaya orang kaya dan mempermisikin orang miskin,"['cinta', 'indonesia', 'indonesia', 'cinta', 'negara', 'kaya', 'orang', 'kaya', 'mempermisikin', 'orang', 'miskin']","[cinta, indonesia, indonesia, cinta, negara, kaya, orang, kaya, mempermisikin, orang, miskin]",cinta indonesia indonesia cinta negara kaya orang kaya mempermisikin orang miskin,2,1,2025-02-12 14:20:38,False,True,False,id
cici_henyy’s comment: di Konoha cari kerja perlu org dalam perlu uang perlu bermuka2 dan harus bnyak keprtluan🤣,di Konoha cari kerja perlu org dalam perlu uang perlu bermuka2 dan harus bnyak keprtluan🤣,di konoha cari kerja perlu org dalam perlu uang perlu bermuka2 dan harus bnyak keprtluan,di konoha cari kerja perlu orang dalam perlu uang perlu bermuka2 dan harus bnyak keprtluan,"['konoha', 'cari', 'kerja', 'orang', 'uang', 'bnyak', 'keprtluan']","[konoha, cari, kerja, orang, uang, bnyak, keprtluan]",konoha cari kerja orang uang bnyak keprtluan,0,0,2025-02-17 00:17:13,False,True,False,id
nazril pratama...’s comment: lawak,lawak,lawak,lawak,['lawak'],[lawak],lawak,0,0,2025-02-16 18:19:57,False,True,False,ms
"entahlah’s comment: @Habib Alf:Itami o kanjiro
Itami o kangaero
Itami o shire
Itami o shiranu mono ni
Honto no heiwa wa wakara
koko yori. sekai no Itami o
MALUBULUL 🗿","@Habib Alf:Itami o kanjiro
Itami o kangaero
Itami o shire
Itami o shiranu mono ni
Honto no heiwa wa wakara
koko yori. sekai no Itami o
MALUBULUL 🗿",alfitami o kanjiro itami o kangaero itami o shire itami o shiranu mono ni honto no heiwa wa wakara koko yori sekai no itami o malubulul,alfitami o kanjiro itami o kangaero itami o shire itami o shiranu mono ini honto no heiwa whatsapp wakara koko yori sekai no itami o malubulul,"['alfitami', 'kanjiro', 'itami', 'kangaero', 'itami', 'shire', 'itami', 'shiranu', 'mono', 'honto', 'no', 'heiwa', 'whatsapp', 'wakara', 'koko', 'yori', 'seka', 'no', 'itami', 'malubulul']","[alfitami, kanjiro, itami, kangaero, itami, shire, itami, shiranu, mono, honto, no, heiwa, whatsapp, wakara, koko, yori, seka, no, itami, malubulul]",alfitami kanjiro itami kangaero itami shire itami shiranu mono honto no heiwa whatsapp wakara koko yori seka no itami malubulul,0,0,2025-02-19 15:38:51,False,True,False,ja
prilll’s comment: untuk anak SMA bisa ngga ikut hastag #kaburajadulu? 😭,untuk anak SMA bisa ngga ikut hastag #kaburajadulu? 😭,untuk anak sma bisa ngga ikut hastag,untuk anak sma bisa tidak ikut hastag,"['anak', 'sma', 'hastag']","[anak, sma, hastag]",anak sma hastag,1,1,2025-02-14 14:18:20,False,True,False,id
"Mama Alvin’s comment: Bukan soal nasionalisme tp ini masah hidup, gimana mau memenuhi kebutuhan jk nganggur sulit cari pekerjaan","Bukan soal nasionalisme tp ini masah hidup, gimana mau memenuhi kebutuhan jk nganggur sulit cari pekerjaan",bukan soal nasionalisme tp ini masah hidup gimana mau memenuhi kebutuhan jk nganggur sulit cari pekerjaan,bukan soal nasionalisme tp ini masah hidup bagaimana mau memenuhi kebutuhan jk nganggur sulit cari pekerjaan,"['nasionalisme', 'tp', 'masah', 'hidup', 'penuh', 'butuh', 'jk', 'nganggur', 'sulit', 'cari', 'kerja']","[nasionalisme, tp, masah, hidup, penuh, butuh, jk, nganggur, sulit, cari, kerja]",nasionalisme tp masah hidup penuh butuh jk nganggur sulit cari kerja,1,0,2025-02-15 03:15:23,False,True,False,id
masa harus bertahan di negara gelap ini😌,masa harus bertahan di negara gelap ini😌,masa harus bertahan di negara gelap ini,masa harus bertahan di negara gelap ini,"['tahan', 'negara', 'gelap']","[tahan, negara, gelap]",tahan negara gelap,0,0,2025-02-28 04:33:43,False,True,False,id
"ASAM LAMBUNG🤮’s comment: yang komen""biaya diluar negri juga mahal""...si bro ini tidak tau apa""🤣🤣","yang komen""biaya diluar negri juga mahal""...si bro ini tidak tau apa""🤣🤣",yang komenbiaya diluar negri juga mahalsi bro ini tidak tau apa,yang komenbiaya diluar negri juga mahalsi bro ini tidak tau apa,"['komenbiaya', 'luar', 'negri', 'mahalsi', 'bro', 'tau']","[komenbiaya, luar, negri, mahalsi, bro, tau]",komenbiaya luar negri mahalsi bro tau,0,0,2025-02-14 14:51:37,False,True,False,id
c’s comment: someday,someday,someday,someday,['someday'],[someday],someday,2,0,2025-02-12 10:00:43,False,True,False,en
"Shinta’s comment: aku selalu tinggalkan komentar, bismillah semoga aku jg segera menyusulll kaburajadulu dan hidup lbh baik","aku selalu tinggalkan komentar, bismillah semoga aku jg segera menyusulll kaburajadulu dan hidup lbh baik",aku selalu tinggalkan komentar bismillah semoga aku jg segera menyusulll kaburajadulu dan hidup lbh baik,saya selalu tinggalkan komentar bismillah semoga saya jg segera menyusul kaburajadulu dan hidup lbh baik,"['tinggal', 'komentar', 'bismillah', 'moga', 'jg', 'susul', 'kaburajadulu', 'hidup', 'lbh']","[tinggal, komentar, bismillah, moga, jg, susul, kaburajadulu, hidup, lbh]",tinggal komentar bismillah moga jg susul kaburajadulu hidup lbh,0,0,2025-02-12 12:01:25,False,True,False,id
Mamahnya anak anak🤍’s comment: Di indo jga ga kepake pak yg kepake kan yg punya orang dalem ajaa 🤣🤣🤣,Di indo jga ga kepake pak yg kepake kan yg punya orang dalem ajaa 🤣🤣🤣,di indo jga ga kepake pak yg kepake kan yg punya orang dalem ajaa,di indonesia jga tidak kepake pak yang kepake kan yang punya orang dalem ajaa,"['indonesia', 'jga', 'kepake', 'kepake', 'orang', 'dalem', 'ajaa']","[indonesia, jga, kepake, kepake, orang, dalem, ajaa]",indonesia jga kepake kepake orang dalem ajaa,3,1,2025-02-13 05:17:35,False,True,False,id
"ramadoni 23’s comment: saya meragukan kinerja bapak yg gak bisa kasih lapangan pekerjaan buat anak"" muda di Indonesia","saya meragukan kinerja bapak yg gak bisa kasih lapangan pekerjaan buat anak"" muda di Indonesia",saya meragukan kinerja bapak yg gak bisa kasih lapangan pekerjaan buat anak muda di indonesia,saya meragukan kinerja bapak yang tidak bisa kasih lapangan pekerjaan buat anak muda di indonesia,"['ragu', 'kerja', 'kasih', 'lapang', 'kerja', 'anak', 'muda', 'indonesia']","[ragu, kerja, kasih, lapang, kerja, anak, muda, indonesia]",ragu kerja kasih lapang kerja anak muda indonesia,0,0,2025-02-16 07:38:42,False,True,False,id
JUJUCAN’s comment: Keren banget😭,Keren banget😭,keren banget,keren banget,"['keren', 'banget']","[keren, banget]",keren banget,0,0,2025-02-19 07:53:22,False,True,False,id
Hujan_tanpamendung sadgrild’s comment: KOK PERSYARATAN ITU BUKN DR ORANG ASING YG PUNYA PT NY TP MLH BAWAHAN NYA YAAA😏 GW KESITU DI PIKIRAN NY,KOK PERSYARATAN ITU BUKN DR ORANG ASING YG PUNYA PT NY TP MLH BAWAHAN NYA YAAA😏 GW KESITU DI PIKIRAN NY,kok persyaratan itu bukn dr orang asing yg punya pt ny tp mlh bawahan nya yaaa gw kesitu di pikiran ny,kok persyaratan itu bukn dari orang asing yang punya pt nya tp mlh bawahan nya ya saya kesitu di pikiran nya,"['syarat', 'bukn', 'orang', 'asing', 'pt', 'tp', 'mlh', 'bawah', 'kesitu', 'pikir']","[syarat, bukn, orang, asing, pt, tp, mlh, bawah, kesitu, pikir]",syarat bukn orang asing pt tp mlh bawah kesitu pikir,0,0,2025-02-21 07:05:54,False,True,False,id
"Boboiboy’s comment: Gausah bahas nasionalisme ke kita, kalian aja urus nasionalisme nya kek mana kalo ngurus pemerintahan aja gak becus","Gausah bahas nasionalisme ke kita, kalian aja urus nasionalisme nya kek mana kalo ngurus pemerintahan aja gak becus",gausah bahas nasionalisme ke kita kalian aja urus nasionalisme nya kek mana kalo ngurus pemerintahan aja gak becus,gausah bahas nasionalisme ke kita kalian aja urus nasionalisme nya seperti mana kalau ngurus pemerintahan aja tidak becus,"['gausah', 'bahas', 'nasionalisme', 'aja', 'urus', 'nasionalisme', 'ngurus', 'perintah', 'aja', 'becus']","[gausah, bahas, nasionalisme, aja, urus, nasionalisme, ngurus, perintah, aja, becus]",gausah bahas nasionalisme aja urus nasionalisme ngurus perintah aja becus,2,0,2025-02-12 05:50:33,False,True,False,id
￶￶zZarnyaLoey’s comment: makin semangat gue belajar bahasa ini wkwk,makin semangat gue belajar bahasa ini wkwk,makin semangat gue belajar bahasa ini wkwk,makin semangat gue belajar bahasa ini wkwk,"['semangat', 'gue', 'ajar', 'bahasa', 'wkwk']","[semangat, gue, ajar, bahasa, wkwk]",semangat gue ajar bahasa wkwk,0,0,2025-02-11 12:28:13,False,True,False,id
lebih baik kabur daripada di negeri yang bermasalah,lebih baik kabur daripada di negeri yang bermasalah,lebih baik kabur daripada di negeri yang bermasalah,lebih baik kabur daripada di negeri yang bermasalah,"['kabur', 'negeri', 'masalah']","[kabur, negeri, masalah]",kabur negeri masalah,0,0,2025-02-21 07:04:48,False,True,False,ms
ᥫ᭡Na’s comment: kok adek gk dibwak?,kok adek gk dibwak?,kok adek gk dibwak,kok adek tidak dibwak,"['adek', 'dibwak']","[adek, dibwak]",adek dibwak,0,0,2025-02-15 23:49:39,False,True,False,id
caeluvaca’s comment: ni negara makin kesini makin kesana,ni negara makin kesini makin kesana,ni negara makin kesini makin kesana,ini negara makin kesini makin kesana,"['negara', 'kesini', 'kesana']","[negara, kesini, kesana]",negara kesini kesana,2,0,2025-02-12 21:59:33,False,True,False,id
ian31’s comment: kabur aja dulu sih menurutku lebih prefer disini udahmah gaji sedikit jobdesknya udah harus semua elemen avatar dikuasai😂🤣,kabur aja dulu sih menurutku lebih prefer disini udahmah gaji sedikit jobdesknya udah harus semua elemen avatar dikuasai😂🤣,kabur aja dulu sih menurutku lebih prefer disini udahmah gaji sedikit jobdesknya udah harus semua elemen avatar dikuasai,kabur aja dulu sih menurutku lebih prefer disini udahmah gaji sedikit jobdesknya sudah harus semua elemen avatar dikuasai,"['kabur', 'aja', 'turut', 'prefer', 'udahmah', 'gaji', 'jobdesknya', 'elemen', 'avatar', 'asai']","[kabur, aja, turut, prefer, udahmah, gaji, jobdesknya, elemen, avatar, asai]",kabur aja turut prefer udahmah gaji jobdesknya elemen avatar asai,0,0,2025-02-16 17:52:52,False,True,False,id
"KeKaMyStory’s comment: Yg sdh bkrja diPHK/dipensiunkan dini.Usia dibatasi.Wanita yg hrs resign dl, mau krj lg setelah off krj susah carikerja lagi. Anak2 bru lulus sklh ssah cari krja, baru lulus ditny sdh ad pengalaman?","Yg sdh bkrja diPHK/dipensiunkan dini.Usia dibatasi.Wanita yg hrs resign dl, mau krj lg setelah off krj susah carikerja lagi. Anak2 bru lulus sklh ssah cari krja, baru lulus ditny sdh ad pengalaman?",yg sdh bkrja diphkdipensiunkan diniusia dibatasiwanita yg hrs resign dl mau krj lg setelah off krj susah carikerja lagi anak2 bru lulus sklh ssah cari krja baru lulus ditny sdh ad pengalaman,yang sudah bkrja diphkdipensiunkan diniusia dibatasiwanita yang hrs resign dl mau krj lg setelah off krj susah carikerja lagi anak2 bru lulus sklh ssah cari krja baru lulus ditny sudah ad pengalaman,"['bkrja', 'diphkdipensiunkan', 'diniusia', 'dibatasiwanita', 'hrs', 'resign', 'dl', 'krj', 'lg', 'off', 'krj', 'susah', 'carikerja', 'bru', 'lulus', 'sklh', 'ssah', 'cari', 'krja', 'lulus', 'ditny', 'ad', 'alam']","[bkrja, diphkdipensiunkan, diniusia, dibatasiwanita, hrs, resign, dl, krj, lg, off, krj, susah, carikerja, bru, lulus, sklh, ssah, cari, krja, lulus, ditny, ad, alam]",bkrja diphkdipensiunkan diniusia dibatasiwanita hrs resign dl krj lg off krj susah carikerja bru lulus sklh ssah cari krja lulus ditny ad alam,0,0,2025-02-14 12:06:56,False,True,False,id
❤️❤️oneday,❤️❤️oneday,oneday,oneday,['oneday'],[oneday],oneday,0,1,2025-02-10 16:11:25,False,True,False,hi
Siti Fatimah 🧚🏻‍♀️’s comment: Tapi pada dasar nya enakan kerja di luar negri tinggal di luar negri 😂😂😂😂,Tapi pada dasar nya enakan kerja di luar negri tinggal di luar negri 😂😂😂😂,tapi pada dasar nya enakan kerja di luar negri tinggal di luar negri,tapi pada dasar nya enakan kerja di luar negri tinggal di luar negri,"['dasar', 'enak', 'kerja', 'negri', 'tinggal', 'negri']","[dasar, enak, kerja, negri, tinggal, negri]",dasar enak kerja negri tinggal negri,804,45,2025-02-12 00:24:50,True,True,False,id
fauzan’s comment: lets go to new york,lets go to new york,lets go to new york,lets go to new york,"['lets', 'go', 'to', 'new', 'york']","[lets, go, to, new, york]",lets go to new york,0,0,2025-02-14 19:31:19,False,True,False,en
"bikin bangkrut negara dulu minimal, baru gue tinggal pergi 😌","bikin bangkrut negara dulu minimal, baru gue tinggal pergi 😌",bikin bangkrut negara dulu minimal baru gue tinggal pergi,bikin bangkrut negara dulu minimal baru gue tinggal pergi,"['bikin', 'bangkrut', 'negara', 'minimal', 'gue', 'tinggal', 'pergi']","[bikin, bangkrut, negara, minimal, gue, tinggal, pergi]",bikin bangkrut negara minimal gue tinggal pergi,0,0,2025-02-27 05:05:04,False,True,False,id
makanya jangan di persulit cari pekerjaan di negara sendiri..dong.,makanya jangan di persulit cari pekerjaan di negara sendiri..dong.,makanya jangan di persulit cari pekerjaan di negara sendiridong,makanya jangan di persulit cari pekerjaan di negara sendiridong,"['sulit', 'cari', 'kerja', 'negara', 'sendiridong']","[sulit, cari, kerja, negara, sendiridong]",sulit cari kerja negara sendiridong,0,0,2025-02-17 14:06:37,False,True,False,id
Rell.’s comment: gimana kabur negara sendiri aja udh penuh tikus makan uang mending negara tetangga,gimana kabur negara sendiri aja udh penuh tikus makan uang mending negara tetangga,gimana kabur negara sendiri aja udh penuh tikus makan uang mending negara tetangga,bagaimana kabur negara sendiri aja sudah penuh tikus makan uang mending negara tetangga,"['kabur', 'negara', 'aja', 'penuh', 'tikus', 'makan', 'uang', 'mending', 'negara', 'tetangga']","[kabur, negara, aja, penuh, tikus, makan, uang, mending, negara, tetangga]",kabur negara aja penuh tikus makan uang mending negara tetangga,1,0,2025-02-14 07:40:02,False,True,False,id
tina_yuliana’s comment: gue klo bnyak duit mau pindah jg 😭,gue klo bnyak duit mau pindah jg 😭,gue klo bnyak duit mau pindah jg,gue kalau bnyak duit mau pindah jg,"['gue', 'bnyak', 'duit', 'pindah', 'jg']","[gue, bnyak, duit, pindah, jg]",gue bnyak duit pindah jg,1,0,2025-02-13 06:36:50,False,True,False,id
ellar’s comment: nanyain nasionalisme rakyat.. ini para pejabat bagaimna nasionalisme nya rakyat dibawah sengsara mereka happy2 aja,nanyain nasionalisme rakyat.. ini para pejabat bagaimna nasionalisme nya rakyat dibawah sengsara mereka happy2 aja,nanyain nasionalisme rakyat ini para pejabat bagaimna nasionalisme nya rakyat dibawah sengsara mereka happy2 aja,nanyain nasionalisme rakyat ini para pejabat bagaimna nasionalisme nya rakyat dibawah sengsara mereka happy2 aja,"['nanyain', 'nasionalisme', 'rakyat', 'jabat', 'bagaimna', 'nasionalisme', 'rakyat', 'bawah', 'sengsara', 'aja']","[nanyain, nasionalisme, rakyat, jabat, bagaimna, nasionalisme, rakyat, bawah, sengsara, aja]",nanyain nasionalisme rakyat jabat bagaimna nasionalisme rakyat bawah sengsara aja,0,0,2025-02-16 00:58:10,False,True,False,id
ddn2💥’s comment: sila ke-5 aja pupus🥀,sila ke-5 aja pupus🥀,sila ke5 aja pupus,sila ke5 aja pupus,"['sila', 'aja', 'pupus']","[sila, aja, pupus]",sila aja pupus,0,0,2025-02-17 15:55:34,False,True,False,ms
友ㅤㅤㅤㅤㅤㅤㅤㅤ亗’s comment: dari SD aja dah di ajarin,dari SD aja dah di ajarin,dari sd aja dah di ajarin,dari sd aja dah di ajarin,"['sd', 'aja', 'dah', 'ajarin']","[sd, aja, dah, ajarin]",sd aja dah ajarin,0,0,2025-02-17 13:41:57,False,True,False,id
"padahal dulu gw orgnya nasionalis bgt, sampe skrg jg masih hapal pancasila, klo 17-an selalu ikutan ngerayain dan punya kaos2 tulisan2 INDONESIA gitu.","padahal dulu gw orgnya nasionalis bgt, sampe skrg jg masih hapal pancasila, klo 17-an selalu ikutan ngerayain dan punya kaos2 tulisan2 INDONESIA gitu.",padahal dulu gw orgnya nasionalis bgt sampe skrg jg masih hapal pancasila klo 17an selalu ikutan ngerayain dan punya kaos2 tulisan2 indonesia gitu,padahal dulu saya orgnya nasionalis banget sampe sekarang jg masih hapal pancasila kalau 17an selalu ikutan ngerayain dan punya kaos2 tulisan2 indonesia begitu,"['orgnya', 'nasionalis', 'banget', 'sampe', 'jg', 'hapal', 'pancasila', 'ikut', 'ngerayain', 'indonesia']","[orgnya, nasionalis, banget, sampe, jg, hapal, pancasila, ikut, ngerayain, indonesia]",orgnya nasionalis banget sampe jg hapal pancasila ikut ngerayain indonesia,0,0,2025-02-18 04:37:13,False,True,False,id
subhan’s comment: kabur aja dulu tinggalin koruptor biar dikuras abis kekayaan negara,kabur aja dulu tinggalin koruptor biar dikuras abis kekayaan negara,kabur aja dulu tinggalin koruptor biar dikuras abis kekayaan negara,kabur aja dulu tinggalin koruptor biar dikuras abis kekayaan negara,"['kabur', 'aja', 'tinggalin', 'koruptor', 'biar', 'kuras', 'abis', 'kaya', 'negara']","[kabur, aja, tinggalin, koruptor, biar, kuras, abis, kaya, negara]",kabur aja tinggalin koruptor biar kuras abis kaya negara,0,0,2025-02-17 06:44:35,False,True,False,id
plasee nunggu working permit lama bangt🥺😭,plasee nunggu working permit lama bangt🥺😭,plasee nunggu working permit lama bangt,plasee nunggu working permit lama bangt,"['plasee', 'nunggu', 'working', 'permit', 'bangt']","[plasee, nunggu, working, permit, bangt]",plasee nunggu working permit bangt,0,2,2025-02-10 10:41:50,False,True,False,ms
Ketut Tini’s comment: seharusnya bapak mikir kenapa ??? semua pada keluar negeri cari solusi nya dan temukan jawabannya segera masyarakat bukan sainganmu seperti ngomong antara dua sahabat,seharusnya bapak mikir kenapa ??? semua pada keluar negeri cari solusi nya dan temukan jawabannya segera masyarakat bukan sainganmu seperti ngomong antara dua sahabat,seharusnya bapak mikir kenapa semua pada keluar negeri cari solusi nya dan temukan jawabannya segera masyarakat bukan sainganmu seperti ngomong antara dua sahabat,seharusnya bapak mikir kenapa semua pada keluar negeri cari solusi nya dan temukan jawabannya segera masyarakat bukan sainganmu seperti ngomong antara dua sahabat,"['mikir', 'negeri', 'cari', 'solusi', 'temu', 'jawab', 'masyarakat', 'saing', 'ngomong', 'sahabat']","[mikir, negeri, cari, solusi, temu, jawab, masyarakat, saing, ngomong, sahabat]",mikir negeri cari solusi temu jawab masyarakat saing ngomong sahabat,0,0,2025-02-19 05:54:09,False,True,False,id
𝗘𝗿𝘆_     🗿’s comment: gw ikut lu bg🗿,gw ikut lu bg🗿,gw ikut lu bg,saya ikut kamu bg,['bg'],[bg],bg,0,0,2025-02-18 07:30:20,False,True,False,id
@Maryam irawan kudu dijadiken,@Maryam irawan kudu dijadiken,irawan kudu dijadiken,irawan kudu dijadiken,"['irawan', 'kudu', 'dijadiken']","[irawan, kudu, dijadiken]",irawan kudu dijadiken,0,1,2025-02-19 18:08:54,False,True,False,id
sthpanie.christabel’s comment: minimal makan gratis sekolah tetep ada😆,minimal makan gratis sekolah tetep ada😆,minimal makan gratis sekolah tetep ada,minimal makan gratis sekolah tetep ada,"['minimal', 'makan', 'gratis', 'sekolah', 'tetep']","[minimal, makan, gratis, sekolah, tetep]",minimal makan gratis sekolah tetep,0,0,2025-02-20 06:34:34,False,True,False,id
Say Whulan Tenri’s comment: selama makn dan duit cari sendri.. cuek aja kita mah,selama makn dan duit cari sendri.. cuek aja kita mah,selama makn dan duit cari sendri cuek aja kita mah,selama makn dan duit cari sendri cuek aja kita mah,"['makn', 'duit', 'cari', 'sendri', 'cuek', 'aja']","[makn, duit, cari, sendri, cuek, aja]",makn duit cari sendri cuek aja,0,0,2025-02-18 07:11:24,False,True,False,id
evaa’s comment: pgn ke london inggris gw udh oke tapi visa sama paspor nya ribet gusti,pgn ke london inggris gw udh oke tapi visa sama paspor nya ribet gusti,pgn ke london inggris gw udh oke tapi visa sama paspor nya ribet gusti,ingin ke london inggris saya sudah oke tapi visa sama paspor nya ribet gusti,"['london', 'inggris', 'oke', 'visa', 'paspor', 'ribet', 'gusti']","[london, inggris, oke, visa, paspor, ribet, gusti]",london inggris oke visa paspor ribet gusti,0,0,2025-02-11 15:08:40,False,True,False,id
"aku udah kabur, kalian kapan 😁","aku udah kabur, kalian kapan 😁",aku udah kabur kalian kapan,saya sudah kabur kalian kapan,['kabur'],[kabur],kabur,0,0,2025-02-16 02:30:50,False,True,False,id
Saputra💥💥’s comment: kelasss mass🤝,kelasss mass🤝,kelasss mass,kelas mass,"['kelas', 'mass']","[kelas, mass]",kelas mass,0,0,2025-02-19 15:48:22,False,True,False,id
muka nya itu loh kek mikir aduh uang yang mau di korupsi berkurang nih kalu anak muda Indonesia kabur semuah 🤣🤣🤣,muka nya itu loh kek mikir aduh uang yang mau di korupsi berkurang nih kalu anak muda Indonesia kabur semuah 🤣🤣🤣,muka nya itu loh kek mikir aduh uang yang mau di korupsi berkurang nih kalu anak muda indonesia kabur semuah,muka nya itu loh seperti mikir aduh uang yang mau di korupsi berkurang nih kalu anak muda indonesia kabur semuah,"['muka', 'loh', 'mikir', 'aduh', 'uang', 'korupsi', 'kurang', 'kalu', 'anak', 'muda', 'indonesia', 'kabur', 'semuah']","[muka, loh, mikir, aduh, uang, korupsi, kurang, kalu, anak, muda, indonesia, kabur, semuah]",muka loh mikir aduh uang korupsi kurang kalu anak muda indonesia kabur semuah,0,0,2025-02-19 02:59:21,False,True,False,id
"Dessy Jamilee Gesit’s comment: emg harus menyelamatkan diri sendiri dulu yah bg, dari pada berada ditempat yg tidak ada harapan 😁","emg harus menyelamatkan diri sendiri dulu yah bg, dari pada berada ditempat yg tidak ada harapan 😁",emg harus menyelamatkan diri sendiri dulu yah bg dari pada berada ditempat yg tidak ada harapan,memang harus menyelamatkan diri sendiri dulu yah bg dari pada berada ditempat yang tidak ada harapan,"['selamat', 'bg', 'tempat', 'harap']","[selamat, bg, tempat, harap]",selamat bg tempat harap,0,0,2025-02-16 03:58:04,False,True,False,id
icha’s comment: sblm bertanya coba tnya diri sendiri dulu pak.??,sblm bertanya coba tnya diri sendiri dulu pak.??,sblm bertanya coba tnya diri sendiri dulu pak,sblm bertanya coba tnya diri sendiri dulu pak,"['sblm', 'coba', 'tnya']","[sblm, coba, tnya]",sblm coba tnya,0,0,2025-02-16 16:51:33,False,True,False,id
"one’s comment: iyalah mending kerja di luar daripada di negeri sendiri yg kagak sehat akal aturan, mau kerja aja susah bat kek nyari kitab suci","iyalah mending kerja di luar daripada di negeri sendiri yg kagak sehat akal aturan, mau kerja aja susah bat kek nyari kitab suci",iyalah mending kerja di luar daripada di negeri sendiri yg kagak sehat akal aturan mau kerja aja susah bat kek nyari kitab suci,iyalah mending kerja di luar daripada di negeri sendiri yang kagak sehat akal aturan mau kerja aja susah bat seperti mencari kitab suci,"['iya', 'mending', 'kerja', 'negeri', 'kagak', 'sehat', 'akal', 'atur', 'kerja', 'aja', 'susah', 'bat', 'cari', 'kitab', 'suci']","[iya, mending, kerja, negeri, kagak, sehat, akal, atur, kerja, aja, susah, bat, cari, kitab, suci]",iya mending kerja negeri kagak sehat akal atur kerja aja susah bat cari kitab suci,0,0,2025-02-15 11:27:13,False,True,False,id
