text,extracted_text,cleaned_text,normalized_text,tokens_no_stopwords_and_stemmed,tokens_no_stopwords_and_stemmed_formatted,processed,likes,reply_count,created_time_formatted,is_pinned,is_reply,user_verified,comment_language
"ubur ubur ikan lele
sory pindah dulu le😋","ubur ubur ikan lele
sory pindah dulu le😋",ubur ubur ikan lele sory pindah dulu le,ubur ubur ikan lele sory pindah dulu le,"['ubur', 'ubur', 'ikan', 'lele', 'sory', 'pindah', 'le']","[ubur, ubur, ikan, lele, sory, pindah, le]",ubur ubur ikan lele sory pindah le,0,0,2025-02-19 13:37:12,False,True,False,id
RIVAL’s comment: #kaburajhdulu🤩,#kaburajhdulu🤩,,,[],[],,0,0,2025-02-17 07:07:46,False,True,False,id
diindo mau krja gaji besar prlu org dalam...krja pabrik aj prlu kluar uang byk dlu..mhadeehh....mnding jdi tki... pengalaman saya dan suami mantan tki....alhamdulillah... skrg adik2ku kuusahakan jdi tki yg 1 sdh go jepang yg 1 mau go korea...semangat🥰,diindo mau krja gaji besar prlu org dalam...krja pabrik aj prlu kluar uang byk dlu..mhadeehh....mnding jdi tki... pengalaman saya dan suami mantan tki....alhamdulillah... skrg adik2ku kuusahakan jdi tki yg 1 sdh go jepang yg 1 mau go korea...semangat🥰,diindo mau krja gaji besar prlu org dalamkrja pabrik aj prlu kluar uang byk dlumhadeehhmnding jdi tki pengalaman saya dan suami mantan tkialhamdulillah skrg adik2ku kuusahakan jdi tki yg 1 sdh go jepang yg 1 mau go koreasemangat,diindo mau krja gaji besar prlu orang dalamkrja pabrik aj prlu kluar uang byk dlumhadeehhmnding jadi tki pengalaman saya dan suami mantan tkialhamdulillah sekarang adik2ku kuusahakan jadi tki yang 1 sudah go jepang yang 1 mau go koreasemangat,"['diindo', 'krja', 'gaji', 'prlu', 'orang', 'dalamkrja', 'pabrik', 'aj', 'prlu', 'kluar', 'uang', 'byk', 'dlumhadeehhmnding', 'tki', 'alam', 'suami', 'mantan', 'tkialhamdulillah', 'usaha', 'tki', 'go', 'jepang', 'go', 'koreasemangat']","[diindo, krja, gaji, prlu, orang, dalamkrja, pabrik, aj, prlu, kluar, uang, byk, dlumhadeehhmnding, tki, alam, suami, mantan, tkialhamdulillah, usaha, tki, go, jepang, go, koreasemangat]",diindo krja gaji prlu orang dalamkrja pabrik aj prlu kluar uang byk dlumhadeehhmnding tki alam suami mantan tkialhamdulillah usaha tki go jepang go koreasemangat,0,0,2025-02-17 16:42:57,False,True,False,id
— 𝗺𝗮𝗿𝗰𝗵 ᯓ ᡣ𐭩’s comment: 😭😭😭 ikut ah,😭😭😭 ikut ah,ikut ah,ikut ah,[],[],,0,0,2025-02-17 05:30:10,False,True,False,id
"lOVE’s comment: buat apa nasionalisme, kalau pejabatnya aja gak ber otak, korupsi aja bisa nya, mending pindah rame""","buat apa nasionalisme, kalau pejabatnya aja gak ber otak, korupsi aja bisa nya, mending pindah rame""",buat apa nasionalisme kalau pejabatnya aja gak ber otak korupsi aja bisa nya mending pindah rame,buat apa nasionalisme kalau pejabatnya aja tidak ber otak korupsi aja bisa nya mending pindah rame,"['nasionalisme', 'jabat', 'aja', 'ber', 'otak', 'korupsi', 'aja', 'mending', 'pindah', 'rame']","[nasionalisme, jabat, aja, ber, otak, korupsi, aja, mending, pindah, rame]",nasionalisme jabat aja ber otak korupsi aja mending pindah rame,0,0,2025-02-18 06:38:50,False,True,False,id
"watdehel123’s comment: gw suka luar negeri karna di Indonesia banyak orang-orang standar tiktok, dan kebanyakan mereka itu ga punya respect ke temen, apalagi pas gw nonton video orang ngevlog di luar negri","gw suka luar negeri karna di Indonesia banyak orang-orang standar tiktok, dan kebanyakan mereka itu ga punya respect ke temen, apalagi pas gw nonton video orang ngevlog di luar negri",gw suka luar negeri karna di indonesia banyak orangorang standar tiktok dan kebanyakan mereka itu ga punya respect ke temen apalagi pas gw nonton video orang ngevlog di luar negri,saya suka luar negeri karena di indonesia banyak orangorang standar tiktok dan kebanyakan mereka itu tidak punya respect ke temen apalagi pas saya nonton video orang ngevlog di luar negri,"['suka', 'negeri', 'indonesia', 'orangorang', 'standar', 'tiktok', 'banyak', 'respect', 'temen', 'pas', 'nonton', 'orang', 'ngevlog', 'negri']","[suka, negeri, indonesia, orangorang, standar, tiktok, banyak, respect, temen, pas, nonton, orang, ngevlog, negri]",suka negeri indonesia orangorang standar tiktok banyak respect temen pas nonton orang ngevlog negri,0,0,2025-02-17 07:47:22,False,True,False,id
klo tau caranya pindah .. gw mau pindah dah ke jepang 😂,klo tau caranya pindah .. gw mau pindah dah ke jepang 😂,klo tau caranya pindah gw mau pindah dah ke jepang,kalau tau caranya pindah saya mau pindah dah ke jepang,"['tau', 'pindah', 'pindah', 'dah', 'jepang']","[tau, pindah, pindah, dah, jepang]",tau pindah pindah dah jepang,2,0,2025-02-16 01:17:59,False,True,False,id
aman aja,aman aja,aman aja,aman aja,"['aman', 'aja']","[aman, aja]",aman aja,1,0,2025-02-12 05:38:23,False,True,False,id
indroardes’s comment: jelas kabur ja,jelas kabur ja,jelas kabur ja,jelas kabur ja,"['kabur', 'ja']","[kabur, ja]",kabur ja,0,0,2025-02-14 13:38:19,False,True,False,id
fixkidstore’s comment: seru banget njir,seru banget njir,seru banget njir,seru banget njir,"['seru', 'banget', 'njir']","[seru, banget, njir]",seru banget njir,0,0,2025-02-16 17:25:45,False,True,False,id
rudiharyanto2415’s comment: gkpp pindah yg penting kita happy nya dimana 👍,gkpp pindah yg penting kita happy nya dimana 👍,gkpp pindah yg penting kita happy nya dimana,gkpp pindah yang penting kita happy nya dimana,"['gkpp', 'pindah', 'happy', 'mana']","[gkpp, pindah, happy, mana]",gkpp pindah happy mana,0,0,2025-02-16 10:52:39,False,True,False,id
Tinkerbell’s comment: Bismillah 🤍,Bismillah 🤍,bismillah,bismillah,['bismillah'],[bismillah],bismillah,0,0,2025-03-17 06:47:52,False,True,False,id
"aku udah ga peduli, aku mau ditempatkan dimana aja gpp asal bisa pergi dari Jateng, gw pengen pindah pulau pengen ke luar negeri","aku udah ga peduli, aku mau ditempatkan dimana aja gpp asal bisa pergi dari Jateng, gw pengen pindah pulau pengen ke luar negeri",aku udah ga peduli aku mau ditempatkan dimana aja gpp asal bisa pergi dari jateng gw pengen pindah pulau pengen ke luar negeri,saya sudah tidak peduli saya mau ditempatkan dimana aja gpp asal bisa pergi dari jateng saya ingin pindah pulau ingin ke luar negeri,"['peduli', 'tempat', 'mana', 'aja', 'gpp', 'pergi', 'jateng', 'pindah', 'pulau', 'negeri']","[peduli, tempat, mana, aja, gpp, pergi, jateng, pindah, pulau, negeri]",peduli tempat mana aja gpp pergi jateng pindah pulau negeri,0,0,2025-02-11 07:43:34,False,True,False,id
"popcornxxi’s comment: gas aja klo ada duitny mah pak, nasionalisme belakangan 🤣","gas aja klo ada duitny mah pak, nasionalisme belakangan 🤣",gas aja klo ada duitny mah pak nasionalisme belakangan,gas aja kalau ada duitny mah pak nasionalisme belakangan,"['gas', 'aja', 'duitny', 'nasionalisme']","[gas, aja, duitny, nasionalisme]",gas aja duitny nasionalisme,0,0,2025-02-19 12:34:49,False,True,False,id
tsabit’s comment: keterlaluan sih,keterlaluan sih,keterlaluan sih,keterlaluan sih,[],[],,0,0,2025-02-19 01:28:36,False,True,False,id
Widyasari Eke’s comment: Tidak ada nasionalisme dari pejabat yang merusak negara dgn aturannya yang merusak lingkungan dan menyusahkan rakyat yg menjadi tanggung jawab nya untuk disejahterakan,Tidak ada nasionalisme dari pejabat yang merusak negara dgn aturannya yang merusak lingkungan dan menyusahkan rakyat yg menjadi tanggung jawab nya untuk disejahterakan,tidak ada nasionalisme dari pejabat yang merusak negara dgn aturannya yang merusak lingkungan dan menyusahkan rakyat yg menjadi tanggung jawab nya untuk disejahterakan,tidak ada nasionalisme dari pejabat yang merusak negara dengan aturannya yang merusak lingkungan dan menyusahkan rakyat yang menjadi tanggung jawab nya untuk disejahterakan,"['nasionalisme', 'jabat', 'rusak', 'negara', 'atur', 'rusak', 'lingkung', 'susah', 'rakyat', 'tanggung', 'sejahtera']","[nasionalisme, jabat, rusak, negara, atur, rusak, lingkung, susah, rakyat, tanggung, sejahtera]",nasionalisme jabat rusak negara atur rusak lingkung susah rakyat tanggung sejahtera,1,0,2025-02-13 08:26:35,False,True,False,id
Ahmad jasim 2107’s comment: nasionalisme???pejabat sendiri ada rasa cinta GK samaa Indonesia???cinta uangnya aja ya,nasionalisme???pejabat sendiri ada rasa cinta GK samaa Indonesia???cinta uangnya aja ya,nasionalismepejabat sendiri ada rasa cinta gk samaa indonesiacinta uangnya aja ya,nasionalismepejabat sendiri ada rasa cinta tidak samaa indonesiacinta uangnya aja ya,"['nasionalismepejabat', 'cinta', 'samaa', 'indonesiacinta', 'uang', 'aja']","[nasionalismepejabat, cinta, samaa, indonesiacinta, uang, aja]",nasionalismepejabat cinta samaa indonesiacinta uang aja,1,0,2025-02-14 23:38:45,False,True,False,id
"singo laut’s comment: nasional jangan di ragukan pak. kenyataan di lapangan gimna apa"" masih susah","nasional jangan di ragukan pak. kenyataan di lapangan gimna apa"" masih susah",nasional jangan di ragukan pak kenyataan di lapangan gimna apa masih susah,nasional jangan di ragukan pak kenyataan di lapangan gimna apa masih susah,"['nasional', 'ragu', 'nyata', 'lapang', 'gimna', 'susah']","[nasional, ragu, nyata, lapang, gimna, susah]",nasional ragu nyata lapang gimna susah,1,0,2025-02-13 15:48:59,False,True,False,id
"ILHAM MAXMAN’s comment: vina sedang mengetik, cv dapat membantu mu masuk kerja 😂","vina sedang mengetik, cv dapat membantu mu masuk kerja 😂",vina sedang mengetik cv dapat membantu mu masuk kerja,vina sedang mengetik cv dapat membantu mu masuk kerja,"['vina', 'etik', 'cv', 'bantu', 'masuk', 'kerja']","[vina, etik, cv, bantu, masuk, kerja]",vina etik cv bantu masuk kerja,0,0,2025-02-17 05:13:00,False,True,False,id
Musyafaat’s comment: @Epiphany,@Epiphany,,,[],[],,0,1,2025-02-14 14:40:47,False,True,False,un
Nasionalisme Untuk Negara bendera Merah Putih Sang Saka merah putih Bukan Untuk Pemerintah kompetenya jir🗿,Nasionalisme Untuk Negara bendera Merah Putih Sang Saka merah putih Bukan Untuk Pemerintah kompetenya jir🗿,nasionalisme untuk negara bendera merah putih sang saka merah putih bukan untuk pemerintah kompetenya jir,nasionalisme untuk negara bendera merah putih sang saka merah putih bukan untuk pemerintah kompetenya jir,"['nasionalisme', 'negara', 'bendera', 'merah', 'putih', 'saka', 'merah', 'putih', 'perintah', 'kompetenya', 'jir']","[nasionalisme, negara, bendera, merah, putih, saka, merah, putih, perintah, kompetenya, jir]",nasionalisme negara bendera merah putih saka merah putih perintah kompetenya jir,2,0,2025-02-14 13:08:19,False,True,False,id
"—𝐄𝐗 Malľ Dè Akarii.’s comment: bapak kau nasionalisme,kau di negri sndri kaya,kami di negri sndri kaya mau mati","bapak kau nasionalisme,kau di negri sndri kaya,kami di negri sndri kaya mau mati",bapak kau nasionalismekau di negri sndri kayakami di negri sndri kaya mau mati,bapak kamu nasionalismekau di negri sndri kayakami di negri sndri kaya mau mati,"['nasionalismekau', 'negri', 'sndri', 'kayakami', 'negri', 'sndri', 'kaya', 'mati']","[nasionalismekau, negri, sndri, kayakami, negri, sndri, kaya, mati]",nasionalismekau negri sndri kayakami negri sndri kaya mati,1,0,2025-02-15 04:50:37,False,True,False,id
mariyam’s comment: Mungkin takut ngga Ada yang bayar pajak kali 😂😂😂😂😂😂😂😂,Mungkin takut ngga Ada yang bayar pajak kali 😂😂😂😂😂😂😂😂,mungkin takut ngga ada yang bayar pajak kali,mungkin takut tidak ada yang bayar pajak kali,"['takut', 'bayar', 'pajak', 'kali']","[takut, bayar, pajak, kali]",takut bayar pajak kali,0,0,2025-02-15 14:41:34,False,True,False,id
makkk mau pindah ke swis tapi biaya hidup disana ga murah😭🙏,makkk mau pindah ke swis tapi biaya hidup disana ga murah😭🙏,makkk mau pindah ke swis tapi biaya hidup disana ga murah,mak mau pindah ke swis tapi biaya hidup disana tidak murah,"['mak', 'pindah', 'swis', 'biaya', 'hidup', 'sana', 'murah']","[mak, pindah, swis, biaya, hidup, sana, murah]",mak pindah swis biaya hidup sana murah,1,2,2025-02-12 08:11:26,False,True,False,id
malaikat mautmu’s comment: yg perlu dipertanyakan nasionalisme nya para koruptor pak,yg perlu dipertanyakan nasionalisme nya para koruptor pak,yg perlu dipertanyakan nasionalisme nya para koruptor pak,yang perlu dipertanyakan nasionalisme nya para koruptor pak,"['nasionalisme', 'koruptor']","[nasionalisme, koruptor]",nasionalisme koruptor,0,0,2025-02-16 03:48:36,False,True,False,id
myymine🩵’s comment: di-posting ulang sma kak NM 😭🔥,di-posting ulang sma kak NM 😭🔥,diposting ulang sma kak nm,diposting ulang sma kak nm,"['diposting', 'ulang', 'sma', 'kak', 'nm']","[diposting, ulang, sma, kak, nm]",diposting ulang sma kak nm,0,0,2025-02-19 15:22:10,False,True,False,id
Jerami Id’s comment: Maju terus.... Dunia tk semuda omongan pejabat😁😅,Maju terus.... Dunia tk semuda omongan pejabat😁😅,maju terus dunia tk semuda omongan pejabat,maju terus dunia tk semuda omongan pejabat,"['maju', 'dunia', 'tk', 'muda', 'omong', 'jabat']","[maju, dunia, tk, muda, omong, jabat]",maju dunia tk muda omong jabat,1,0,2025-02-12 03:47:54,False,True,False,ms
"ku kira setelah aku peduli dg dunia, dunia akan peduli kembali. ternyata realita seringnya tidak begitu.😅","ku kira setelah aku peduli dg dunia, dunia akan peduli kembali. ternyata realita seringnya tidak begitu.😅",ku kira setelah aku peduli dg dunia dunia akan peduli kembali ternyata realita seringnya tidak begitu,saya kira setelah saya peduli dg dunia dunia akan peduli kembali ternyata realita seringnya tidak begitu,"['peduli', 'dg', 'dunia', 'dunia', 'peduli', 'realita']","[peduli, dg, dunia, dunia, peduli, realita]",peduli dg dunia dunia peduli realita,1,0,2025-02-13 03:21:18,False,True,False,id
sediakan lapangan kerja sesuai dgn jumlah penduduk nya pak jgn asal meragukan klo blm bisa sejahtera kan rakyat sendiri,sediakan lapangan kerja sesuai dgn jumlah penduduk nya pak jgn asal meragukan klo blm bisa sejahtera kan rakyat sendiri,sediakan lapangan kerja sesuai dgn jumlah penduduk nya pak jgn asal meragukan klo blm bisa sejahtera kan rakyat sendiri,sediakan lapangan kerja sesuai dengan jumlah penduduk nya pak jgn asal meragukan kalau belum bisa sejahtera kan rakyat sendiri,"['sedia', 'lapang', 'kerja', 'sesuai', 'duduk', 'jgn', 'ragu', 'sejahtera', 'rakyat']","[sedia, lapang, kerja, sesuai, duduk, jgn, ragu, sejahtera, rakyat]",sedia lapang kerja sesuai duduk jgn ragu sejahtera rakyat,1,0,2025-02-20 00:56:46,False,True,False,ms
Turonggo’s comment: pokoknya tahun ini AQ harus jln² ke luar negeri ✈️✈️✈️✈️,pokoknya tahun ini AQ harus jln² ke luar negeri ✈️✈️✈️✈️,pokoknya tahun ini aq harus jln² ke luar negeri,pokoknya tahun ini aq harus jln² ke luar negeri,"['pokok', 'aq', 'negeri']","[pokok, aq, negeri]",pokok aq negeri,0,0,2025-02-16 03:22:36,False,True,False,id
coming soon🔥,coming soon🔥,coming soon,coming soon,"['coming', 'soon']","[coming, soon]",coming soon,0,0,2025-02-11 23:24:36,False,True,False,en
negara masih pake s3njat4 kuno yg disebut nasionalisme. manipulasi kita supaya kita keliatan kayak antagonisnya. disebut ga nasionalis tpi pemerintah yg ngebuat kita mau kabur.,negara masih pake s3njat4 kuno yg disebut nasionalisme. manipulasi kita supaya kita keliatan kayak antagonisnya. disebut ga nasionalis tpi pemerintah yg ngebuat kita mau kabur.,negara masih pake s3njat4 kuno yg disebut nasionalisme manipulasi kita supaya kita keliatan kayak antagonisnya disebut ga nasionalis tpi pemerintah yg ngebuat kita mau kabur,negara masih pake s3njat4 kuno yang disebut nasionalisme manipulasi kita supaya kita keliatan kayak antagonisnya disebut tidak nasionalis tpi pemerintah yang ngebuat kita mau kabur,"['negara', 'pake', 'kuno', 'nasionalisme', 'manipulasi', 'liat', 'kayak', 'antagonis', 'nasionalis', 'tpi', 'perintah', 'ngebuat', 'kabur']","[negara, pake, kuno, nasionalisme, manipulasi, liat, kayak, antagonis, nasionalis, tpi, perintah, ngebuat, kabur]",negara pake kuno nasionalisme manipulasi liat kayak antagonis nasionalis tpi perintah ngebuat kabur,0,0,2025-02-17 01:08:25,False,True,False,id
cucu_bosz’s comment: apakah yg korup itu termasuk nasionalisme?????? bpk ini lagi lucu²nya 🤣🤣🤣,apakah yg korup itu termasuk nasionalisme?????? bpk ini lagi lucu²nya 🤣🤣🤣,apakah yg korup itu termasuk nasionalisme bpk ini lagi lucu²nya,apakah yang korup itu termasuk nasionalisme bpk ini lagi lucu²nya,"['korup', 'nasionalisme', 'bpk']","[korup, nasionalisme, bpk]",korup nasionalisme bpk,1,0,2025-02-21 03:04:29,False,True,False,id
dewy-🇮🇩’s comment: bapak manis kli dehhh clo ngomong 🤣🤣🤣🤣,bapak manis kli dehhh clo ngomong 🤣🤣🤣🤣,bapak manis kli dehhh clo ngomong,bapak manis kli deh clo ngomong,"['manis', 'kli', 'clo', 'ngomong']","[manis, kli, clo, ngomong]",manis kli clo ngomong,0,1,2025-02-19 07:05:38,False,True,False,id
⠀᠌⠀ ⠀ ⠀ ⠀᠌’s comment: bahlil from malaysia,bahlil from malaysia,bahlil from malaysia,bahlil from malaysia,"['bahlil', 'from', 'malaysia']","[bahlil, from, malaysia]",bahlil from malaysia,1,0,2025-02-13 07:30:28,False,True,False,ms
mamalong😍♋🦀’s comment: RAKYAT: kami yg semakin meragukan apa kh negri konoha in benar2 merdeka 😒,RAKYAT: kami yg semakin meragukan apa kh negri konoha in benar2 merdeka 😒,rakyat kami yg semakin meragukan apa kh negri konoha in benar2 merdeka,rakyat kami yang semakin meragukan apa kh negri konoha in benar2 merdeka,"['rakyat', 'ragu', 'kh', 'negri', 'konoha', 'in', 'merdeka']","[rakyat, ragu, kh, negri, konoha, in, merdeka]",rakyat ragu kh negri konoha in merdeka,0,0,2025-02-16 02:44:28,False,True,False,id
gajelanich2’s comment: yuk yng kaya2 kasi bntu yg kismin kekgua nii Pindh luar negeri bareng2,yuk yng kaya2 kasi bntu yg kismin kekgua nii Pindh luar negeri bareng2,yuk yng kaya2 kasi bntu yg kismin kekgua nii pindh luar negeri bareng2,yuk yng kaya2 kasi bntu yang kismin kekgua nii pindh luar negeri bareng2,"['yng', 'kasi', 'bntu', 'kismin', 'kekgua', 'nii', 'pindh', 'negeri']","[yng, kasi, bntu, kismin, kekgua, nii, pindh, negeri]",yng kasi bntu kismin kekgua nii pindh negeri,1,0,2025-03-03 05:22:51,False,True,False,id
"Dajjal Bahlil. Peliharaan Pejabat. 270T woi jangan sampai Hilang. 9 Naga Sudah merusak Tata Negeri kita. ayoo bangun, 270T kawal terus","Dajjal Bahlil. Peliharaan Pejabat. 270T woi jangan sampai Hilang. 9 Naga Sudah merusak Tata Negeri kita. ayoo bangun, 270T kawal terus",dajjal bahlil peliharaan pejabat 270t woi jangan sampai hilang 9 naga sudah merusak tata negeri kita ayoo bangun 270t kawal terus,dajjal bahlil peliharaan pejabat 270t woi jangan sampai hilang 9 naga sudah merusak tata negeri kita ayoo bangun 270t kawal terus,"['dajjal', 'bahlil', 'pelihara', 'jabat', 'woi', 'hilang', 'naga', 'rusak', 'tata', 'negeri', 'ayoo', 'bangun', 'kawal']","[dajjal, bahlil, pelihara, jabat, woi, hilang, naga, rusak, tata, negeri, ayoo, bangun, kawal]",dajjal bahlil pelihara jabat woi hilang naga rusak tata negeri ayoo bangun kawal,0,0,2025-02-20 02:04:10,False,True,False,id
nasionalisme??? Uang uang uang uang 😅😂,nasionalisme??? Uang uang uang uang 😅😂,nasionalisme uang uang uang uang,nasionalisme uang uang uang uang,"['nasionalisme', 'uang', 'uang', 'uang', 'uang']","[nasionalisme, uang, uang, uang, uang]",nasionalisme uang uang uang uang,0,0,2025-02-16 14:02:43,False,True,False,id
Bahlil kayak mampu aja buat ngurusin perut orang 🤣,Bahlil kayak mampu aja buat ngurusin perut orang 🤣,bahlil kayak mampu aja buat ngurusin perut orang,bahlil kayak mampu aja buat ngurusin perut orang,"['bahlil', 'kayak', 'aja', 'ngurusin', 'perut', 'orang']","[bahlil, kayak, aja, ngurusin, perut, orang]",bahlil kayak aja ngurusin perut orang,1,0,2025-02-12 05:54:50,False,True,False,id
ridwan’s comment: nasionalisme ketika mendukung timnas aja maen.,nasionalisme ketika mendukung timnas aja maen.,nasionalisme ketika mendukung timnas aja maen,nasionalisme ketika mendukung timnas aja maen,"['nasionalisme', 'dukung', 'timnas', 'aja', 'maen']","[nasionalisme, dukung, timnas, aja, maen]",nasionalisme dukung timnas aja maen,1,0,2025-02-14 01:11:23,False,True,False,id
nanapunya’s comment: @rrztoelkn,@rrztoelkn,,,[],[],,1,0,2025-03-01 12:02:25,False,True,False,un
"Irasaputr’s comment: Jgn didenger bang, gue aja pengen pindah wkwk sayangnya menyadari ini pas udah nikah dan punya toddler🤣","Jgn didenger bang, gue aja pengen pindah wkwk sayangnya menyadari ini pas udah nikah dan punya toddler🤣",jgn didenger bang gue aja pengen pindah wkwk sayangnya menyadari ini pas udah nikah dan punya toddler,jgn didenger bang gue aja ingin pindah wkwk sayangnya menyadari ini pas sudah nikah dan punya toddler,"['jgn', 'didenger', 'bang', 'gue', 'aja', 'pindah', 'wkwk', 'sayang', 'sadar', 'pas', 'nikah', 'toddler']","[jgn, didenger, bang, gue, aja, pindah, wkwk, sayang, sadar, pas, nikah, toddler]",jgn didenger bang gue aja pindah wkwk sayang sadar pas nikah toddler,0,0,2025-02-20 14:41:55,False,True,False,id
"JackTheRipperrrrrr’s comment: gaji di luar sebulan bisa beli mobil , di indo cuma makan sama cicilan jiga udah abis itu juga masih minus🗿","gaji di luar sebulan bisa beli mobil , di indo cuma makan sama cicilan jiga udah abis itu juga masih minus🗿",gaji di luar sebulan bisa beli mobil di indo cuma makan sama cicilan jiga udah abis itu juga masih minus,gaji di luar sebulan bisa beli mobil di indonesia cuma makan sama cicilan jiga sudah abis itu juga masih minus,"['gaji', 'bulan', 'beli', 'mobil', 'indonesia', 'makan', 'cicil', 'jiga', 'abis', 'minus']","[gaji, bulan, beli, mobil, indonesia, makan, cicil, jiga, abis, minus]",gaji bulan beli mobil indonesia makan cicil jiga abis minus,2,0,2025-02-13 19:37:40,False,True,False,id
rahell’s comment: ada yg tau jelbab kak vina brand apa??,ada yg tau jelbab kak vina brand apa??,ada yg tau jelbab kak vina brand apa,ada yang tau jelbab kak vina brand apa,"['tau', 'jelbab', 'kak', 'vina', 'brand']","[tau, jelbab, kak, vina, brand]",tau jelbab kak vina brand,0,0,2025-03-17 12:36:09,False,True,False,id
"Echa Ang Widjaja’s comment: yg kabur biarin kabur, kita malah seneng..peluang usaha lebih banyak jika makin dikit saingan..","yg kabur biarin kabur, kita malah seneng..peluang usaha lebih banyak jika makin dikit saingan..",yg kabur biarin kabur kita malah senengpeluang usaha lebih banyak jika makin dikit saingan,yang kabur biarin kabur kita malah senengpeluang usaha lebih banyak jika makin dikit saingan,"['kabur', 'biarin', 'kabur', 'senengpeluang', 'usaha', 'dikit', 'saing']","[kabur, biarin, kabur, senengpeluang, usaha, dikit, saing]",kabur biarin kabur senengpeluang usaha dikit saing,0,0,2025-02-14 19:58:57,False,True,False,id
An’s comment: mau😭😭,mau😭😭,mau,mau,[],[],,0,0,2025-02-13 04:21:06,False,True,False,id
user298047483037636’s comment: pak nasionalisme,pak nasionalisme,pak nasionalisme,pak nasionalisme,['nasionalisme'],[nasionalisme],nasionalisme,1,0,2025-02-12 04:53:56,False,True,False,id
ikut bang😏😏😏😏,ikut bang😏😏😏😏,ikut bang,ikut bang,['bang'],[bang],bang,0,0,2025-02-16 11:34:55,False,True,False,id
emang bisa mensejahterakan rakyat ...pikirkan lah gaji nya pak bos,emang bisa mensejahterakan rakyat ...pikirkan lah gaji nya pak bos,emang bisa mensejahterakan rakyat pikirkan lah gaji nya pak bos,memang bisa mensejahterakan rakyat pikirkan lah gaji nya pak bos,"['sejahtera', 'rakyat', 'pikir', 'gaji', 'bos']","[sejahtera, rakyat, pikir, gaji, bos]",sejahtera rakyat pikir gaji bos,1,0,2025-02-13 02:25:25,False,True,False,id
riyu’s comment: saya kecewa sama kimerja bapak,saya kecewa sama kimerja bapak,saya kecewa sama kimerja bapak,saya kecewa sama kimerja bapak,"['kecewa', 'kimerja']","[kecewa, kimerja]",kecewa kimerja,1,0,2025-02-12 14:51:27,False,True,False,id
"Sky-blue💙’s comment: adaptasi hanya proses,lah di Indonesia mau kerja harus pake uang tinggi badan harus bisa melawan ironmen bisa hitung jumlah ikan di lautan,tapi gaji ga ngotak sudah ga ngotak nyari kerja susah kocak😁","adaptasi hanya proses,lah di Indonesia mau kerja harus pake uang tinggi badan harus bisa melawan ironmen bisa hitung jumlah ikan di lautan,tapi gaji ga ngotak sudah ga ngotak nyari kerja susah kocak😁",adaptasi hanya proseslah di indonesia mau kerja harus pake uang tinggi badan harus bisa melawan ironmen bisa hitung jumlah ikan di lautantapi gaji ga ngotak sudah ga ngotak nyari kerja susah kocak,adaptasi hanya proseslah di indonesia mau kerja harus pake uang tinggi badan harus bisa melawan ironmen bisa hitung jumlah ikan di lautantapi gaji tidak ngotak sudah tidak ngotak mencari kerja susah kocak,"['adaptasi', 'proses', 'indonesia', 'kerja', 'pake', 'uang', 'badan', 'lawan', 'ironmen', 'hitung', 'ikan', 'lautantapi', 'gaji', 'ngotak', 'ngotak', 'cari', 'kerja', 'susah', 'kocak']","[adaptasi, proses, indonesia, kerja, pake, uang, badan, lawan, ironmen, hitung, ikan, lautantapi, gaji, ngotak, ngotak, cari, kerja, susah, kocak]",adaptasi proses indonesia kerja pake uang badan lawan ironmen hitung ikan lautantapi gaji ngotak ngotak cari kerja susah kocak,0,0,2025-02-20 15:44:01,False,True,False,id
"dika frya’s comment: hak ini gak kan terjadi kalo pemerintah benar-benar memikirkan rakyat nya, kebanyakan cm mikirin golongan nya saja","hak ini gak kan terjadi kalo pemerintah benar-benar memikirkan rakyat nya, kebanyakan cm mikirin golongan nya saja",hak ini gak kan terjadi kalo pemerintah benarbenar memikirkan rakyat nya kebanyakan cm mikirin golongan nya saja,hak ini tidak kan terjadi kalau pemerintah benarbenar memikirkan rakyat nya kebanyakan cm mikirin golongan nya saja,"['hak', 'perintah', 'benarbenar', 'pikir', 'rakyat', 'banyak', 'cm', 'mikirin', 'golong']","[hak, perintah, benarbenar, pikir, rakyat, banyak, cm, mikirin, golong]",hak perintah benarbenar pikir rakyat banyak cm mikirin golong,0,0,2025-02-14 14:56:34,False,True,False,id
Annie’s comment: bukan soal nasionalisme pak tapi kami rakyat juga butuh realistisme juga buat masa depan😄,bukan soal nasionalisme pak tapi kami rakyat juga butuh realistisme juga buat masa depan😄,bukan soal nasionalisme pak tapi kami rakyat juga butuh realistisme juga buat masa depan,bukan soal nasionalisme pak tapi kami rakyat juga butuh realistisme juga buat masa depan,"['nasionalisme', 'rakyat', 'butuh', 'realistisme']","[nasionalisme, rakyat, butuh, realistisme]",nasionalisme rakyat butuh realistisme,3,0,2025-02-13 03:55:11,False,True,False,id
Yk.Garrtt!?!’s comment: garuda makan parasit mulu sih,garuda makan parasit mulu sih,garuda makan parasit mulu sih,garuda makan parasit mulu sih,"['garuda', 'makan', 'parasit', 'mulu']","[garuda, makan, parasit, mulu]",garuda makan parasit mulu,0,0,2025-02-17 13:26:44,False,True,False,id
